# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesatroparvusEBRO.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa
4	4	0.623	AnophelesalbimanusSTECLA|AALB000865	AnophelesatroparvusEBRO|AATE010088	AnophelesfunestusFUMOZ|AFUN022350	AnophelesgambiaePEST|AGAP008113
4	4	0.623	AnophelesalbimanusSTECLA|AALB000879	AnophelesatroparvusEBRO|AATE012427	AnophelesfunestusFUMOZ|AFUN000136	AnophelesgambiaePEST|AGAP010025
4	4	0.623	AnophelesalbimanusSTECLA|AALB000880	AnophelesatroparvusEBRO|AATE020895	AnophelesfunestusFUMOZ|AFUN000092	AnophelesgambiaePEST|AGAP010071
4	4	0.623	AnophelesalbimanusSTECLA|AALB000883	AnophelesatroparvusEBRO|AATE019007	AnophelesfunestusFUMOZ|AFUN010692	AnophelesgambiaePEST|AGAP010020
4	4	0.623	AnophelesalbimanusSTECLA|AALB000884	AnophelesatroparvusEBRO|AATE007649	AnophelesfunestusFUMOZ|AFUN010693	AnophelesgambiaePEST|AGAP010019
4	4	0.623	AnophelesalbimanusSTECLA|AALB000885	AnophelesatroparvusEBRO|AATE019697	AnophelesfunestusFUMOZ|AFUN010694	AnophelesgambiaePEST|AGAP010018
4	4	0.623	AnophelesalbimanusSTECLA|AALB000886	AnophelesatroparvusEBRO|AATE017966	AnophelesfunestusFUMOZ|AFUN010695	AnophelesgambiaePEST|AGAP010017
4	4	0.623	AnophelesalbimanusSTECLA|AALB000887	AnophelesatroparvusEBRO|AATE005525	AnophelesfunestusFUMOZ|AFUN010696	AnophelesgambiaePEST|AGAP010016
4	4	0.623	AnophelesalbimanusSTECLA|AALB000888	AnophelesatroparvusEBRO|AATE018655	AnophelesfunestusFUMOZ|AFUN010697	AnophelesgambiaePEST|AGAP010014
4	4	0.623	AnophelesalbimanusSTECLA|AALB000894	AnophelesatroparvusEBRO|AATE007882	AnophelesfunestusFUMOZ|AFUN010704	AnophelesgambiaePEST|AGAP010008
4	4	0.623	AnophelesalbimanusSTECLA|AALB000905	AnophelesatroparvusEBRO|AATE013617	AnophelesfunestusFUMOZ|AFUN006601	AnophelesgambiaePEST|AGAP008651
4	4	0.623	AnophelesalbimanusSTECLA|AALB000907	AnophelesatroparvusEBRO|AATE008494	AnophelesfunestusFUMOZ|AFUN006598	AnophelesgambiaePEST|AGAP008654
4	4	0.623	AnophelesalbimanusSTECLA|AALB000910	AnophelesatroparvusEBRO|AATE005150	AnophelesfunestusFUMOZ|AFUN006596	AnophelesgambiaePEST|AGAP008656
4	4	0.623	AnophelesalbimanusSTECLA|AALB000913	AnophelesatroparvusEBRO|AATE010918	AnophelesfunestusFUMOZ|AFUN020489	AnophelesgambiaePEST|AGAP008658
4	4	0.623	AnophelesalbimanusSTECLA|AALB000915	AnophelesatroparvusEBRO|AATE003882	AnophelesfunestusFUMOZ|AFUN019675	AnophelesgambiaePEST|AGAP008659
4	4	0.623	AnophelesalbimanusSTECLA|AALB000916	AnophelesatroparvusEBRO|AATE003260	AnophelesfunestusFUMOZ|AFUN006592	AnophelesgambiaePEST|AGAP008660
4	4	0.623	AnophelesalbimanusSTECLA|AALB000917	AnophelesatroparvusEBRO|AATE004570	AnophelesfunestusFUMOZ|AFUN006591	AnophelesgambiaePEST|AGAP008661
4	4	0.623	AnophelesalbimanusSTECLA|AALB000919	AnophelesatroparvusEBRO|AATE015839	AnophelesfunestusFUMOZ|AFUN006589	AnophelesgambiaePEST|AGAP008665
4	4	0.623	AnophelesalbimanusSTECLA|AALB000920	AnophelesatroparvusEBRO|AATE019174	AnophelesfunestusFUMOZ|AFUN006588	AnophelesgambiaePEST|AGAP008666
4	4	0.623	AnophelesalbimanusSTECLA|AALB000921	AnophelesatroparvusEBRO|AATE020516	AnophelesfunestusFUMOZ|AFUN006587	AnophelesgambiaePEST|AGAP008667
4	4	0.623	AnophelesalbimanusSTECLA|AALB000922	AnophelesatroparvusEBRO|AATE021794	AnophelesfunestusFUMOZ|AFUN016201	AnophelesgambiaePEST|AGAP008668
4	4	0.623	AnophelesalbimanusSTECLA|AALB000926	AnophelesatroparvusEBRO|AATE013757	AnophelesfunestusFUMOZ|AFUN006580	AnophelesgambiaePEST|AGAP008678
4	4	0.623	AnophelesalbimanusSTECLA|AALB000927	AnophelesatroparvusEBRO|AATE012444	AnophelesfunestusFUMOZ|AFUN006579	AnophelesgambiaePEST|AGAP008680
4	4	0.623	AnophelesalbimanusSTECLA|AALB000928	AnophelesatroparvusEBRO|AATE021211	AnophelesfunestusFUMOZ|AFUN006578	AnophelesgambiaePEST|AGAP008682
4	4	0.623	AnophelesalbimanusSTECLA|AALB000931	AnophelesatroparvusEBRO|AATE012127	AnophelesfunestusFUMOZ|AFUN006575	AnophelesgambiaePEST|AGAP008687
4	4	0.623	AnophelesalbimanusSTECLA|AALB000933	AnophelesatroparvusEBRO|AATE004729	AnophelesfunestusFUMOZ|AFUN006572	AnophelesgambiaePEST|AGAP008689
4	4	0.623	AnophelesalbimanusSTECLA|AALB000935	AnophelesatroparvusEBRO|AATE012804	AnophelesfunestusFUMOZ|AFUN006571	AnophelesgambiaePEST|AGAP008691
4	4	0.623	AnophelesalbimanusSTECLA|AALB000938	AnophelesatroparvusEBRO|AATE007775	AnophelesfunestusFUMOZ|AFUN002285	AnophelesgambiaePEST|AGAP008694
4	4	0.623	AnophelesalbimanusSTECLA|AALB000942	AnophelesatroparvusEBRO|AATE009842	AnophelesfunestusFUMOZ|AFUN000870	AnophelesgambiaePEST|AGAP028131
4	4	0.623	AnophelesalbimanusSTECLA|AALB000944	AnophelesatroparvusEBRO|AATE017365	AnophelesfunestusFUMOZ|AFUN000872	AnophelesgambiaePEST|AGAP008697
4	4	0.623	AnophelesalbimanusSTECLA|AALB000945	AnophelesatroparvusEBRO|AATE011816	AnophelesfunestusFUMOZ|AFUN000873	AnophelesgambiaePEST|AGAP028421
4	4	0.623	AnophelesalbimanusSTECLA|AALB000946	AnophelesatroparvusEBRO|AATE011753	AnophelesfunestusFUMOZ|AFUN000874	AnophelesgambiaePEST|AGAP028145
4	4	0.623	AnophelesalbimanusSTECLA|AALB000947	AnophelesatroparvusEBRO|AATE010234	AnophelesfunestusFUMOZ|AFUN000875	AnophelesgambiaePEST|AGAP008698
4	4	0.623	AnophelesalbimanusSTECLA|AALB000950	AnophelesatroparvusEBRO|AATE005432	AnophelesfunestusFUMOZ|AFUN000879	AnophelesgambiaePEST|AGAP008700
4	4	0.623	AnophelesalbimanusSTECLA|AALB000954	AnophelesatroparvusEBRO|AATE018856	AnophelesfunestusFUMOZ|AFUN020065	AnophelesgambiaePEST|AGAP008702
4	4	0.623	AnophelesalbimanusSTECLA|AALB000955	AnophelesatroparvusEBRO|AATE020090	AnophelesfunestusFUMOZ|AFUN000884	AnophelesgambiaePEST|AGAP008704
4	4	0.623	AnophelesalbimanusSTECLA|AALB000956	AnophelesatroparvusEBRO|AATE013255	AnophelesfunestusFUMOZ|AFUN000885	AnophelesgambiaePEST|AGAP008705
4	4	0.623	AnophelesalbimanusSTECLA|AALB000958	AnophelesatroparvusEBRO|AATE003411	AnophelesfunestusFUMOZ|AFUN000887	AnophelesgambiaePEST|AGAP008707
4	4	0.623	AnophelesalbimanusSTECLA|AALB000961	AnophelesatroparvusEBRO|AATE010528	AnophelesfunestusFUMOZ|AFUN020021	AnophelesgambiaePEST|AGAP008711
4	4	0.623	AnophelesalbimanusSTECLA|AALB000962	AnophelesatroparvusEBRO|AATE003918	AnophelesfunestusFUMOZ|AFUN006625	AnophelesgambiaePEST|AGAP008634
4	4	0.623	AnophelesalbimanusSTECLA|AALB000963	AnophelesatroparvusEBRO|AATE017978	AnophelesfunestusFUMOZ|AFUN006626	AnophelesgambiaePEST|AGAP008633
4	4	0.623	AnophelesalbimanusSTECLA|AALB000964	AnophelesatroparvusEBRO|AATE013426	AnophelesfunestusFUMOZ|AFUN006627	AnophelesgambiaePEST|AGAP008632
4	4	0.623	AnophelesalbimanusSTECLA|AALB000973	AnophelesatroparvusEBRO|AATE015283	AnophelesfunestusFUMOZ|AFUN009525	AnophelesgambiaePEST|AGAP008089
4	4	0.623	AnophelesalbimanusSTECLA|AALB000977	AnophelesatroparvusEBRO|AATE014071	AnophelesfunestusFUMOZ|AFUN009529	AnophelesgambiaePEST|AGAP008092
4	4	0.623	AnophelesalbimanusSTECLA|AALB000979	AnophelesatroparvusEBRO|AATE013471	AnophelesfunestusFUMOZ|AFUN020673	AnophelesgambiaePEST|AGAP008093
4	4	0.623	AnophelesalbimanusSTECLA|AALB000982	AnophelesatroparvusEBRO|AATE018998	AnophelesfunestusFUMOZ|AFUN022349	AnophelesgambiaePEST|AGAP008095
4	4	0.623	AnophelesalbimanusSTECLA|AALB000992	AnophelesatroparvusEBRO|AATE003947	AnophelesfunestusFUMOZ|AFUN011823	AnophelesgambiaePEST|AGAP008107
4	4	0.623	AnophelesalbimanusSTECLA|AALB000993	AnophelesatroparvusEBRO|AATE005377	AnophelesfunestusFUMOZ|AFUN011824	AnophelesgambiaePEST|AGAP008108
4	4	0.623	AnophelesalbimanusSTECLA|AALB000994	AnophelesatroparvusEBRO|AATE002312	AnophelesfunestusFUMOZ|AFUN004330	AnophelesgambiaePEST|AGAP008376
4	4	0.623	AnophelesalbimanusSTECLA|AALB000995	AnophelesatroparvusEBRO|AATE016973	AnophelesfunestusFUMOZ|AFUN004331	AnophelesgambiaePEST|AGAP008377
4	4	0.623	AnophelesalbimanusSTECLA|AALB000998	AnophelesatroparvusEBRO|AATE003215	AnophelesfunestusFUMOZ|AFUN004335	AnophelesgambiaePEST|AGAP008381
4	4	0.623	AnophelesalbimanusSTECLA|AALB000999	AnophelesatroparvusEBRO|AATE012245	AnophelesfunestusFUMOZ|AFUN004336	AnophelesgambiaePEST|AGAP008382
4	4	0.623	AnophelesalbimanusSTECLA|AALB001002	AnophelesatroparvusEBRO|AATE009291	AnophelesfunestusFUMOZ|AFUN004339	AnophelesgambiaePEST|AGAP008385
4	4	0.623	AnophelesalbimanusSTECLA|AALB001003	AnophelesatroparvusEBRO|AATE018022	AnophelesfunestusFUMOZ|AFUN004340	AnophelesgambiaePEST|AGAP008387
4	4	0.623	AnophelesalbimanusSTECLA|AALB001004	AnophelesatroparvusEBRO|AATE016308	AnophelesfunestusFUMOZ|AFUN004342	AnophelesgambiaePEST|AGAP008389
4	4	0.623	AnophelesalbimanusSTECLA|AALB001006	AnophelesatroparvusEBRO|AATE016694	AnophelesfunestusFUMOZ|AFUN004345	AnophelesgambiaePEST|AGAP008392
4	4	0.623	AnophelesalbimanusSTECLA|AALB001007	AnophelesatroparvusEBRO|AATE005518	AnophelesfunestusFUMOZ|AFUN004346	AnophelesgambiaePEST|AGAP008393
4	4	0.623	AnophelesalbimanusSTECLA|AALB001010	AnophelesatroparvusEBRO|AATE011218	AnophelesfunestusFUMOZ|AFUN004350	AnophelesgambiaePEST|AGAP008399
4	4	0.623	AnophelesalbimanusSTECLA|AALB001011	AnophelesatroparvusEBRO|AATE014714	AnophelesfunestusFUMOZ|AFUN004351	AnophelesgambiaePEST|AGAP008400
4	4	0.623	AnophelesalbimanusSTECLA|AALB001016	AnophelesatroparvusEBRO|AATE019304	AnophelesfunestusFUMOZ|AFUN004355	AnophelesgambiaePEST|AGAP008405
4	4	0.623	AnophelesalbimanusSTECLA|AALB001017	AnophelesatroparvusEBRO|AATE005795	AnophelesfunestusFUMOZ|AFUN006129	AnophelesgambiaePEST|AGAP008406
4	4	0.623	AnophelesalbimanusSTECLA|AALB001018	AnophelesatroparvusEBRO|AATE004296	AnophelesfunestusFUMOZ|AFUN006130	AnophelesgambiaePEST|AGAP008407
4	4	0.623	AnophelesalbimanusSTECLA|AALB001020	AnophelesatroparvusEBRO|AATE018000	AnophelesfunestusFUMOZ|AFUN020179	AnophelesgambiaePEST|AGAP009240
4	4	0.623	AnophelesalbimanusSTECLA|AALB001021	AnophelesatroparvusEBRO|AATE005802	AnophelesfunestusFUMOZ|AFUN006136	AnophelesgambiaePEST|AGAP009242
4	4	0.623	AnophelesalbimanusSTECLA|AALB001022	AnophelesatroparvusEBRO|AATE001840	AnophelesfunestusFUMOZ|AFUN006123	AnophelesgambiaePEST|AGAP009245
4	4	0.623	AnophelesalbimanusSTECLA|AALB001023	AnophelesatroparvusEBRO|AATE016794	AnophelesfunestusFUMOZ|AFUN006122	AnophelesgambiaePEST|AGAP009246
4	4	0.623	AnophelesalbimanusSTECLA|AALB001024	AnophelesatroparvusEBRO|AATE003940	AnophelesfunestusFUMOZ|AFUN006121	AnophelesgambiaePEST|AGAP009247
4	4	0.623	AnophelesalbimanusSTECLA|AALB001032	AnophelesatroparvusEBRO|AATE006623	AnophelesfunestusFUMOZ|AFUN006119	AnophelesgambiaePEST|AGAP009254
4	4	0.623	AnophelesalbimanusSTECLA|AALB001033	AnophelesatroparvusEBRO|AATE019668	AnophelesfunestusFUMOZ|AFUN006118	AnophelesgambiaePEST|AGAP009255
4	4	0.623	AnophelesalbimanusSTECLA|AALB001035	AnophelesatroparvusEBRO|AATE004591	AnophelesfunestusFUMOZ|AFUN006116	AnophelesgambiaePEST|AGAP009257
4	4	0.623	AnophelesalbimanusSTECLA|AALB001036	AnophelesatroparvusEBRO|AATE000814	AnophelesfunestusFUMOZ|AFUN006115	AnophelesgambiaePEST|AGAP009258
4	4	0.623	AnophelesalbimanusSTECLA|AALB001037	AnophelesatroparvusEBRO|AATE007568	AnophelesfunestusFUMOZ|AFUN006114	AnophelesgambiaePEST|AGAP009259
4	4	0.623	AnophelesalbimanusSTECLA|AALB001041	AnophelesatroparvusEBRO|AATE001947	AnophelesfunestusFUMOZ|AFUN006108	AnophelesgambiaePEST|AGAP009265
4	4	0.623	AnophelesalbimanusSTECLA|AALB001043	AnophelesatroparvusEBRO|AATE010125	AnophelesfunestusFUMOZ|AFUN006107	AnophelesgambiaePEST|AGAP009266
4	4	0.623	AnophelesalbimanusSTECLA|AALB001046	AnophelesatroparvusEBRO|AATE009242	AnophelesfunestusFUMOZ|AFUN006104	AnophelesgambiaePEST|AGAP029470
4	4	0.623	AnophelesalbimanusSTECLA|AALB001047	AnophelesatroparvusEBRO|AATE008403	AnophelesfunestusFUMOZ|AFUN006103	AnophelesgambiaePEST|AGAP009270
4	4	0.623	AnophelesalbimanusSTECLA|AALB001050	AnophelesatroparvusEBRO|AATE007610	AnophelesfunestusFUMOZ|AFUN008815	AnophelesgambiaePEST|AGAP029829
4	4	0.623	AnophelesalbimanusSTECLA|AALB001051	AnophelesatroparvusEBRO|AATE004559	AnophelesfunestusFUMOZ|AFUN008816	AnophelesgambiaePEST|AGAP009943
4	4	0.623	AnophelesalbimanusSTECLA|AALB001053	AnophelesatroparvusEBRO|AATE013943	AnophelesfunestusFUMOZ|AFUN008818	AnophelesgambiaePEST|AGAP009945
4	4	0.623	AnophelesalbimanusSTECLA|AALB001059	AnophelesatroparvusEBRO|AATE014904	AnophelesfunestusFUMOZ|AFUN010617	AnophelesgambiaePEST|AGAP009043
4	4	0.623	AnophelesalbimanusSTECLA|AALB001060	AnophelesatroparvusEBRO|AATE006789	AnophelesfunestusFUMOZ|AFUN010618	AnophelesgambiaePEST|AGAP009044
4	4	0.623	AnophelesalbimanusSTECLA|AALB001062	AnophelesatroparvusEBRO|AATE017846	AnophelesfunestusFUMOZ|AFUN010619	AnophelesgambiaePEST|AGAP009046
4	4	0.623	AnophelesalbimanusSTECLA|AALB001063	AnophelesatroparvusEBRO|AATE010591	AnophelesfunestusFUMOZ|AFUN010620	AnophelesgambiaePEST|AGAP009047
4	4	0.623	AnophelesalbimanusSTECLA|AALB001070	AnophelesatroparvusEBRO|AATE016100	AnophelesfunestusFUMOZ|AFUN010625	AnophelesgambiaePEST|AGAP009051
4	4	0.623	AnophelesalbimanusSTECLA|AALB001071	AnophelesatroparvusEBRO|AATE019576	AnophelesfunestusFUMOZ|AFUN010626	AnophelesgambiaePEST|AGAP009052
4	4	0.623	AnophelesalbimanusSTECLA|AALB001074	AnophelesatroparvusEBRO|AATE005676	AnophelesfunestusFUMOZ|AFUN016248	AnophelesgambiaePEST|AGAP009056
4	4	0.623	AnophelesalbimanusSTECLA|AALB001075	AnophelesatroparvusEBRO|AATE004945	AnophelesfunestusFUMOZ|AFUN000114	AnophelesgambiaePEST|AGAP010048
4	4	0.623	AnophelesalbimanusSTECLA|AALB001083	AnophelesatroparvusEBRO|AATE018284	AnophelesfunestusFUMOZ|AFUN000931	AnophelesgambiaePEST|AGAP008752
4	4	0.623	AnophelesalbimanusSTECLA|AALB001089	AnophelesatroparvusEBRO|AATE020528	AnophelesfunestusFUMOZ|AFUN000924	AnophelesgambiaePEST|AGAP008748
4	4	0.623	AnophelesalbimanusSTECLA|AALB001091	AnophelesatroparvusEBRO|AATE015486	AnophelesfunestusFUMOZ|AFUN000922	AnophelesgambiaePEST|AGAP008746
4	4	0.623	AnophelesalbimanusSTECLA|AALB001092	AnophelesatroparvusEBRO|AATE018452	AnophelesfunestusFUMOZ|AFUN000921	AnophelesgambiaePEST|AGAP008745
4	4	0.623	AnophelesalbimanusSTECLA|AALB001100	AnophelesatroparvusEBRO|AATE019971	AnophelesfunestusFUMOZ|AFUN000916	AnophelesgambiaePEST|AGAP008738
4	4	0.623	AnophelesalbimanusSTECLA|AALB001101	AnophelesatroparvusEBRO|AATE008284	AnophelesfunestusFUMOZ|AFUN000915	AnophelesgambiaePEST|AGAP008737
4	4	0.623	AnophelesalbimanusSTECLA|AALB001105	AnophelesatroparvusEBRO|AATE015025	AnophelesfunestusFUMOZ|AFUN019309	AnophelesgambiaePEST|AGAP028052
4	4	0.623	AnophelesalbimanusSTECLA|AALB001108	AnophelesatroparvusEBRO|AATE016486	AnophelesfunestusFUMOZ|AFUN000901	AnophelesgambiaePEST|AGAP008723
4	4	0.623	AnophelesalbimanusSTECLA|AALB001110	AnophelesatroparvusEBRO|AATE003377	AnophelesfunestusFUMOZ|AFUN000903	AnophelesgambiaePEST|AGAP008725
4	4	0.623	AnophelesalbimanusSTECLA|AALB001111	AnophelesatroparvusEBRO|AATE001458	AnophelesfunestusFUMOZ|AFUN000904	AnophelesgambiaePEST|AGAP008726
4	4	0.623	AnophelesalbimanusSTECLA|AALB001112	AnophelesatroparvusEBRO|AATE009455	AnophelesfunestusFUMOZ|AFUN000905	AnophelesgambiaePEST|AGAP008727
4	4	0.623	AnophelesalbimanusSTECLA|AALB001113	AnophelesatroparvusEBRO|AATE012741	AnophelesfunestusFUMOZ|AFUN016314	AnophelesgambiaePEST|AGAP008728
4	4	0.623	AnophelesalbimanusSTECLA|AALB001114	AnophelesatroparvusEBRO|AATE017787	AnophelesfunestusFUMOZ|AFUN000907	AnophelesgambiaePEST|AGAP008729
4	4	0.623	AnophelesalbimanusSTECLA|AALB001115	AnophelesatroparvusEBRO|AATE020423	AnophelesfunestusFUMOZ|AFUN000906	AnophelesgambiaePEST|AGAP008730
4	4	0.623	AnophelesalbimanusSTECLA|AALB001116	AnophelesatroparvusEBRO|AATE013101	AnophelesfunestusFUMOZ|AFUN006067	AnophelesgambiaePEST|AGAP000934
4	4	0.623	AnophelesalbimanusSTECLA|AALB001119	AnophelesatroparvusEBRO|AATE010683	AnophelesfunestusFUMOZ|AFUN003955	AnophelesgambiaePEST|AGAP008191
4	4	0.623	AnophelesalbimanusSTECLA|AALB001121	AnophelesatroparvusEBRO|AATE017721	AnophelesfunestusFUMOZ|AFUN005933	AnophelesgambiaePEST|AGAP008924
4	4	0.623	AnophelesalbimanusSTECLA|AALB001124	AnophelesatroparvusEBRO|AATE017725	AnophelesfunestusFUMOZ|AFUN005935	AnophelesgambiaePEST|AGAP008921
4	4	0.623	AnophelesalbimanusSTECLA|AALB001126	AnophelesatroparvusEBRO|AATE021031	AnophelesfunestusFUMOZ|AFUN005938	AnophelesgambiaePEST|AGAP028175
4	4	0.623	AnophelesalbimanusSTECLA|AALB001135	AnophelesatroparvusEBRO|AATE006660	AnophelesfunestusFUMOZ|AFUN008764	AnophelesgambiaePEST|AGAP009891
4	4	0.623	AnophelesalbimanusSTECLA|AALB001139	AnophelesatroparvusEBRO|AATE008609	AnophelesfunestusFUMOZ|AFUN008767	AnophelesgambiaePEST|AGAP028648
4	4	0.623	AnophelesalbimanusSTECLA|AALB001140	AnophelesatroparvusEBRO|AATE005987	AnophelesfunestusFUMOZ|AFUN008768	AnophelesgambiaePEST|AGAP009896
4	4	0.623	AnophelesalbimanusSTECLA|AALB001141	AnophelesatroparvusEBRO|AATE013412	AnophelesfunestusFUMOZ|AFUN008769	AnophelesgambiaePEST|AGAP009897
4	4	0.623	AnophelesalbimanusSTECLA|AALB001144	AnophelesatroparvusEBRO|AATE002590	AnophelesfunestusFUMOZ|AFUN008771	AnophelesgambiaePEST|AGAP009901
4	4	0.623	AnophelesalbimanusSTECLA|AALB001146	AnophelesatroparvusEBRO|AATE004189	AnophelesfunestusFUMOZ|AFUN008772	AnophelesgambiaePEST|AGAP009903
4	4	0.623	AnophelesalbimanusSTECLA|AALB001147	AnophelesatroparvusEBRO|AATE003981	AnophelesfunestusFUMOZ|AFUN021949	AnophelesgambiaePEST|AGAP009905
4	4	0.623	AnophelesalbimanusSTECLA|AALB001148	AnophelesatroparvusEBRO|AATE002000	AnophelesfunestusFUMOZ|AFUN008773	AnophelesgambiaePEST|AGAP009904
4	4	0.623	AnophelesalbimanusSTECLA|AALB001149	AnophelesatroparvusEBRO|AATE011871	AnophelesfunestusFUMOZ|AFUN021948	AnophelesgambiaePEST|AGAP009906
4	4	0.623	AnophelesalbimanusSTECLA|AALB001150	AnophelesatroparvusEBRO|AATE001643	AnophelesfunestusFUMOZ|AFUN008775	AnophelesgambiaePEST|AGAP009907
4	4	0.623	AnophelesalbimanusSTECLA|AALB001151	AnophelesatroparvusEBRO|AATE021767	AnophelesfunestusFUMOZ|AFUN008776	AnophelesgambiaePEST|AGAP009908
4	4	0.623	AnophelesalbimanusSTECLA|AALB001153	AnophelesatroparvusEBRO|AATE020536	AnophelesfunestusFUMOZ|AFUN010323	AnophelesgambiaePEST|AGAP007825
4	4	0.623	AnophelesalbimanusSTECLA|AALB001157	AnophelesatroparvusEBRO|AATE016471	AnophelesfunestusFUMOZ|AFUN010324	AnophelesgambiaePEST|AGAP007824
4	4	0.623	AnophelesalbimanusSTECLA|AALB001158	AnophelesatroparvusEBRO|AATE003686	AnophelesfunestusFUMOZ|AFUN010325	AnophelesgambiaePEST|AGAP029209
4	4	0.623	AnophelesalbimanusSTECLA|AALB001162	AnophelesatroparvusEBRO|AATE000048	AnophelesfunestusFUMOZ|AFUN010329	AnophelesgambiaePEST|AGAP007819
4	4	0.623	AnophelesalbimanusSTECLA|AALB001164	AnophelesatroparvusEBRO|AATE005766	AnophelesfunestusFUMOZ|AFUN022170	AnophelesgambiaePEST|AGAP028144
4	4	0.623	AnophelesalbimanusSTECLA|AALB001166	AnophelesatroparvusEBRO|AATE000023	AnophelesfunestusFUMOZ|AFUN010331	AnophelesgambiaePEST|AGAP007817
4	4	0.623	AnophelesalbimanusSTECLA|AALB001167	AnophelesatroparvusEBRO|AATE016116	AnophelesfunestusFUMOZ|AFUN020745	AnophelesgambiaePEST|AGAP029594
4	4	0.623	AnophelesalbimanusSTECLA|AALB001168	AnophelesatroparvusEBRO|AATE013003	AnophelesfunestusFUMOZ|AFUN003105	AnophelesgambiaePEST|AGAP008797
4	4	0.623	AnophelesalbimanusSTECLA|AALB001171	AnophelesatroparvusEBRO|AATE008880	AnophelesfunestusFUMOZ|AFUN010381	AnophelesgambiaePEST|AGAP008762
4	4	0.623	AnophelesalbimanusSTECLA|AALB001172	AnophelesatroparvusEBRO|AATE013830	AnophelesfunestusFUMOZ|AFUN010380	AnophelesgambiaePEST|AGAP008761
4	4	0.623	AnophelesalbimanusSTECLA|AALB001174	AnophelesatroparvusEBRO|AATE018256	AnophelesfunestusFUMOZ|AFUN000390	AnophelesgambiaePEST|AGAP008813
4	4	0.623	AnophelesalbimanusSTECLA|AALB001176	AnophelesatroparvusEBRO|AATE003206	AnophelesfunestusFUMOZ|AFUN010902	AnophelesgambiaePEST|AGAP008815
4	4	0.623	AnophelesalbimanusSTECLA|AALB001177	AnophelesatroparvusEBRO|AATE014660	AnophelesfunestusFUMOZ|AFUN010903	AnophelesgambiaePEST|AGAP008816
4	4	0.623	AnophelesalbimanusSTECLA|AALB001182	AnophelesatroparvusEBRO|AATE008149	AnophelesfunestusFUMOZ|AFUN008228	AnophelesgambiaePEST|AGAP008819
4	4	0.623	AnophelesalbimanusSTECLA|AALB001193	AnophelesatroparvusEBRO|AATE014462	AnophelesfunestusFUMOZ|AFUN020121	AnophelesgambiaePEST|AGAP028025
4	4	0.623	AnophelesalbimanusSTECLA|AALB001194	AnophelesatroparvusEBRO|AATE019305	AnophelesfunestusFUMOZ|AFUN000986	AnophelesgambiaePEST|AGAP008827
4	4	0.623	AnophelesalbimanusSTECLA|AALB001195	AnophelesatroparvusEBRO|AATE019842	AnophelesfunestusFUMOZ|AFUN010038	AnophelesgambiaePEST|AGAP028123
4	4	0.623	AnophelesalbimanusSTECLA|AALB001196	AnophelesatroparvusEBRO|AATE012479	AnophelesfunestusFUMOZ|AFUN022128	AnophelesgambiaePEST|AGAP008828
4	4	0.623	AnophelesalbimanusSTECLA|AALB001198	AnophelesatroparvusEBRO|AATE002883	AnophelesfunestusFUMOZ|AFUN010605	AnophelesgambiaePEST|AGAP009034
4	4	0.623	AnophelesalbimanusSTECLA|AALB001199	AnophelesatroparvusEBRO|AATE008546	AnophelesfunestusFUMOZ|AFUN010604	AnophelesgambiaePEST|AGAP009033
4	4	0.623	AnophelesalbimanusSTECLA|AALB001200	AnophelesatroparvusEBRO|AATE001826	AnophelesfunestusFUMOZ|AFUN010603	AnophelesgambiaePEST|AGAP009032
4	4	0.623	AnophelesalbimanusSTECLA|AALB001201	AnophelesatroparvusEBRO|AATE016971	AnophelesfunestusFUMOZ|AFUN010602	AnophelesgambiaePEST|AGAP009031
4	4	0.623	AnophelesalbimanusSTECLA|AALB001204	AnophelesatroparvusEBRO|AATE020314	AnophelesfunestusFUMOZ|AFUN010599	AnophelesgambiaePEST|AGAP009029
4	4	0.623	AnophelesalbimanusSTECLA|AALB001211	AnophelesatroparvusEBRO|AATE008530	AnophelesfunestusFUMOZ|AFUN007790	AnophelesgambiaePEST|AGAP009028
4	4	0.623	AnophelesalbimanusSTECLA|AALB001219	AnophelesatroparvusEBRO|AATE004376	AnophelesfunestusFUMOZ|AFUN016122	AnophelesgambiaePEST|AGAP010386
4	4	0.623	AnophelesalbimanusSTECLA|AALB001225	AnophelesatroparvusEBRO|AATE014554	AnophelesfunestusFUMOZ|AFUN002647	AnophelesgambiaePEST|AGAP010380
4	4	0.623	AnophelesalbimanusSTECLA|AALB001230	AnophelesatroparvusEBRO|AATE006891	AnophelesfunestusFUMOZ|AFUN002652	AnophelesgambiaePEST|AGAP010376
4	4	0.623	AnophelesalbimanusSTECLA|AALB001231	AnophelesatroparvusEBRO|AATE010786	AnophelesfunestusFUMOZ|AFUN002653	AnophelesgambiaePEST|AGAP028693
4	4	0.623	AnophelesalbimanusSTECLA|AALB001237	AnophelesatroparvusEBRO|AATE009459	AnophelesfunestusFUMOZ|AFUN002659	AnophelesgambiaePEST|AGAP010368
4	4	0.623	AnophelesalbimanusSTECLA|AALB001239	AnophelesatroparvusEBRO|AATE009885	AnophelesfunestusFUMOZ|AFUN002662	AnophelesgambiaePEST|AGAP010366
