#Species	Gene_1	Ext_1	Gene_2	Ext_2	Weight
AnophelesfunestusFUMOZ	OG6105715_AFUN006823	h	OG6104216_AFUN006822	h	0
AnophelesfunestusFUMOZ	OG6162719_AFUN011463	t	OG6315421_AFUN015823	h	0
AnophelesfunestusFUMOZ	OG6104434_AFUN010404	t	OG6104098_AFUN010403	t	0
AnophelesfunestusFUMOZ	OG6101650_AFUN003548	h	OG6104715_AFUN003547	h	0
AnophelesfunestusFUMOZ	OG6106237_AFUN000233	t	OG6102617_AFUN000234	t	0
AnophelesfunestusFUMOZ	OG6103982_AFUN010153	h	OG6129035_AFUN022132	t	0
AnophelesfunestusFUMOZ	OG6106616_AFUN001743	h	OG6316406_AFUN014205	h	0
AnophelesfunestusFUMOZ	OG6107516_AFUN005709	t	OG6100445_AFUN021597	t	0
AnophelesfunestusFUMOZ	OG6117926_AFUN009610	t	OG6184055_AFUN003856	t	0
AnophelesfunestusFUMOZ	OG6101413_AFUN002141	h	OG6105349_AFUN002140	t	0
AnophelesfunestusFUMOZ	OG6101045_AFUN006065	h	OG6107975_AFUN006066	h	0
AnophelesfunestusFUMOZ	OG6315947_AFUN000269	t	OG6132724_AFUN000270	t	0
AnophelesfunestusFUMOZ	OG6136523_AFUN006217	h	OG6315912_AFUN006219	h	0
AnophelesfunestusFUMOZ	OG6107023_AFUN004699	t	OG6142327_AFUN004701	h	0
AnophelesfunestusFUMOZ	OG6105713_AFUN011570	h	OG6132709_AFUN011567	t	0
AnophelesfunestusFUMOZ	OG6104562_AFUN020214	t	OG6142381_AFUN005758	t	0
AnophelesfunestusFUMOZ	OG6109275_AFUN002823	h	OG6104788_AFUN020692	h	0
AnophelesfunestusFUMOZ	OG6187221_AFUN003860	t	OG6103618_AFUN019967	h	0
AnophelesfunestusFUMOZ	OG6106420_AFUN005718	h	OG6316332_AFUN016174	t	0
AnophelesfunestusFUMOZ	OG6100923_AFUN020242	h	OG6316316_AFUN006835	h	0
AnophelesfunestusFUMOZ	OG6103116_AFUN005698	h	OG6108781_AFUN005699	t	0
AnophelesfunestusFUMOZ	OG6183306_AFUN005713	t	OG6103806_AFUN005714	t	0
AnophelesfunestusFUMOZ	OG6105759_AFUN007340	h	OG6126604_AFUN007338	h	0
AnophelesfunestusFUMOZ	OG6100598_AFUN007292	t	OG6124322_AFUN007295	h	0
AnophelesfunestusFUMOZ	OG6136534_AFUN006061	h	OG6104898_AFUN006062	h	0
AnophelesfunestusFUMOZ	OG6105715_AFUN006823	t	OG6100923_AFUN020242	t	0
AnophelesfunestusFUMOZ	OG6122647_AFUN021783	h	OG6103261_AFUN007541	h	0
AnophelesfunestusFUMOZ	OG6183803_AFUN005727	t	OG6109017_AFUN005726	h	0
AnophelesfunestusFUMOZ	OG6101347_AFUN020612	h	OG6104063_AFUN000260	t	0
AnophelesfunestusFUMOZ	OG6141871_AFUN000251	t	OG6105533_AFUN020492	t	0
AnophelesfunestusFUMOZ	OG6129065_AFUN010423	h	OG6114034_AFUN010422	h	0
AnophelesfunestusFUMOZ	OG6107978_AFUN006836	h	OG6106107_AFUN006839	h	0
AnophelesfunestusFUMOZ	OG6163747_AFUN020699	t	OG6129238_AFUN022308	h	0
AnophelesfunestusFUMOZ	OG6106460_AFUN010142	h	OG6102674_AFUN020384	t	0
AnophelesfunestusFUMOZ	OG6102999_AFUN020696	t	OG6163186_AFUN010437	t	0
AnophelesfunestusFUMOZ	OG6101423_AFUN000215	t	OG6101143_AFUN000217	h	0
AnophelesfunestusFUMOZ	OG6105368_AFUN021599	t	OG6101497_AFUN021598	h	0
AnophelesfunestusFUMOZ	OG6126313_AFUN007551	t	OG6126664_AFUN007552	t	0
AnophelesfunestusFUMOZ	OG6106460_AFUN010142	t	OG6107930_AFUN019818	t	0
AnophelesfunestusFUMOZ	OG6102503_AFUN007337	h	OG6126604_AFUN007338	t	0
AnophelesfunestusFUMOZ	OG6132657_AFUN011470	h	OG6427661_AFUN011469	t	0
AnophelesfunestusFUMOZ	OG6132482_AFUN020786	h	OG6101596_AFUN002857	h	0
AnophelesfunestusFUMOZ	OG6104310_AFUN008084	t	OG6104399_AFUN008092	t	0
AnophelesfunestusFUMOZ	OG6108569_AFUN008143	h	OG6132655_AFUN008145	t	0
AnophelesfunestusFUMOZ	OG6101731_AFUN011473	t	OG6132586_AFUN011472	h	0
AnophelesfunestusFUMOZ	OG6136375_AFUN005702	h	OG6103992_AFUN005701	t	0
AnophelesfunestusFUMOZ	OG6105040_AFUN007357	t	OG6150947_AFUN007355	h	0
AnophelesfunestusFUMOZ	OG6124431_AFUN006245	h	OG6124172_AFUN006243	h	0
AnophelesfunestusFUMOZ	OG6105354_AFUN008079	t	OG6105354_AFUN008080	h	0
AnophelesfunestusFUMOZ	OG6102235_AFUN002127	t	OG6126301_AFUN002126	t	0
AnophelesfunestusFUMOZ	OG6103997_AFUN020838	h	OG6102942_AFUN005599	t	0
AnophelesfunestusFUMOZ	OG6104823_AFUN008141	t	OG6101047_AFUN008139	h	0
AnophelesfunestusFUMOZ	OG6163797_AFUN011458	t	OG6104215_AFUN011457	h	0
AnophelesfunestusFUMOZ	OG6100338_AFUN010148	t	OG6107907_AFUN010150	h	0
AnophelesfunestusFUMOZ	OG6107917_AFUN020423	t	OG6106235_AFUN019814	t	0
AnophelesfunestusFUMOZ	OG6106541_AFUN000244	h	OG6104879_AFUN020135	h	0
AnophelesfunestusFUMOZ	OG6100220_AFUN002853	t	OG6106571_AFUN002852	h	0
AnophelesfunestusFUMOZ	OG6117755_AFUN020496	h	OG6116713_AFUN000273	t	0
AnophelesfunestusFUMOZ	OG6142327_AFUN004701	t	OG6102384_AFUN004702	h	0
AnophelesfunestusFUMOZ	OG6104182_AFUN014726	t	OG6117759_AFUN006843	t	0
AnophelesfunestusFUMOZ	OG6142273_AFUN022134	h	OG6163646_AFUN010163	h	0
AnophelesfunestusFUMOZ	OG6183943_AFUN006215	t	OG6105527_AFUN007358	t	0
AnophelesfunestusFUMOZ	OG6107740_AFUN007569	t	OG6124219_AFUN007571	h	0
AnophelesfunestusFUMOZ	OG6103788_AFUN008412	t	OG6102986_AFUN008411	t	0
AnophelesfunestusFUMOZ	OG6103166_AFUN005584	h	OG6106904_AFUN021579	t	0
AnophelesfunestusFUMOZ	OG6136605_AFUN020040	h	OG6126667_AFUN006992	t	0
AnophelesfunestusFUMOZ	OG6104306_AFUN006897	h	OG6316440_AFUN006898	t	0
AnophelesfunestusFUMOZ	OG6107078_AFUN007327	t	OG6130015_AFUN007326	t	0
AnophelesfunestusFUMOZ	OG6316286_AFUN002259	t	OG6109618_AFUN007285	h	0
AnophelesfunestusFUMOZ	OG6104373_AFUN003539	h	OG6107727_AFUN003541	h	0
AnophelesfunestusFUMOZ	OG6104772_AFUN020485	t	OG6107907_AFUN010150	t	0
AnophelesfunestusFUMOZ	OG6114783_AFUN020226	h	OG6136375_AFUN005702	t	0
AnophelesfunestusFUMOZ	OG6106107_AFUN006839	t	OG6117759_AFUN006842	h	0
AnophelesfunestusFUMOZ	OG6101891_AFUN003543	t	OG6107727_AFUN003541	t	0
AnophelesfunestusFUMOZ	OG6103473_AFUN011566	h	OG6132709_AFUN011567	h	0
AnophelesfunestusFUMOZ	OG6126654_AFUN021789	h	OG6122583_AFUN007585	h	0
AnophelesfunestusFUMOZ	OG6116556_AFUN010428	h	OG6102836_AFUN010430	t	0
AnophelesfunestusFUMOZ	OG6109218_AFUN000190	t	OG6136744_AFUN000194	t	0
AnophelesfunestusFUMOZ	OG6315797_AFUN022293	h	OG6162667_AFUN020640	t	0
AnophelesfunestusFUMOZ	OG6104480_AFUN002136	t	OG6105044_AFUN002135	t	0
AnophelesfunestusFUMOZ	OG6101039_AFUN010147	h	OG6102674_AFUN020384	h	0
AnophelesfunestusFUMOZ	OG6107955_AFUN007582	h	OG6105997_AFUN007583	h	0
AnophelesfunestusFUMOZ	OG6108171_AFUN002133	t	OG6101919_AFUN002134	h	0
AnophelesfunestusFUMOZ	OG6104527_AFUN007577	h	OG6109712_AFUN020793	h	0
AnophelesfunestusFUMOZ	OG6128919_AFUN011466	t	OG6184039_AFUN011468	t	0
AnophelesfunestusFUMOZ	OG6136563_AFUN020809	t	OG6105739_AFUN006679	t	0
AnophelesfunestusFUMOZ	OG6163044_AFUN011480	h	OG6126402_AFUN011479	h	0
AnophelesfunestusFUMOZ	OG6105354_AFUN008079	h	OG6105354_AFUN008078	t	0
AnophelesfunestusFUMOZ	OG6105507_AFUN011582	t	OG6101431_AFUN011580	t	0
AnophelesfunestusFUMOZ	OG6102957_AFUN003876	h	OG6102303_AFUN003875	h	0
AnophelesfunestusFUMOZ	OG6100528_AFUN005692	h	OG6124330_AFUN005689	h	0
AnophelesfunestusFUMOZ	OG6316299_AFUN004704	h	OG6186994_AFUN004706	t	0
AnophelesfunestusFUMOZ	OG6126499_AFUN008148	t	OG6106710_AFUN008147	h	0
AnophelesfunestusFUMOZ	OG6101497_AFUN021598	t	OG6109017_AFUN005726	t	0
AnophelesfunestusFUMOZ	OG6105971_AFUN002118	t	OG6105199_AFUN020026	t	0
AnophelesfunestusFUMOZ	OG6101047_AFUN008139	t	OG6104212_AFUN008138	t	0
AnophelesfunestusFUMOZ	OG6105891_AFUN007302	h	OG6111122_AFUN007303	h	0
AnophelesfunestusFUMOZ	OG6315967_AFUN010164	t	OG6163646_AFUN010163	t	0
AnophelesfunestusFUMOZ	OG6105865_AFUN008067	t	OG6103218_AFUN008068	h	0
AnophelesfunestusFUMOZ	OG6103381_AFUN022292	h	OG6105234_AFUN011455	t	0
AnophelesfunestusFUMOZ	OG6103986_AFUN019918	t	OG6100878_AFUN006961	t	0
AnophelesfunestusFUMOZ	OG6100651_AFUN003871	h	OG6102656_AFUN003870	t	0
AnophelesfunestusFUMOZ	OG6105354_AFUN008081	t	OG6100674_AFUN008082	t	0
AnophelesfunestusFUMOZ	OG6124464_AFUN020166	t	OG6126301_AFUN002126	h	0
AnophelesfunestusFUMOZ	OG6129046_AFUN008419	h	OG6117926_AFUN009610	h	0
AnophelesfunestusFUMOZ	OG6102059_AFUN004695	h	OG6120817_AFUN004694	h	0
AnophelesfunestusFUMOZ	OG6120953_AFUN002831	t	OG6120953_AFUN002830	h	0
AnophelesfunestusFUMOZ	OG6103358_AFUN003911	h	OG6108589_AFUN003910	t	0
AnophelesfunestusFUMOZ	OG6106132_AFUN001749	h	OG6151124_AFUN001748	h	0
AnophelesfunestusFUMOZ	OG6103598_AFUN021209	t	OG6105219_AFUN002848	t	0
AnophelesfunestusFUMOZ	OG6109618_AFUN007285	t	OG6104079_AFUN007289	t	0
AnophelesfunestusFUMOZ	OG6105304_AFUN002251	t	OG6100524_AFUN002252	t	0
AnophelesfunestusFUMOZ	OG6105083_AFUN003882	h	OG6124423_AFUN003885	t	0
AnophelesfunestusFUMOZ	OG6108587_AFUN000211	t	OG6107413_AFUN020391	h	0
AnophelesfunestusFUMOZ	OG6124450_AFUN005803	h	OG6100896_AFUN005805	h	0
AnophelesfunestusFUMOZ	OG6110471_AFUN003880	t	OG6110471_AFUN003881	h	0
AnophelesfunestusFUMOZ	OG6104541_AFUN008061	h	OG6100896_AFUN008060	t	0
AnophelesfunestusFUMOZ	OG6104033_AFUN008177	t	t_0	o	0
AnophelesfunestusFUMOZ	OG6153341_AFUN000238	h	OG6104023_AFUN000237	h	0
AnophelesfunestusFUMOZ	OG6103955_AFUN007588	h	OG6100957_AFUN007589	t	0
AnophelesfunestusFUMOZ	OG6114651_AFUN002837	t	OG6104725_AFUN020243	t	0
AnophelesfunestusFUMOZ	OG6122647_AFUN021783	t	OG6103747_AFUN007544	h	0
AnophelesfunestusFUMOZ	OG6103504_AFUN021760	t	OG6126582_AFUN021762	h	0
AnophelesfunestusFUMOZ	OG6107931_AFUN005720	h	OG6105368_AFUN021599	h	0
AnophelesfunestusFUMOZ	OG6104030_AFUN006254	t	OG6106472_AFUN006248	h	0
AnophelesfunestusFUMOZ	OG6102557_AFUN006077	t	OG6109176_AFUN006072	h	0
AnophelesfunestusFUMOZ	OG6101684_AFUN005730	h	OG6104359_AFUN005729	t	0
AnophelesfunestusFUMOZ	OG6113327_AFUN005752	h	OG6129057_AFUN005750	h	0
AnophelesfunestusFUMOZ	OG6109246_AFUN019844	h	OG6163440_AFUN008164	h	0
AnophelesfunestusFUMOZ	OG6117934_AFUN005687	h	OG6124202_AFUN005688	t	0
AnophelesfunestusFUMOZ	OG6141938_AFUN007598	h	OG6104887_AFUN007597	t	0
AnophelesfunestusFUMOZ	OG6100515_AFUN000200	h	OG6136744_AFUN000194	h	0
AnophelesfunestusFUMOZ	OG6163747_AFUN020699	h	OG6106249_AFUN011598	h	0
AnophelesfunestusFUMOZ	OG6101604_AFUN000228	t	OG6136417_AFUN000225	t	0
AnophelesfunestusFUMOZ	OG6163200_AFUN002130	h	OG6107540_AFUN019841	h	0
AnophelesfunestusFUMOZ	OG6103326_AFUN000209	t	OG6316345_AFUN000210	h	0
AnophelesfunestusFUMOZ	OG6126445_AFUN020361	h	OG6101169_AFUN000707	t	0
AnophelesfunestusFUMOZ	OG6106476_AFUN010439	h	OG6103473_AFUN011566	t	0
AnophelesfunestusFUMOZ	OG6315912_AFUN006219	t	OG6105324_AFUN020711	h	0
AnophelesfunestusFUMOZ	OG6103034_AFUN020250	h	OG6162964_AFUN011571	h	0
AnophelesfunestusFUMOZ	OG6315469_AFUN005746	h	OG6122693_AFUN020526	h	0
AnophelesfunestusFUMOZ	OG6103116_AFUN005698	t	OG6106124_AFUN005697	t	0
AnophelesfunestusFUMOZ	OG6183607_AFUN005610	t	OG6136702_AFUN005608	h	0
AnophelesfunestusFUMOZ	OG6106235_AFUN019814	h	OG6109176_AFUN006072	t	0
AnophelesfunestusFUMOZ	OG6183607_AFUN005610	h	OG6126618_AFUN005611	h	0
AnophelesfunestusFUMOZ	OG6104189_AFUN002256	h	OG6316286_AFUN002259	h	0
AnophelesfunestusFUMOZ	OG6136764_AFUN019939	h	OG6126471_AFUN021581	h	0
AnophelesfunestusFUMOZ	OG6102882_AFUN019899	t	OG6104190_AFUN020025	t	0
AnophelesfunestusFUMOZ	OG6105759_AFUN007340	t	OG6121038_AFUN007342	t	0
AnophelesfunestusFUMOZ	OG6103663_AFUN006694	t	OG6106742_AFUN016312	h	0
AnophelesfunestusFUMOZ	OG6163044_AFUN011480	t	OG6116556_AFUN011481	t	0
AnophelesfunestusFUMOZ	OG6102427_AFUN020474	t	OG6102059_AFUN004695	t	0
AnophelesfunestusFUMOZ	OG6100894_AFUN011585	h	OG6100894_AFUN011586	t	0
AnophelesfunestusFUMOZ	OG6132656_AFUN011589	h	OG6136685_AFUN011588	t	0
AnophelesfunestusFUMOZ	OG6101413_AFUN002141	t	OG6101156_AFUN002142	t	0
AnophelesfunestusFUMOZ	OG6117820_AFUN022304	t	OG6136806_AFUN011563	t	0
AnophelesfunestusFUMOZ	OG6124330_AFUN005689	t	OG6124202_AFUN005688	h	0
AnophelesfunestusFUMOZ	OG6104147_AFUN006236	h	OG6126529_AFUN020430	h	0
AnophelesfunestusFUMOZ	OG6103663_AFUN006694	h	OG6129296_AFUN020067	h	0
AnophelesfunestusFUMOZ	OG6107969_AFUN008170	t	OG6104033_AFUN008177	h	0
AnophelesfunestusFUMOZ	OG6163098_AFUN021863	h	OG6132704_AFUN019803	h	0
AnophelesfunestusFUMOZ	OG6126499_AFUN008148	h	OG6109920_AFUN008149	h	0
AnophelesfunestusFUMOZ	OG6103519_AFUN020936	t	OG6163079_AFUN020937	h	0
AnophelesfunestusFUMOZ	OG6102627_AFUN011456	t	OG6104215_AFUN011457	t	0
AnophelesfunestusFUMOZ	OG6100391_AFUN020875	h	OG6102986_AFUN008411	h	0
AnophelesfunestusFUMOZ	OG6104478_AFUN005591	t	OG6105363_AFUN015860	t	0
AnophelesfunestusFUMOZ	OG6103377_AFUN021374	h	OG6107244_AFUN021375	t	0
AnophelesfunestusFUMOZ	OG6105713_AFUN011575	t	OG6103034_AFUN020250	t	0
AnophelesfunestusFUMOZ	OG6162667_AFUN020640	h	OG6106561_AFUN011459	h	0
AnophelesfunestusFUMOZ	OG6105713_AFUN011570	t	OG6162964_AFUN011571	t	0
AnophelesfunestusFUMOZ	OG6117934_AFUN005687	t	OG6100731_AFUN005686	t	0
AnophelesfunestusFUMOZ	OG6108363_AFUN002856	t	OG6101596_AFUN002857	t	0
AnophelesfunestusFUMOZ	OG6108764_AFUN005693	t	OG6100528_AFUN005692	t	0
AnophelesfunestusFUMOZ	OG6153341_AFUN000238	t	OG6124468_AFUN000239	t	0
AnophelesfunestusFUMOZ	OG6163783_AFUN022133	t	OG6129035_AFUN022132	h	0
AnophelesfunestusFUMOZ	OG6108102_AFUN020503	h	OG6130015_AFUN007326	h	0
AnophelesfunestusFUMOZ	OG6107420_AFUN008146	t	OG6106710_AFUN008147	t	0
AnophelesfunestusFUMOZ	OG6122583_AFUN007585	t	OG6105997_AFUN007583	t	0
AnophelesfunestusFUMOZ	OG6150740_AFUN004703	h	OG6102384_AFUN004702	t	0
AnophelesfunestusFUMOZ	OG6102757_AFUN007308	h	OG6122578_AFUN007307	h	0
AnophelesfunestusFUMOZ	OG6108363_AFUN002856	h	OG6106586_AFUN002854	h	0
AnophelesfunestusFUMOZ	OG6108499_AFUN006993	h	OG6126667_AFUN006992	h	0
AnophelesfunestusFUMOZ	OG6102242_AFUN011451	h	OG6100626_AFUN022291	t	0
AnophelesfunestusFUMOZ	OG6163797_AFUN011458	h	OG6106561_AFUN011459	t	0
AnophelesfunestusFUMOZ	OG6108171_AFUN002133	h	OG6107540_AFUN019841	t	0
AnophelesfunestusFUMOZ	OG6106435_AFUN001751	t	OG6106611_AFUN011558	t	0
AnophelesfunestusFUMOZ	OG6126300_AFUN006238	h	OG6124172_AFUN006243	t	0
AnophelesfunestusFUMOZ	OG6100435_AFUN020014	t	OG6121038_AFUN007342	h	0
AnophelesfunestusFUMOZ	OG6132683_AFUN007310	t	OG6102757_AFUN007308	t	0
AnophelesfunestusFUMOZ	OG6124339_AFUN007562	h	OG6101672_AFUN007561	h	0
AnophelesfunestusFUMOZ	OG6105564_AFUN015861	h	OG6142484_AFUN005588	h	0
AnophelesfunestusFUMOZ	OG6104535_AFUN010420	h	OG6r15102977_AFUN010421	h	0
AnophelesfunestusFUMOZ	OG6104100_AFUN005766	t	OG6100220_AFUN006891	h	0
AnophelesfunestusFUMOZ	OG6100782_AFUN020215	h	OG6109213_AFUN008407	h	0
AnophelesfunestusFUMOZ	OG6124484_AFUN015822	h	OG6315421_AFUN015823	t	0
AnophelesfunestusFUMOZ	OG6117865_AFUN005583	t	OG6103166_AFUN005584	t	0
AnophelesfunestusFUMOZ	OG6105507_AFUN011582	h	OG6100894_AFUN011585	t	0
AnophelesfunestusFUMOZ	OG6104136_AFUN001735	h	OG6104021_AFUN001733	t	0
AnophelesfunestusFUMOZ	OG6163597_AFUN000568	t	OG6132639_AFUN000567	t	0
AnophelesfunestusFUMOZ	OG6105169_AFUN021787	h	OG6102317_AFUN007575	t	0
AnophelesfunestusFUMOZ	OG6104188_AFUN000262	h	OG6129350_AFUN000263	t	0
AnophelesfunestusFUMOZ	OG6112259_AFUN006064	t	OG6101045_AFUN006065	t	0
AnophelesfunestusFUMOZ	OG6104100_AFUN005766	h	OG6112849_AFUN005764	t	0
AnophelesfunestusFUMOZ	OG6126269_AFUN008077	h	OG6105354_AFUN008078	h	0
AnophelesfunestusFUMOZ	OG6137881_AFUN007553	h	OG6110776_AFUN007557	h	0
AnophelesfunestusFUMOZ	OG6100189_AFUN020655	t	OG6103999_AFUN008158	h	0
AnophelesfunestusFUMOZ	OG6104329_AFUN021377	h	OG6124383_AFUN003874	h	0
AnophelesfunestusFUMOZ	OG6104017_AFUN003909	t	OG6107366_AFUN003906	h	0
AnophelesfunestusFUMOZ	OG6109712_AFUN020793	t	OG6108101_AFUN019936	t	0
AnophelesfunestusFUMOZ	OG6104247_AFUN007599	t	OG6104247_AFUN007600	t	0
AnophelesfunestusFUMOZ	OG6106435_AFUN001751	h	OG6106132_AFUN001749	t	0
AnophelesfunestusFUMOZ	OG6107244_AFUN021375	h	OG6103377_AFUN021376	t	0
AnophelesfunestusFUMOZ	OG6110740_AFUN010388	t	OG6107742_AFUN010389	t	0
AnophelesfunestusFUMOZ	OG6126375_AFUN020258	h	OG6117846_AFUN010426	h	0
AnophelesfunestusFUMOZ	OG6132719_AFUN002824	h	OG6109275_AFUN002823	t	0
AnophelesfunestusFUMOZ	OG6105053_AFUN005603	h	OG6103997_AFUN020838	t	0
AnophelesfunestusFUMOZ	OG6124421_AFUN007595	t	OG6107098_AFUN007594	t	0
AnophelesfunestusFUMOZ	OG6126551_AFUN022175	t	OG6102385_AFUN010363	t	0
AnophelesfunestusFUMOZ	OG6107190_AFUN005685	t	OG6163540_AFUN005684	t	0
AnophelesfunestusFUMOZ	OG6107564_AFUN006818	t	OG6126475_AFUN020051	h	0
AnophelesfunestusFUMOZ	OG6122559_AFUN010352	t	OG6109676_AFUN010354	h	0
AnophelesfunestusFUMOZ	OG6100998_AFUN005735	h	OG6122693_AFUN020526	t	0
AnophelesfunestusFUMOZ	OG6141943_AFUN000268	h	OG6315947_AFUN000269	h	0
AnophelesfunestusFUMOZ	OG6120953_AFUN002830	t	OG6102019_AFUN002825	t	0
AnophelesfunestusFUMOZ	OG6101431_AFUN011580	h	OG6132280_AFUN011579	h	0
AnophelesfunestusFUMOZ	OG6106472_AFUN006248	t	OG6142298_AFUN006246	h	0
AnophelesfunestusFUMOZ	OG6105648_AFUN007560	t	OG6110776_AFUN007557	t	0
AnophelesfunestusFUMOZ	OG6105713_AFUN011575	h	OG6119485_AFUN011576	h	0
AnophelesfunestusFUMOZ	OG6107917_AFUN020423	h	OG6107975_AFUN006066	t	0
AnophelesfunestusFUMOZ	OG6103326_AFUN000209	h	OG6100986_AFUN000208	t	0
AnophelesfunestusFUMOZ	OG6122637_AFUN007568	h	OG6107740_AFUN007569	h	0
AnophelesfunestusFUMOZ	OG6116713_AFUN000273	h	OG6108692_AFUN020446	h	0
AnophelesfunestusFUMOZ	OG6107978_AFUN006836	t	OG6316316_AFUN006835	t	0
AnophelesfunestusFUMOZ	OG6107032_AFUN021578	t	OG6106904_AFUN021579	h	0
AnophelesfunestusFUMOZ	OG6126654_AFUN021789	t	OG6126654_AFUN021788	h	0
AnophelesfunestusFUMOZ	OG6100262_AFUN010361	h	OG6109676_AFUN010354	t	0
AnophelesfunestusFUMOZ	OG6107572_AFUN016318	t	OG6105304_AFUN002251	h	0
AnophelesfunestusFUMOZ	OG6104448_AFUN006901	h	OG6113402_AFUN006902	h	0
AnophelesfunestusFUMOZ	OG6141940_AFUN020378	h	OG6102830_AFUN003888	h	0
AnophelesfunestusFUMOZ	OG6126618_AFUN005611	t	OG6132482_AFUN020786	t	0
AnophelesfunestusFUMOZ	OG6142273_AFUN022134	t	OG6126424_AFUN022137	h	0
AnophelesfunestusFUMOZ	OG6102242_AFUN011451	t	OG6106240_AFUN020725	t	0
AnophelesfunestusFUMOZ	OG6128920_AFUN015989	t	OG6104609_AFUN015727	h	0
AnophelesfunestusFUMOZ	OG6106476_AFUN010439	t	OG6163186_AFUN010437	h	0
AnophelesfunestusFUMOZ	OG6117798_AFUN003895	h	OG6151341_AFUN003899	t	0
AnophelesfunestusFUMOZ	OG6100896_AFUN005805	t	OG6101414_AFUN020620	t	0
AnophelesfunestusFUMOZ	OG6136811_AFUN011597	h	OG6101257_AFUN022306	t	0
AnophelesfunestusFUMOZ	OG6104373_AFUN003539	t	OG6107930_AFUN019818	h	0
AnophelesfunestusFUMOZ	OG6102957_AFUN003876	t	OG6106474_AFUN003877	h	0
AnophelesfunestusFUMOZ	OG6136695_AFUN011471	h	OG6132586_AFUN011472	t	0
AnophelesfunestusFUMOZ	OG6132704_AFUN019805	t	OG6163097_AFUN008093	h	0
AnophelesfunestusFUMOZ	OG6104609_AFUN019885	t	OG6128920_AFUN015988	h	0
AnophelesfunestusFUMOZ	OG6163447_AFUN003887	t	OG6124423_AFUN003885	h	0
AnophelesfunestusFUMOZ	OG6105040_AFUN007357	h	OG6105527_AFUN007358	h	0
AnophelesfunestusFUMOZ	OG6100391_AFUN020875	t	OG6109213_AFUN008407	t	0
AnophelesfunestusFUMOZ	OG6102624_AFUN002147	h	OG6101603_AFUN002148	h	0
AnophelesfunestusFUMOZ	OG6117865_AFUN005583	h	OG6120926_AFUN005579	h	0
AnophelesfunestusFUMOZ	OG6126624_AFUN021603	t	OG6105968_AFUN005761	t	0
AnophelesfunestusFUMOZ	OG6100445_AFUN021597	h	OG6100445_AFUN021596	t	0
AnophelesfunestusFUMOZ	OG6104188_AFUN000262	t	OG6150742_AFUN000261	t	0
AnophelesfunestusFUMOZ	OG6107931_AFUN005720	t	OG6136448_AFUN016175	h	0
AnophelesfunestusFUMOZ	OG6316334_AFUN005747	t	OG6103812_AFUN005748	t	0
AnophelesfunestusFUMOZ	OG6137881_AFUN007553	t	OG6126664_AFUN007552	h	0
AnophelesfunestusFUMOZ	OG6107739_AFUN000249	t	OG6107914_AFUN000248	h	0
AnophelesfunestusFUMOZ	OG6136523_AFUN006217	t	OG6105064_AFUN006216	h	0
AnophelesfunestusFUMOZ	OG6150894_AFUN006063	h	OG6104898_AFUN006062	t	0
AnophelesfunestusFUMOZ	OG6102627_AFUN011456	h	OG6105234_AFUN011455	h	0
AnophelesfunestusFUMOZ	OG6124431_AFUN006245	t	OG6142298_AFUN006246	t	0
AnophelesfunestusFUMOZ	OG6124179_AFUN020736	t	OG6103261_AFUN007541	t	0
AnophelesfunestusFUMOZ	OG6163447_AFUN003887	h	OG6102830_AFUN003888	t	0
AnophelesfunestusFUMOZ	OG6105362_AFUN008167	h	OG6109243_AFUN020119	h	0
AnophelesfunestusFUMOZ	OG6150846_AFUN000704	t	OG6111483_AFUN000700	t	0
AnophelesfunestusFUMOZ	OG6106875_AFUN006894	h	OG6102794_AFUN006895	t	0
AnophelesfunestusFUMOZ	OG6101143_AFUN000217	t	OG6163079_AFUN020937	t	0
AnophelesfunestusFUMOZ	OG6162913_AFUN022135	h	OG6126424_AFUN022137	t	0
AnophelesfunestusFUMOZ	OG6104823_AFUN008141	h	OG6108569_AFUN008143	t	0
AnophelesfunestusFUMOZ	OG6100189_AFUN020655	h	OG6109246_AFUN019844	t	0
AnophelesfunestusFUMOZ	OG6183943_AFUN006215	h	OG6105064_AFUN006216	t	0
AnophelesfunestusFUMOZ	OG6104017_AFUN003909	h	OG6108589_AFUN003910	h	0
AnophelesfunestusFUMOZ	OG6112361_AFUN005574	t	OG6105629_AFUN019858	h	0
AnophelesfunestusFUMOZ	OG6109177_AFUN003892	h	OG6109177_AFUN003894	t	0
AnophelesfunestusFUMOZ	OG6104136_AFUN001735	t	OG6101938_AFUN021093	h	0
AnophelesfunestusFUMOZ	OG6104643_AFUN011560	t	OG6106611_AFUN011558	h	0
AnophelesfunestusFUMOZ	OG6124338_AFUN010408	t	OG6105380_AFUN010414	h	0
AnophelesfunestusFUMOZ	OG6136537_AFUN006687	t	OG6109443_AFUN020291	h	0
AnophelesfunestusFUMOZ	OG6102999_AFUN020696	h	OG6105557_AFUN010433	h	0
AnophelesfunestusFUMOZ	OG6105414_AFUN005604	h	OG6105053_AFUN005603	t	0
AnophelesfunestusFUMOZ	OG6315972_AFUN003900	h	OG6151341_AFUN003899	h	0
AnophelesfunestusFUMOZ	OG6107572_AFUN016318	h	OG6107716_AFUN006695	t	0
AnophelesfunestusFUMOZ	OG6105324_AFUN020711	t	OG6126529_AFUN020430	t	0
AnophelesfunestusFUMOZ	OG6110753_AFUN005715	t	OG6103806_AFUN005714	h	0
