gene_id	family
AnophelesfunestusFUMOZ|AFUN005584	OG6103166
AnophelesgambiaePEST|AGAP000960	OG6103166
AnophelesatroparvusEBRO|AATE012658	OG6103177
AnophelesalbimanusSTECLA|AALB006718	OG6103181
AnophelesatroparvusEBRO|AATE020982	OG6103181
AnophelesfunestusFUMOZ|AFUN002257	OG6103181
AnophelesgambiaePEST|AGAP000897	OG6103181
AnophelesatroparvusEBRO|AATE018298	OG6103211
AnophelesalbimanusSTECLA|AALB003307	OG6103214
AnophelesatroparvusEBRO|AATE004062	OG6103214
AnophelesfunestusFUMOZ|AFUN007574	OG6103214
AnophelesgambiaePEST|AGAP000633	OG6103214
AnophelesalbimanusSTECLA|AALB006569	OG6103218
AnophelesatroparvusEBRO|AATE018660	OG6103218
AnophelesfunestusFUMOZ|AFUN008068	OG6103218
AnophelesgambiaePEST|AGAP001032	OG6103218
AnophelesalbimanusSTECLA|AALB007661	OG6103252
AnophelesatroparvusEBRO|AATE001920	OG6103252
AnophelesfunestusFUMOZ|AFUN020880	OG6103252
AnophelesgambiaePEST|AGAP000121	OG6103252
AnophelesalbimanusSTECLA|AALB007735	OG6103257
AnophelesatroparvusEBRO|AATE013780	OG6103257
AnophelesfunestusFUMOZ|AFUN005811	OG6103257
AnophelesgambiaePEST|AGAP000623	OG6103257
AnophelesalbimanusSTECLA|AALB006586	OG6103261
AnophelesatroparvusEBRO|AATE015344	OG6103261
AnophelesfunestusFUMOZ|AFUN007541	OG6103261
AnophelesgambiaePEST|AGAP000214	OG6103261
AnophelesalbimanusSTECLA|AALB006731	OG6103264
AnophelesatroparvusEBRO|AATE015072	OG6103264
AnophelesfunestusFUMOZ|AFUN002838	OG6103264
AnophelesgambiaePEST|AGAP000512	OG6103264
AnophelesalbimanusSTECLA|AALB006661	OG6103300
AnophelesfunestusFUMOZ|AFUN005749	OG6103300
AnophelesgambiaePEST|AGAP000378	OG6103300
AnophelesalbimanusSTECLA|AALB006383	OG6103306
AnophelesatroparvusEBRO|AATE003568	OG6103306
AnophelesfunestusFUMOZ|AFUN005577	OG6103306
AnophelesgambiaePEST|AGAP000965	OG6103306
AnophelesalbimanusSTECLA|AALB006906	OG6103326
AnophelesatroparvusEBRO|AATE010832	OG6103326
AnophelesfunestusFUMOZ|AFUN000209	OG6103326
AnophelesgambiaePEST|AGAP000017	OG6103326
AnophelesatroparvusEBRO|AATE013101	OG6103331
AnophelesfunestusFUMOZ|AFUN006067	OG6103331
AnophelesgambiaePEST|AGAP000934	OG6103331
AnophelesalbimanusSTECLA|AALB006487	OG6103358
AnophelesatroparvusEBRO|AATE009783	OG6103358
AnophelesatroparvusEBRO|AATE015944	OG6103358
AnophelesfunestusFUMOZ|AFUN007782	OG6103358
AnophelesfunestusFUMOZ|AFUN003911	OG6103358
AnophelesgambiaePEST|AGAP000217	OG6103358
AnophelesgambiaePEST|AGAP000218	OG6103358
AnophelesalbimanusSTECLA|AALB006308	OG6103367
AnophelesatroparvusEBRO|AATE017417	OG6103367
AnophelesfunestusFUMOZ|AFUN006962	OG6103367
AnophelesgambiaePEST|AGAP000973	OG6103367
AnophelesatroparvusEBRO|AATE001983	OG6103377
AnophelesfunestusFUMOZ|AFUN021376	OG6103377
AnophelesfunestusFUMOZ|AFUN021374	OG6103377
AnophelesgambiaePEST|AGAP000337	OG6103377
AnophelesatroparvusEBRO|AATE013243	OG6103381
AnophelesfunestusFUMOZ|AFUN022292	OG6103381
AnophelesgambiaePEST|AGAP000681	OG6103381
AnophelesalbimanusSTECLA|AALB006683	OG6103382
AnophelesfunestusFUMOZ|AFUN016214	OG6103382
AnophelesgambiaePEST|AGAP000881	OG6103382
AnophelesatroparvusEBRO|AATE021018	OG6103387
AnophelesfunestusFUMOZ|AFUN003537	OG6103387
AnophelesgambiaePEST|AGAP000554	OG6103387
AnophelesalbimanusSTECLA|AALB006638	OG6103473
AnophelesatroparvusEBRO|AATE009980	OG6103473
AnophelesfunestusFUMOZ|AFUN011566	OG6103473
AnophelesgambiaePEST|AGAP000070	OG6103473
AnophelesalbimanusSTECLA|AALB006436	OG6103480
AnophelesatroparvusEBRO|AATE015705	OG6103480
AnophelesfunestusFUMOZ|AFUN007563	OG6103480
AnophelesgambiaePEST|AGAP000834	OG6103480
AnophelesalbimanusSTECLA|AALB006927	OG6103504
AnophelesatroparvusEBRO|AATE011345	OG6103504
AnophelesfunestusFUMOZ|AFUN021760	OG6103504
AnophelesgambiaePEST|AGAP000326	OG6103504
AnophelesfunestusFUMOZ|AFUN003873	OG6103513
AnophelesgambiaePEST|AGAP000978	OG6103513
AnophelesfunestusFUMOZ|AFUN005724	OG6103518
AnophelesgambiaePEST|AGAP000397	OG6103518
AnophelesalbimanusSTECLA|AALB006695	OG6103519
AnophelesatroparvusEBRO|AATE001024	OG6103519
AnophelesfunestusFUMOZ|AFUN020936	OG6103519
AnophelesgambiaePEST|AGAP000842	OG6103519
AnophelesalbimanusSTECLA|AALB006676	OG6103551
AnophelesatroparvusEBRO|AATE013776	OG6103551
AnophelesfunestusFUMOZ|AFUN010418	OG6103551
AnophelesatroparvusEBRO|AATE006845	OG6103560
AnophelesfunestusFUMOZ|AFUN005760	OG6103560
AnophelesgambiaePEST|AGAP000260	OG6103560
AnophelesfunestusFUMOZ|AFUN020334	OG6103574
AnophelesgambiaePEST|AGAP000751	OG6103574
AnophelesatroparvusEBRO|AATE001092	OG6103589
AnophelesfunestusFUMOZ|AFUN020693	OG6103589
AnophelesgambiaePEST|AGAP000311	OG6103589
AnophelesalbimanusSTECLA|AALB007741	OG6103593
AnophelesatroparvusEBRO|AATE019056	OG6103593
AnophelesfunestusFUMOZ|AFUN006074	OG6103593
AnophelesalbimanusSTECLA|AALB007768	OG6103598
AnophelesfunestusFUMOZ|AFUN021209	OG6103598
AnophelesfunestusFUMOZ|AFUN021208	OG6103598
AnophelesgambiaePEST|AGAP000515	OG6103598
AnophelesgambiaePEST|AGAP000516	OG6103598
AnophelesalbimanusSTECLA|AALB006820	OG6103618
AnophelesatroparvusEBRO|AATE005851	OG6103618
AnophelesfunestusFUMOZ|AFUN019967	OG6103618
AnophelesgambiaePEST|AGAP000343	OG6103618
AnophelesatroparvusEBRO|AATE015711	OG6103620
AnophelesfunestusFUMOZ|AFUN007573	OG6103620
AnophelesgambiaePEST|AGAP000631	OG6103620
AnophelesalbimanusSTECLA|AALB006565	OG6103626
AnophelesatroparvusEBRO|AATE016516	OG6103626
AnophelesalbimanusSTECLA|AALB006373	OG6103641
AnophelesatroparvusEBRO|AATE007406	OG6103641
AnophelesfunestusFUMOZ|AFUN000267	OG6103641
AnophelesgambiaePEST|AGAP000355	OG6103641
AnophelesatroparvusEBRO|AATE017079	OG6103652
AnophelesfunestusFUMOZ|AFUN008064	OG6103652
AnophelesgambiaePEST|AGAP001035	OG6103652
AnophelesgambiaePEST|AGAP000270	OG6103655
AnophelesalbimanusSTECLA|AALB006462	OG6103663
AnophelesatroparvusEBRO|AATE005030	OG6103663
AnophelesfunestusFUMOZ|AFUN006694	OG6103663
AnophelesgambiaePEST|AGAP000913	OG6103663
AnophelesalbimanusSTECLA|AALB006892	OG6103665
AnophelesfunestusFUMOZ|AFUN006683	OG6103665
AnophelesgambiaePEST|AGAP000928	OG6103665
AnophelesalbimanusSTECLA|AALB006652	OG6103696
AnophelesatroparvusEBRO|AATE007167	OG6103696
AnophelesgambiaePEST|AGAP000949	OG6103696
AnophelesalbimanusSTECLA|AALB006656	OG6103710
AnophelesatroparvusEBRO|AATE007156	OG6103710
AnophelesfunestusFUMOZ|AFUN007559	OG6103710
AnophelesgambiaePEST|AGAP000830	OG6103710
AnophelesatroparvusEBRO|AATE021760	OG6103738
AnophelesalbimanusSTECLA|AALB006282	OG6103739
AnophelesfunestusFUMOZ|AFUN002143	OG6103739
AnophelesgambiaePEST|AGAP000177	OG6103739
AnophelesalbimanusSTECLA|AALB006589	OG6103747
AnophelesatroparvusEBRO|AATE008704	OG6103747
AnophelesfunestusFUMOZ|AFUN007544	OG6103747
AnophelesgambiaePEST|AGAP000209	OG6103747
AnophelesalbimanusSTECLA|AALB006527	OG6103788
AnophelesatroparvusEBRO|AATE006100	OG6103788
AnophelesfunestusFUMOZ|AFUN008412	OG6103788
AnophelesgambiaePEST|AGAP000242	OG6103788
AnophelesalbimanusSTECLA|AALB003297	OG6103792
AnophelesfunestusFUMOZ|AFUN010135	OG6103792
AnophelesfunestusFUMOZ|AFUN010136	OG6103792
AnophelesgambiaePEST|AGAP000002	OG6103792
AnophelesatroparvusEBRO|AATE012218	OG6103799
AnophelesalbimanusSTECLA|AALB006412	OG6103806
AnophelesfunestusFUMOZ|AFUN005714	OG6103806
AnophelesgambiaePEST|AGAP000285	OG6103806
AnophelesalbimanusSTECLA|AALB006347	OG6103809
AnophelesfunestusFUMOZ|AFUN001736	OG6103809
AnophelesalbimanusSTECLA|AALB006662	OG6103812
AnophelesatroparvusEBRO|AATE007017	OG6103812
AnophelesfunestusFUMOZ|AFUN005748	OG6103812
AnophelesgambiaePEST|AGAP000380	OG6103812
AnophelesalbimanusSTECLA|AALB006473	OG6103841
AnophelesatroparvusEBRO|AATE008187	OG6103841
AnophelesfunestusFUMOZ|AFUN008142	OG6103841
AnophelesgambiaePEST|AGAP000618	OG6103841
AnophelesalbimanusSTECLA|AALB006768	OG6103865
AnophelesatroparvusEBRO|AATE000187	OG6103865
AnophelesgambiaePEST|AGAP000660	OG6103865
AnophelesalbimanusSTECLA|AALB007733	OG6103867
AnophelesalbimanusSTECLA|AALB006514	OG6103877
AnophelesatroparvusEBRO|AATE008674	OG6103877
AnophelesfunestusFUMOZ|AFUN020548	OG6103877
AnophelesgambiaePEST|AGAP000235	OG6103877
AnophelesfunestusFUMOZ|AFUN007293	OG6103912
AnophelesgambiaePEST|AGAP000886	OG6103912
AnophelesalbimanusSTECLA|AALB006698	OG6103915
AnophelesatroparvusEBRO|AATE016572	OG6103915
AnophelesfunestusFUMOZ|AFUN005728	OG6103915
AnophelesgambiaePEST|AGAP000394	OG6103915
AnophelesalbimanusSTECLA|AALB006600	OG6103955
AnophelesatroparvusEBRO|AATE006938	OG6103955
AnophelesfunestusFUMOZ|AFUN007588	OG6103955
AnophelesgambiaePEST|AGAP000438	OG6103955
AnophelesalbimanusSTECLA|AALB006551	OG6103965
AnophelesatroparvusEBRO|AATE013372	OG6103965
AnophelesfunestusFUMOZ|AFUN007328	OG6103965
AnophelesgambiaePEST|AGAP000313	OG6103965
AnophelesalbimanusSTECLA|AALB006832	OG6103982
AnophelesatroparvusEBRO|AATE017735	OG6103982
AnophelesfunestusFUMOZ|AFUN010153	OG6103982
AnophelesgambiaePEST|AGAP000569	OG6103982
AnophelesalbimanusSTECLA|AALB014607	OG6103986
AnophelesalbimanusSTECLA|AALB006762	OG6103986
AnophelesatroparvusEBRO|AATE017295	OG6103986
AnophelesatroparvusEBRO|AATE006534	OG6103986
AnophelesfunestusFUMOZ|AFUN019918	OG6103986
AnophelesgambiaePEST|AGAP000974	OG6103986
AnophelesalbimanusSTECLA|AALB006480	OG6103992
AnophelesatroparvusEBRO|AATE021082	OG6103992
AnophelesfunestusFUMOZ|AFUN005701	OG6103992
AnophelesgambiaePEST|AGAP001043	OG6103992
AnophelesalbimanusSTECLA|AALB007782	OG6103997
AnophelesatroparvusEBRO|AATE003231	OG6103997
AnophelesfunestusFUMOZ|AFUN020838	OG6103997
AnophelesgambiaePEST|AGAP000774	OG6103997
AnophelesalbimanusSTECLA|AALB006702	OG6103999
AnophelesatroparvusEBRO|AATE007139	OG6103999
AnophelesfunestusFUMOZ|AFUN008158	OG6103999
AnophelesgambiaePEST|AGAP000491	OG6103999
AnophelesatroparvusEBRO|AATE007068	OG6104002
AnophelesfunestusFUMOZ|AFUN006696	OG6104002
AnophelesgambiaePEST|AGAP000908	OG6104002
AnophelesalbimanusSTECLA|AALB006469	OG6104013
AnophelesatroparvusEBRO|AATE002246	OG6104013
AnophelesfunestusFUMOZ|AFUN020369	OG6104013
AnophelesgambiaePEST|AGAP000747	OG6104013
AnophelesalbimanusSTECLA|AALB006489	OG6104017
AnophelesatroparvusEBRO|AATE011614	OG6104017
AnophelesfunestusFUMOZ|AFUN003909	OG6104017
AnophelesgambiaePEST|AGAP000220	OG6104017
AnophelesalbimanusSTECLA|AALB007639	OG6104021
AnophelesatroparvusEBRO|AATE011941	OG6104021
AnophelesfunestusFUMOZ|AFUN001733	OG6104021
AnophelesgambiaePEST|AGAP000102	OG6104021
AnophelesalbimanusSTECLA|AALB007625	OG6104023
AnophelesatroparvusEBRO|AATE005959	OG6104023
AnophelesfunestusFUMOZ|AFUN000237	OG6104023
AnophelesgambiaePEST|AGAP012991	OG6104023
AnophelesalbimanusSTECLA|AALB006873	OG6104030
AnophelesatroparvusEBRO|AATE008512	OG6104030
AnophelesfunestusFUMOZ|AFUN006254	OG6104030
AnophelesgambiaePEST|AGAP001081	OG6104030
AnophelesalbimanusSTECLA|AALB007757	OG6104033
AnophelesatroparvusEBRO|AATE005256	OG6104033
AnophelesfunestusFUMOZ|AFUN008177	OG6104033
AnophelesgambiaePEST|AGAP000659	OG6104033
AnophelesalbimanusSTECLA|AALB006545	OG6104036
AnophelesfunestusFUMOZ|AFUN000195	OG6104036
AnophelesgambiaePEST|AGAP000033	OG6104036
AnophelesalbimanusSTECLA|AALB007699	OG6104063
AnophelesatroparvusEBRO|AATE016049	OG6104063
AnophelesfunestusFUMOZ|AFUN000260	OG6104063
AnophelesgambiaePEST|AGAP000251	OG6104063
AnophelesalbimanusSTECLA|AALB006550	OG6104071
AnophelesatroparvusEBRO|AATE016566	OG6104071
AnophelesfunestusFUMOZ|AFUN007329	OG6104071
AnophelesgambiaePEST|AGAP000312	OG6104071
AnophelesalbimanusSTECLA|AALB006331	OG6104079
AnophelesatroparvusEBRO|AATE004539	OG6104079
AnophelesfunestusFUMOZ|AFUN007289	OG6104079
AnophelesgambiaePEST|AGAP000890	OG6104079
AnophelesalbimanusSTECLA|AALB006628	OG6104093
AnophelesatroparvusEBRO|AATE011338	OG6104093
AnophelesfunestusFUMOZ|AFUN015771	OG6104093
AnophelesgambiaePEST|AGAP000246	OG6104093
AnophelesalbimanusSTECLA|AALB006825	OG6104098
AnophelesatroparvusEBRO|AATE012984	OG6104098
AnophelesfunestusFUMOZ|AFUN010403	OG6104098
AnophelesgambiaePEST|AGAP000124	OG6104098
AnophelesalbimanusSTECLA|AALB006790	OG6104100
AnophelesatroparvusEBRO|AATE004509	OG6104100
AnophelesfunestusFUMOZ|AFUN005766	OG6104100
AnophelesgambiaePEST|AGAP000269	OG6104100
AnophelesalbimanusSTECLA|AALB006348	OG6104136
AnophelesfunestusFUMOZ|AFUN001735	OG6104136
AnophelesgambiaePEST|AGAP000100	OG6104136
AnophelesalbimanusSTECLA|AALB003296	OG6104137
AnophelesatroparvusEBRO|AATE010692	OG6104137
AnophelesfunestusFUMOZ|AFUN000186	OG6104137
AnophelesgambiaePEST|AGAP000044	OG6104137
AnophelesalbimanusSTECLA|AALB006361	OG6104147
AnophelesatroparvusEBRO|AATE007676	OG6104147
AnophelesfunestusFUMOZ|AFUN006236	OG6104147
AnophelesgambiaePEST|AGAP000792	OG6104147
AnophelesalbimanusSTECLA|AALB009738	OG6104163
AnophelesalbimanusSTECLA|AALB006835	OG6104175
AnophelesfunestusFUMOZ|AFUN010158	OG6104175
AnophelesgambiaePEST|AGAP000576	OG6104175
AnophelesalbimanusSTECLA|AALB006805	OG6104177
AnophelesatroparvusEBRO|AATE020529	OG6104177
AnophelesfunestusFUMOZ|AFUN006893	OG6104177
AnophelesgambiaePEST|AGAP000406	OG6104177
AnophelesalbimanusSTECLA|AALB006759	OG6104182
AnophelesatroparvusEBRO|AATE016248	OG6104182
AnophelesfunestusFUMOZ|AFUN014726	OG6104182
AnophelesgambiaePEST|AGAP000415	OG6104182
AnophelesalbimanusSTECLA|AALB006625	OG6104188
AnophelesatroparvusEBRO|AATE005789	OG6104188
AnophelesfunestusFUMOZ|AFUN000262	OG6104188
AnophelesgambiaePEST|AGAP000249	OG6104188
AnophelesalbimanusSTECLA|AALB006719	OG6104189
AnophelesatroparvusEBRO|AATE017943	OG6104189
AnophelesfunestusFUMOZ|AFUN002256	OG6104189
AnophelesgambiaePEST|AGAP000898	OG6104189
AnophelesalbimanusSTECLA|AALB006735	OG6104190
AnophelesfunestusFUMOZ|AFUN020025	OG6104190
AnophelesgambiaePEST|AGAP000752	OG6104190
AnophelesalbimanusSTECLA|AALB006475	OG6104212
AnophelesatroparvusEBRO|AATE009337	OG6104212
AnophelesfunestusFUMOZ|AFUN008138	OG6104212
AnophelesgambiaePEST|AGAP000614	OG6104212
AnophelesalbimanusSTECLA|AALB006943	OG6104215
AnophelesatroparvusEBRO|AATE000070	OG6104215
AnophelesfunestusFUMOZ|AFUN011457	OG6104215
AnophelesgambiaePEST|AGAP000686	OG6104215
AnophelesalbimanusSTECLA|AALB006498	OG6104216
AnophelesatroparvusEBRO|AATE006791	OG6104216
AnophelesfunestusFUMOZ|AFUN006822	OG6104216
AnophelesgambiaePEST|AGAP000649	OG6104216
AnophelesalbimanusSTECLA|AALB007636	OG6104240
AnophelesfunestusFUMOZ|AFUN005703	OG6104240
AnophelesgambiaePEST|AGAP001042	OG6104240
AnophelesalbimanusSTECLA|AALB006576	OG6104247
AnophelesatroparvusEBRO|AATE001429	OG6104247
AnophelesatroparvusEBRO|AATE013902	OG6104247
AnophelesfunestusFUMOZ|AFUN007600	OG6104247
AnophelesfunestusFUMOZ|AFUN007599	OG6104247
AnophelesgambiaePEST|AGAP000449	OG6104247
AnophelesgambiaePEST|AGAP000452	OG6104247
AnophelesalbimanusSTECLA|AALB006339	OG6104250
AnophelesatroparvusEBRO|AATE005345	OG6104250
AnophelesfunestusFUMOZ|AFUN002253	OG6104250
AnophelesgambiaePEST|AGAP000900	OG6104250
AnophelesalbimanusSTECLA|AALB007777	OG6104297
AnophelesatroparvusEBRO|AATE021144	OG6104297
AnophelesfunestusFUMOZ|AFUN000188	OG6104297
AnophelesgambiaePEST|AGAP000042	OG6104297
AnophelesalbimanusSTECLA|AALB006807	OG6104306
AnophelesatroparvusEBRO|AATE013625	OG6104306
AnophelesfunestusFUMOZ|AFUN006897	OG6104306
AnophelesgambiaePEST|AGAP000402	OG6104306
AnophelesalbimanusSTECLA|AALB006657	OG6104309
AnophelesatroparvusEBRO|AATE016467	OG6104309
AnophelesfunestusFUMOZ|AFUN021785	OG6104309
AnophelesgambiaePEST|AGAP000829	OG6104309
AnophelesalbimanusSTECLA|AALB006458	OG6104310
AnophelesfunestusFUMOZ|AFUN008084	OG6104310
AnophelesgambiaePEST|AGAP001018	OG6104310
AnophelesalbimanusSTECLA|AALB006782	OG6104329
AnophelesatroparvusEBRO|AATE001605	OG6104329
AnophelesfunestusFUMOZ|AFUN021377	OG6104329
AnophelesgambiaePEST|AGAP000139	OG6104329
AnophelesalbimanusSTECLA|AALB006696	OG6104359
AnophelesatroparvusEBRO|AATE017983	OG6104359
AnophelesfunestusFUMOZ|AFUN005729	OG6104359
AnophelesgambiaePEST|AGAP000393	OG6104359
AnophelesalbimanusSTECLA|AALB007672	OG6104369
AnophelesatroparvusEBRO|AATE003077	OG6104369
AnophelesfunestusFUMOZ|AFUN010429	OG6104369
AnophelesalbimanusSTECLA|AALB015830	OG6104373
AnophelesatroparvusEBRO|AATE001238	OG6104373
AnophelesfunestusFUMOZ|AFUN003539	OG6104373
AnophelesgambiaePEST|AGAP000552	OG6104373
AnophelesalbimanusSTECLA|AALB006933	OG6104391
AnophelesatroparvusEBRO|AATE014339	OG6104391
AnophelesfunestusFUMOZ|AFUN007305	OG6104391
AnophelesgambiaePEST|AGAP000990	OG6104391
AnophelesalbimanusSTECLA|AALB006884	OG6104399
AnophelesatroparvusEBRO|AATE009214	OG6104399
AnophelesfunestusFUMOZ|AFUN008092	OG6104399
AnophelesgambiaePEST|AGAP001010	OG6104399
AnophelesalbimanusSTECLA|AALB016353	OG6104403
AnophelesatroparvusEBRO|AATE005673	OG6104403
AnophelesfunestusFUMOZ|AFUN020538	OG6104403
AnophelesgambiaePEST|AGAP000262	OG6104403
AnophelesatroparvusEBRO|AATE015951	OG6104431
AnophelesatroparvusEBRO|AATE010226	OG6104432
AnophelesfunestusFUMOZ|AFUN002123	OG6104432
AnophelesgambiaePEST|AGAP000199	OG6104432
AnophelesalbimanusSTECLA|AALB006824	OG6104434
AnophelesatroparvusEBRO|AATE008935	OG6104434
AnophelesfunestusFUMOZ|AFUN010404	OG6104434
AnophelesgambiaePEST|AGAP000126	OG6104434
AnophelesatroparvusEBRO|AATE010696	OG6104445
AnophelesfunestusFUMOZ|AFUN021784	OG6104445
AnophelesgambiaePEST|AGAP000826	OG6104445
AnophelesalbimanusSTECLA|AALB007796	OG6104448
AnophelesatroparvusEBRO|AATE007451	OG6104448
AnophelesfunestusFUMOZ|AFUN006901	OG6104448
AnophelesgambiaePEST|AGAP000412	OG6104448
AnophelesalbimanusSTECLA|AALB007760	OG6104460
AnophelesatroparvusEBRO|AATE020486	OG6104460
AnophelesfunestusFUMOZ|AFUN010397	OG6104460
AnophelesgambiaePEST|AGAP000118	OG6104460
AnophelesalbimanusSTECLA|AALB006290	OG6104478
AnophelesatroparvusEBRO|AATE004796	OG6104478
AnophelesfunestusFUMOZ|AFUN005591	OG6104478
AnophelesgambiaePEST|AGAP000763	OG6104478
AnophelesalbimanusSTECLA|AALB007731	OG6104480
AnophelesatroparvusEBRO|AATE012355	OG6104480
AnophelesfunestusFUMOZ|AFUN002136	OG6104480
AnophelesgambiaePEST|AGAP000185	OG6104480
AnophelesalbimanusSTECLA|AALB006416	OG6104507
AnophelesatroparvusEBRO|AATE014122	OG6104507
AnophelesfunestusFUMOZ|AFUN007336	OG6104507
AnophelesgambiaePEST|AGAP000308	OG6104507
AnophelesfunestusFUMOZ|AFUN002835	OG6104508
AnophelesgambiaePEST|AGAP000507	OG6104508
AnophelesalbimanusSTECLA|AALB007718	OG6104525
AnophelesatroparvusEBRO|AATE010953	OG6104525
AnophelesfunestusFUMOZ|AFUN005595	OG6104525
AnophelesgambiaePEST|AGAP000768	OG6104525
AnophelesalbimanusSTECLA|AALB006470	OG6104527
AnophelesatroparvusEBRO|AATE007338	OG6104527
AnophelesfunestusFUMOZ|AFUN007577	OG6104527
AnophelesgambiaePEST|AGAP000429	OG6104527
AnophelesalbimanusSTECLA|AALB007632	OG6104534
AnophelesalbimanusSTECLA|AALB007633	OG6104534
AnophelesatroparvusEBRO|AATE020408	OG6104534
AnophelesatroparvusEBRO|AATE009780	OG6104534
AnophelesfunestusFUMOZ|AFUN020104	OG6104534
AnophelesgambiaePEST|AGAP000962	OG6104534
AnophelesalbimanusSTECLA|AALB006769	OG6104535
AnophelesatroparvusEBRO|AATE008115	OG6104535
AnophelesfunestusFUMOZ|AFUN010420	OG6104535
AnophelesgambiaePEST|AGAP001069	OG6104535
AnophelesalbimanusSTECLA|AALB006364	OG6104541
AnophelesatroparvusEBRO|AATE002683	OG6104541
AnophelesfunestusFUMOZ|AFUN008061	OG6104541
AnophelesgambiaePEST|AGAP001038	OG6104541
AnophelesalbimanusSTECLA|AALB006441	OG6104562
AnophelesatroparvusEBRO|AATE016512	OG6104562
AnophelesfunestusFUMOZ|AFUN020214	OG6104562
AnophelesgambiaePEST|AGAP000368	OG6104562
AnophelesalbimanusSTECLA|AALB006505	OG6104609
AnophelesalbimanusSTECLA|AALB006503	OG6104609
AnophelesalbimanusSTECLA|AALB006502	OG6104609
AnophelesalbimanusSTECLA|AALB006500	OG6104609
AnophelesatroparvusEBRO|AATE016703	OG6104609
AnophelesatroparvusEBRO|AATE008701	OG6104609
AnophelesatroparvusEBRO|AATE013887	OG6104609
AnophelesatroparvusEBRO|AATE018422	OG6104609
AnophelesatroparvusEBRO|AATE010147	OG6104609
AnophelesfunestusFUMOZ|AFUN019885	OG6104609
AnophelesfunestusFUMOZ|AFUN015727	OG6104609
AnophelesgambiaePEST|AGAP000225	OG6104609
AnophelesgambiaePEST|AGAP000228	OG6104609
AnophelesatroparvusEBRO|AATE019282	OG6104613
AnophelesalbimanusSTECLA|AALB006374	OG6104629
AnophelesatroparvusEBRO|AATE005236	OG6104629
AnophelesfunestusFUMOZ|AFUN010432	OG6104629
AnophelesgambiaePEST|AGAP000662	OG6104629
AnophelesalbimanusSTECLA|AALB006649	OG6104636
AnophelesatroparvusEBRO|AATE012799	OG6104636
AnophelesfunestusFUMOZ|AFUN020012	OG6104636
AnophelesgambiaePEST|AGAP000519	OG6104636
AnophelesalbimanusSTECLA|AALB006631	OG6104643
AnophelesatroparvusEBRO|AATE001073	OG6104643
AnophelesfunestusFUMOZ|AFUN011560	OG6104643
AnophelesgambiaePEST|AGAP000076	OG6104643
AnophelesalbimanusSTECLA|AALB006357	OG6104646
AnophelesfunestusFUMOZ|AFUN020009	OG6104646
AnophelesgambiaePEST|AGAP000205	OG6104646
AnophelesfunestusFUMOZ|AFUN008579	OG6104676
AnophelesalbimanusSTECLA|AALB006524	OG6104715
AnophelesatroparvusEBRO|AATE000299	OG6104715
AnophelesfunestusFUMOZ|AFUN003547	OG6104715
AnophelesgambiaePEST|AGAP000545	OG6104715
AnophelesalbimanusSTECLA|AALB007666	OG6104725
AnophelesalbimanusSTECLA|AALB007667	OG6104725
AnophelesatroparvusEBRO|AATE015694	OG6104725
AnophelesfunestusFUMOZ|AFUN020243	OG6104725
AnophelesgambiaePEST|AGAP000504	OG6104725
AnophelesalbimanusSTECLA|AALB006831	OG6104772
AnophelesatroparvusEBRO|AATE020851	OG6104772
AnophelesfunestusFUMOZ|AFUN020485	OG6104772
AnophelesgambiaePEST|AGAP000567	OG6104772
AnophelesalbimanusSTECLA|AALB007682	OG6104788
AnophelesatroparvusEBRO|AATE000261	OG6104788
AnophelesfunestusFUMOZ|AFUN020692	OG6104788
AnophelesgambiaePEST|AGAP000954	OG6104788
AnophelesalbimanusSTECLA|AALB006522	OG6104802
AnophelesatroparvusEBRO|AATE003330	OG6104802
AnophelesfunestusFUMOZ|AFUN003549	OG6104802
AnophelesgambiaePEST|AGAP000543	OG6104802
AnophelesalbimanusSTECLA|AALB007635	OG6104806
AnophelesfunestusFUMOZ|AFUN005704	OG6104806
AnophelesgambiaePEST|AGAP001041	OG6104806
AnophelesalbimanusSTECLA|AALB006346	OG6104819
AnophelesatroparvusEBRO|AATE011504	OG6104819
AnophelesfunestusFUMOZ|AFUN016607	OG6104819
AnophelesgambiaePEST|AGAP000099	OG6104819
AnophelesfunestusFUMOZ|AFUN006068	OG6104820
AnophelesgambiaePEST|AGAP000933	OG6104820
AnophelesalbimanusSTECLA|AALB014577	OG6104823
AnophelesfunestusFUMOZ|AFUN008141	OG6104823
AnophelesgambiaePEST|AGAP000617	OG6104823
AnophelesfunestusFUMOZ|AFUN002156	OG6104844
AnophelesgambiaePEST|AGAP000164	OG6104844
AnophelesalbimanusSTECLA|AALB006393	OG6104860
AnophelesatroparvusEBRO|AATE005501	OG6104860
AnophelesalbimanusSTECLA|AALB006367	OG6104879
AnophelesatroparvusEBRO|AATE011998	OG6104879
AnophelesfunestusFUMOZ|AFUN020135	OG6104879
AnophelesgambiaePEST|AGAP000865	OG6104879
AnophelesalbimanusSTECLA|AALB006578	OG6104887
AnophelesatroparvusEBRO|AATE011836	OG6104887
AnophelesfunestusFUMOZ|AFUN007597	OG6104887
AnophelesgambiaePEST|AGAP000448	OG6104887
AnophelesalbimanusSTECLA|AALB003323	OG6104898
AnophelesatroparvusEBRO|AATE002369	OG6104898
AnophelesfunestusFUMOZ|AFUN006062	OG6104898
AnophelesgambiaePEST|AGAP000939	OG6104898
