query_id	query_start	query_end	hit_accession	hit_id	hit_description	hit_start	hit_end	conditional_evalue	bitscore	family
AnophelesatroparvusEBRO|AATE018218	197	468	PF00346.23	Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	0	271	3.1e-130	420.1	OG6101051
AnophelesfunestusFUMOZ|AFUN006235	199	470	PF00346.23	Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	0	271	6.100000000000001e-130	419.1	OG6101051
AnophelesgambiaePEST|AGAP000794	197	468	PF00346.23	Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	0	271	2.8e-130	419.3	OG6101051
AnophelesalbimanusSTECLA|AALB006363	133	202	PF00374.23	NiFeSe_Hases	Nickel-dependent hydrogenase	0	69	3e-06	13.4	OG6101051
AnophelesatroparvusEBRO|AATE018218	122	191	PF00374.23	NiFeSe_Hases	Nickel-dependent hydrogenase	0	69	3.7e-06	13.1	OG6101051
AnophelesfunestusFUMOZ|AFUN006235	124	193	PF00374.23	NiFeSe_Hases	Nickel-dependent hydrogenase	0	69	8e-06	12.0	OG6101051
AnophelesalbimanusSTECLA|AALB006929	93	263	PF01871.21	AMMECR1	AMMECR1	1	166	3e-50	156.1	OG6101067
AnophelesatroparvusEBRO|AATE016003	100	269	PF01871.21	AMMECR1	AMMECR1	2	166	3.0999999999999996e-49	154.3	OG6101067
AnophelesfunestusFUMOZ|AFUN019891	115	284	PF01871.21	AMMECR1	AMMECR1	2	166	1.9e-49	154.5	OG6101067
AnophelesgambiaePEST|AGAP000328	121	290	PF01871.21	AMMECR1	AMMECR1	2	166	7.699999999999999e-49	153.5	OG6101067
AnophelesgambiaePEST|AGAP000328	58	90	PF10500.13	SR-25	Nuclear RNA-splicing-associated protein	42	74	1.1e-06	16.5	OG6101067
AnophelesatroparvusEBRO|AATE016003	28	47	PF07365.16	Toxin_8	Alpha conotoxin precursor	4	23	0.00011	10.2	OG6101067
AnophelesalbimanusSTECLA|AALB006726	2	95	PF03501.19	S10_plectin	Plectin/S10 domain	0	92	7.4e-50	153.3	OG6101133
AnophelesatroparvusEBRO|AATE015114	2	95	PF03501.19	S10_plectin	Plectin/S10 domain	0	92	4.4e-50	154.1	OG6101133
AnophelesfunestusFUMOZ|AFUN006990	2	95	PF03501.19	S10_plectin	Plectin/S10 domain	0	92	6.7e-51	156.7	OG6101133
AnophelesgambiaePEST|AGAP000739	2	95	PF03501.19	S10_plectin	Plectin/S10 domain	0	92	2.7e-50	154.7	OG6101133
AnophelesalbimanusSTECLA|AALB006476	83	342	PF00561.24	Abhydrolase_1	alpha/beta hydrolase fold	1	244	1e-27	87.5	OG6101137
AnophelesatroparvusEBRO|AATE008898	89	348	PF00561.24	Abhydrolase_1	alpha/beta hydrolase fold	1	244	3.1999999999999997e-31	98.8	OG6101137
AnophelesfunestusFUMOZ|AFUN006247	87	346	PF00561.24	Abhydrolase_1	alpha/beta hydrolase fold	1	244	1.7000000000000003e-28	90.1	OG6101137
AnophelesgambiaePEST|AGAP000784	88	347	PF00561.24	Abhydrolase_1	alpha/beta hydrolase fold	1	244	2.7999999999999997e-29	92.5	OG6101137
AnophelesalbimanusSTECLA|AALB006453	7	109	PF00635.30	Motile_Sperm	MSP (Major sperm protein) domain	1	106	6e-33	101.8	OG6101143
AnophelesatroparvusEBRO|AATE019006	7	108	PF00635.30	Motile_Sperm	MSP (Major sperm protein) domain	1	105	6.8e-33	100.6	OG6101143
AnophelesfunestusFUMOZ|AFUN000217	7	108	PF00635.30	Motile_Sperm	MSP (Major sperm protein) domain	1	105	1.3000000000000001e-32	100.1	OG6101143
AnophelesgambiaePEST|AGAP000626	7	108	PF00635.30	Motile_Sperm	MSP (Major sperm protein) domain	1	105	2e-33	103.3	OG6101143
AnophelesalbimanusSTECLA|AALB006453	181	233	PF10226.13	CCDC85	CCDC85 family	103	156	4.9e-06	15.0	OG6101143
AnophelesatroparvusEBRO|AATE019006	179	235	PF10226.13	CCDC85	CCDC85 family	110	168	1.1e-06	16.1	OG6101143
AnophelesgambiaePEST|AGAP000626	181	234	PF10226.13	CCDC85	CCDC85 family	109	162	1.6e-05	13.3	OG6101143
AnophelesalbimanusSTECLA|AALB006582	7	39	PF00520.35	Ion_trans	Ion transport protein	208	240	4.1e-07	17.8	OG6101149
AnophelesalbimanusSTECLA|AALB006583	1	93	PF00520.35	Ion_trans	Ion transport protein	89	193	1.7e-26	80.9	OG6101149
AnophelesalbimanusSTECLA|AALB006584	76	179	PF00520.35	Ion_trans	Ion transport protein	1	85	1.2e-19	59.1	OG6101149
AnophelesfunestusFUMOZ|AFUN020173	208	470	PF00520.35	Ion_trans	Ion transport protein	1	240	2.3e-56	179.7	OG6101149
AnophelesgambiaePEST|AGAP000254	55	317	PF00520.35	Ion_trans	Ion transport protein	1	240	8.8e-57	180.7	OG6101149
AnophelesfunestusFUMOZ|AFUN020173	79	170	PF02214.26	BTB_2	BTB/POZ domain	0	92	2.2e-29	90.9	OG6101149
AnophelesalbimanusSTECLA|AALB006582	128	208	PF15847.9	Loricrin	Major keratinocyte cell envelope protein	210	292	1.3e-06	16.2	OG6101149
AnophelesalbimanusSTECLA|AALB006283	167	293	PF13522.10	GATase_6	Glutamine amidotransferase domain	8	119	2.2e-18	54.7	OG6101156
AnophelesatroparvusEBRO|AATE017957	148	274	PF13522.10	GATase_6	Glutamine amidotransferase domain	8	119	8.9e-19	56.3	OG6101156
AnophelesfunestusFUMOZ|AFUN002142	142	268	PF13522.10	GATase_6	Glutamine amidotransferase domain	8	119	2.3e-18	54.6	OG6101156
AnophelesgambiaePEST|AGAP000179	122	248	PF13522.10	GATase_6	Glutamine amidotransferase domain	8	119	2.8e-18	54.4	OG6101156
AnophelesalbimanusSTECLA|AALB006283	413	501	PF00156.31	Pribosyltran	Phosphoribosyl transferase domain	39	120	2.2e-08	21.7	OG6101156
AnophelesatroparvusEBRO|AATE017957	382	482	PF00156.31	Pribosyltran	Phosphoribosyl transferase domain	27	120	9.4e-09	23.2	OG6101156
AnophelesfunestusFUMOZ|AFUN002142	417	458	PF00156.31	Pribosyltran	Phosphoribosyl transferase domain	79	120	6.7e-08	20.1	OG6101156
AnophelesgambiaePEST|AGAP000179	358	456	PF00156.31	Pribosyltran	Phosphoribosyl transferase domain	29	120	1.4e-08	22.3	OG6101156
AnophelesalbimanusSTECLA|AALB007690	7	59	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	163	216	2.9e-12	34.1	OG6101158
AnophelesalbimanusSTECLA|AALB007691	32	161	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	131	8.1e-53	165.1	OG6101158
AnophelesalbimanusSTECLA|AALB016244	24	239	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	216	6.7999999999999995e-84	267.7	OG6101158
AnophelesatroparvusEBRO|AATE007709	32	123	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	92	4.3e-38	117.0	OG6101158
AnophelesatroparvusEBRO|AATE011576	24	239	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	216	4.6e-84	268.2	OG6101158
AnophelesatroparvusEBRO|AATE017087	7	59	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	163	216	1.1e-12	34.9	OG6101158
AnophelesfunestusFUMOZ|AFUN007314	24	239	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	216	4.6e-84	268.2	OG6101158
AnophelesfunestusFUMOZ|AFUN020195	32	247	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	216	2.5999999999999997e-83	266.4	OG6101158
AnophelesgambiaePEST|AGAP000138	32	247	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	216	2.5999999999999997e-83	266.4	OG6101158
AnophelesgambiaePEST|AGAP000329	24	239	PF02931.27	Neur_chan_LBD	Neurotransmitter-gated ion-channel ligand binding domain	1	216	4.6e-84	268.2	OG6101158
AnophelesalbimanusSTECLA|AALB007772	1160	1242	PF13882.10	Bravo_FIGEY	Bravo-like intracellular region	0	83	6.900000000000001e-23	72.1	OG6101169
AnophelesatroparvusEBRO|AATE005858	1091	1173	PF13882.10	Bravo_FIGEY	Bravo-like intracellular region	0	83	1.2e-23	74.3	OG6101169
AnophelesfunestusFUMOZ|AFUN000707	1164	1247	PF13882.10	Bravo_FIGEY	Bravo-like intracellular region	0	85	4.0999999999999994e-24	76.0	OG6101169
AnophelesgambiaePEST|AGAP000720	1161	1243	PF13882.10	Bravo_FIGEY	Bravo-like intracellular region	0	83	1.7e-23	74.2	OG6101169
AnophelesalbimanusSTECLA|AALB007772	438	524	PF07679.20	I-set	Immunoglobulin I-set domain	0	90	2.7e-20	62.7	OG6101169
AnophelesatroparvusEBRO|AATE005858	369	455	PF07679.20	I-set	Immunoglobulin I-set domain	0	90	3e-19	59.1	OG6101169
AnophelesfunestusFUMOZ|AFUN000707	349	438	PF07679.20	I-set	Immunoglobulin I-set domain	0	90	1.1e-20	63.9	OG6101169
AnophelesgambiaePEST|AGAP000720	346	435	PF07679.20	I-set	Immunoglobulin I-set domain	0	90	8.8e-22	67.6	OG6101169
AnophelesalbimanusSTECLA|AALB007772	823	912	PF00041.25	fn3	Fibronectin type III domain	0	85	2.4e-14	43.9	OG6101169
AnophelesatroparvusEBRO|AATE005858	858	943	PF00041.25	fn3	Fibronectin type III domain	3	83	4.9e-15	45.8	OG6101169
AnophelesfunestusFUMOZ|AFUN000707	827	916	PF00041.25	fn3	Fibronectin type III domain	0	85	3.8e-15	46.4	OG6101169
AnophelesgambiaePEST|AGAP000720	928	1013	PF00041.25	fn3	Fibronectin type III domain	3	83	7.5e-14	42.4	OG6101169
AnophelesalbimanusSTECLA|AALB007772	57	139	PF17736.5	Ig_C17orf99	C17orf99 Ig domain	13	94	0.00043	10.8	OG6101169
AnophelesatroparvusEBRO|AATE005858	27	70	PF17736.5	Ig_C17orf99	C17orf99 Ig domain	51	94	0.0013	9.0	OG6101169
AnophelesfunestusFUMOZ|AFUN000707	61	143	PF17736.5	Ig_C17orf99	C17orf99 Ig domain	13	94	0.00013	12.4	OG6101169
AnophelesgambiaePEST|AGAP000720	57	140	PF17736.5	Ig_C17orf99	C17orf99 Ig domain	12	94	0.00014	12.4	OG6101169
AnophelesalbimanusSTECLA|AALB007772	624	700	PF10342.13	Kre9_KNH	Kre9/KNH-like N-terminal Ig-like domain	1	78	0.013	6.7	OG6101169
AnophelesfunestusFUMOZ|AFUN000707	628	703	PF10342.13	Kre9_KNH	Kre9/KNH-like N-terminal Ig-like domain	1	77	0.00074	10.7	OG6101169
AnophelesalbimanusSTECLA|AALB006300	122	210	PF00957.25	Synaptobrevin	Synaptobrevin	1	89	2.7000000000000002e-30	92.3	OG6101193
AnophelesatroparvusEBRO|AATE006413	124	210	PF00957.25	Synaptobrevin	Synaptobrevin	2	88	2.9e-32	98.9	OG6101193
AnophelesfunestusFUMOZ|AFUN011475	122	210	PF00957.25	Synaptobrevin	Synaptobrevin	1	89	1.7e-33	102.2	OG6101193
AnophelesgambiaePEST|AGAP000700	122	210	PF00957.25	Synaptobrevin	Synaptobrevin	1	89	2.4e-34	104.9	OG6101193
AnophelesalbimanusSTECLA|AALB006785	29	110	PF02823.20	ATP-synt_DE_N	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	1	80	1.7e-21	64.8	OG6101225
AnophelesatroparvusEBRO|AATE015764	30	111	PF02823.20	ATP-synt_DE_N	ATP synthase, Delta/Epsilon chain, beta-sandwich domain	1	80	3.9e-21	63.7	OG6101225
AnophelesfunestusFUMOZ|AFUN002836	71	174	PF00237.23	Ribosomal_L22	Ribosomal protein L22p/L17e	1	103	8.1e-32	95.8	OG6101227
AnophelesgambiaePEST|AGAP000508	78	181	PF00237.23	Ribosomal_L22	Ribosomal protein L22p/L17e	1	103	1.3e-31	95.1	OG6101227
AnophelesatroparvusEBRO|AATE016456	109	197	PF08712.15	Nfu_N	Scaffold protein Nfu/NifU N terminal	0	88	3.3e-36	110.5	OG6101229
AnophelesfunestusFUMOZ|AFUN011583	66	154	PF08712.15	Nfu_N	Scaffold protein Nfu/NifU N terminal	0	88	1.8e-36	111.4	OG6101229
AnophelesgambiaePEST|AGAP000598	59	147	PF08712.15	Nfu_N	Scaffold protein Nfu/NifU N terminal	0	88	4.6e-36	110.1	OG6101229
AnophelesatroparvusEBRO|AATE016456	222	289	PF01106.21	NifU	NifU-like domain	0	67	6.0000000000000005e-31	93.7	OG6101229
AnophelesfunestusFUMOZ|AFUN011583	179	246	PF01106.21	NifU	NifU-like domain	0	67	4.7e-31	94.1	OG6101229
AnophelesgambiaePEST|AGAP000598	172	239	PF01106.21	NifU	NifU-like domain	0	67	4.4999999999999995e-31	94.1	OG6101229
AnophelesalbimanusSTECLA|AALB015832	10	197	PF01965.28	DJ-1_PfpI	DJ-1/PfpI family	0	162	8.7e-42	130.4	OG6101257
AnophelesfunestusFUMOZ|AFUN022306	5	191	PF01965.28	DJ-1_PfpI	DJ-1/PfpI family	0	162	4.7e-44	137.2	OG6101257
AnophelesgambiaePEST|AGAP000705	5	192	PF01965.28	DJ-1_PfpI	DJ-1/PfpI family	0	162	1.6e-43	135.5	OG6101257
AnophelesatroparvusEBRO|AATE002869	696	919	PF00246.28	Peptidase_M14	Zinc carboxypeptidase	12	266	5.4e-21	62.5	OG6101273
AnophelesatroparvusEBRO|AATE002869	527	617	PF18027.5	Pepdidase_M14_N	Cytosolic carboxypeptidase N-terminal domain	0	83	3.6e-12	33.7	OG6101273
AnophelesalbimanusSTECLA|AALB007784	265	321	PF09280.15	XPC-binding	XPC-binding domain	0	56	2.9e-22	67.1	OG6101279
AnophelesfunestusFUMOZ|AFUN006996	254	310	PF09280.15	XPC-binding	XPC-binding domain	0	56	1.5e-23	71.6	OG6101279
AnophelesgambiaePEST|AGAP000733	259	315	PF09280.15	XPC-binding	XPC-binding domain	0	56	6.1e-23	69.7	OG6101279
AnophelesalbimanusSTECLA|AALB006418	2	331	PF08569.15	Mo25	Mo25-like	1	332	5.3e-150	486.3	OG6101307
AnophelesatroparvusEBRO|AATE005769	2	331	PF08569.15	Mo25	Mo25-like	1	332	1.5e-115	373.6	OG6101307
AnophelesatroparvusEBRO|AATE018444	2	331	PF08569.15	Mo25	Mo25-like	1	332	4.7999999999999997e-150	487.4	OG6101307
AnophelesfunestusFUMOZ|AFUN005711	2	331	PF08569.15	Mo25	Mo25-like	1	332	6.9e-150	486.5	OG6101307
AnophelesgambiaePEST|AGAP000812	2	331	PF08569.15	Mo25	Mo25-like	1	332	6.9e-150	486.5	OG6101307
AnophelesatroparvusEBRO|AATE009524	15	102	PF17146.8	PIN_6	PIN domain of ribonuclease	0	87	1.1e-35	111.0	OG6101333
AnophelesatroparvusEBRO|AATE009524	284	346	PF08772.15	NOB1_Zn_bind	Nin one binding (NOB1) Zn-ribbon like	0	62	1.9999999999999998e-25	77.8	OG6101333
AnophelesatroparvusEBRO|AATE009524	137	229	PF09073.14	BUD22	BUD22	168	259	1.2e-06	16.9	OG6101333
AnophelesalbimanusSTECLA|AALB006581	623	800	PF00625.25	Guanylate_kin	Guanylate kinase	1	181	7.2e-71	226.7	OG6101347
AnophelesatroparvusEBRO|AATE010846	17	188	PF00625.25	Guanylate_kin	Guanylate kinase	1	174	1.1e-67	214.4	OG6101347
AnophelesfunestusFUMOZ|AFUN020612	724	901	PF00625.25	Guanylate_kin	Guanylate kinase	1	181	1.5e-71	228.9	OG6101347
AnophelesgambiaePEST|AGAP000255	757	934	PF00625.25	Guanylate_kin	Guanylate kinase	1	181	1.8e-71	228.8	OG6101347
AnophelesalbimanusSTECLA|AALB006580	5	63	PF09058.14	L27_1	L27_1	0	58	1.0000000000000001e-34	105.5	OG6101347
AnophelesatroparvusEBRO|AATE013877	6	19	PF09058.14	L27_1	L27_1	45	58	2.1e-06	15.7	OG6101347
AnophelesfunestusFUMOZ|AFUN020612	5	63	PF09058.14	L27_1	L27_1	0	58	8.3e-33	101.3	OG6101347
AnophelesgambiaePEST|AGAP000255	5	63	PF09058.14	L27_1	L27_1	0	58	9.6e-33	101.2	OG6101347
AnophelesalbimanusSTECLA|AALB006581	305	382	PF00595.28	PDZ	PDZ domain	1	80	1.5e-26	81.8	OG6101347
AnophelesatroparvusEBRO|AATE007220	311	388	PF00595.28	PDZ	PDZ domain	2	81	6.3e-27	83.2	OG6101347
AnophelesfunestusFUMOZ|AFUN020612	441	518	PF00595.28	PDZ	PDZ domain	2	81	7.2e-26	79.6	OG6101347
AnophelesgambiaePEST|AGAP000255	444	521	PF00595.28	PDZ	PDZ domain	2	81	8.3e-26	79.6	OG6101347
AnophelesalbimanusSTECLA|AALB006581	421	465	PF00018.32	SH3_1	SH3 domain	0	39	4.5e-11	31.4	OG6101347
AnophelesatroparvusEBRO|AATE007220	426	471	PF00018.32	SH3_1	SH3 domain	0	40	3.7e-11	31.9	OG6101347
AnophelesfunestusFUMOZ|AFUN020612	556	600	PF00018.32	SH3_1	SH3 domain	0	39	5.1e-11	31.3	OG6101347
AnophelesgambiaePEST|AGAP000255	559	603	PF00018.32	SH3_1	SH3 domain	0	39	6e-11	31.2	OG6101347
AnophelesatroparvusEBRO|AATE007220	43	68	PF01472.24	PUA	PUA domain	17	42	0.0077	5.6	OG6101347
AnophelesalbimanusSTECLA|AALB006330	121	401	PF02383.22	Syja_N	SacI homology domain	0	305	9.3e-85	272.6	OG6101364
AnophelesatroparvusEBRO|AATE009876	60	347	PF02383.22	Syja_N	SacI homology domain	0	305	1.5e-89	286.4	OG6101364
AnophelesfunestusFUMOZ|AFUN007288	59	344	PF02383.22	Syja_N	SacI homology domain	0	305	6.8e-86	275.4	OG6101364
AnophelesgambiaePEST|AGAP000891	62	347	PF02383.22	Syja_N	SacI homology domain	0	305	3e-85	274.2	OG6101364
AnophelesfunestusFUMOZ|AFUN007288	521	567	PF14770.10	TMEM18	Transmembrane protein 18	4	50	8.6e-06	12.9	OG6101364
AnophelesgambiaePEST|AGAP000891	524	571	PF14770.10	TMEM18	Transmembrane protein 18	4	50	0.00015	9.9	OG6101364
AnophelesalbimanusSTECLA|AALB006330	574	630	PF01569.25	PAP2	PAP2 superfamily	68	126	4.6e-05	11.4	OG6101364
AnophelesgambiaePEST|AGAP000891	476	504	PF05798.15	Phage_FRD3	Bacteriophage FRD3 protein	44	72	0.00033	9.2	OG6101364
AnophelesalbimanusSTECLA|AALB006774	1443	1780	PF09815.13	XK-related	XK-related protein	2	337	4.8e-76	245.2	OG6101368
AnophelesalbimanusSTECLA|AALB006774	761	869	PF14622.10	Ribonucleas_3_3	Ribonuclease-III-like	18	122	2.2e-26	82.0	OG6101368
AnophelesalbimanusSTECLA|AALB006774	948	1035	PF00636.30	Ribonuclease_3	Ribonuclease III domain	0	102	1.7e-24	76.1	OG6101368
AnophelesalbimanusSTECLA|AALB006774	1062	1134	PF00035.30	dsrm	Double-stranded RNA binding motif	0	65	3e-14	42.9	OG6101368
AnophelesalbimanusSTECLA|AALB006774	2035	2094	PF13855.10	LRR_8	Leucine rich repeat	1	61	1.6e-11	33.3	OG6101368
AnophelesalbimanusSTECLA|AALB006774	2166	2209	PF01462.22	LRRNT	Leucine rich repeat N-terminal domain	1	28	3e-07	19.5	OG6101368
AnophelesalbimanusSTECLA|AALB006774	124	147	PF11591.12	2Fe-2S_Ferredox	Ferredoxin chloroplastic transit peptide	5	27	0.00011	11.5	OG6101368
AnophelesalbimanusSTECLA|AALB006774	1204	1276	PF07795.15	DUF1635	Protein of unknown function (DUF1635)	45	118	0.0021	7.3	OG6101368
AnophelesalbimanusSTECLA|AALB006751	29	265	PF16414.9	NPC1_N	Niemann-Pick C1 N terminus	1	243	6.1e-67	214.5	OG6101370
AnophelesatroparvusEBRO|AATE017566	47	280	PF16414.9	NPC1_N	Niemann-Pick C1 N terminus	1	243	1.4e-66	213.0	OG6101370
AnophelesfunestusFUMOZ|AFUN010162	30	263	PF16414.9	NPC1_N	Niemann-Pick C1 N terminus	1	243	5.5e-67	214.3	OG6101370
AnophelesgambiaePEST|AGAP000579	34	267	PF16414.9	NPC1_N	Niemann-Pick C1 N terminus	2	243	7.099999999999999e-68	217.2	OG6101370
AnophelesalbimanusSTECLA|AALB006751	634	785	PF12349.12	Sterol-sensing	Sterol-sensing domain of SREBP cleavage-activation	3	152	6.2e-52	164.2	OG6101370
AnophelesatroparvusEBRO|AATE017566	640	791	PF12349.12	Sterol-sensing	Sterol-sensing domain of SREBP cleavage-activation	3	152	8.7e-53	166.8	OG6101370
AnophelesfunestusFUMOZ|AFUN010162	627	778	PF12349.12	Sterol-sensing	Sterol-sensing domain of SREBP cleavage-activation	3	152	1.6e-52	165.9	OG6101370
AnophelesgambiaePEST|AGAP000579	631	782	PF12349.12	Sterol-sensing	Sterol-sensing domain of SREBP cleavage-activation	3	152	2.2e-52	165.4	OG6101370
AnophelesalbimanusSTECLA|AALB006751	1086	1234	PF00873.23	ACR_tran	AcrB/AcrD/AcrF family	335	487	0.0024	4.1	OG6101370
AnophelesatroparvusEBRO|AATE017566	1088	1237	PF00873.23	ACR_tran	AcrB/AcrD/AcrF family	329	486	7.9e-05	8.7	OG6101370
AnophelesfunestusFUMOZ|AFUN010162	1074	1225	PF00873.23	ACR_tran	AcrB/AcrD/AcrF family	331	486	0.00028	6.9	OG6101370
AnophelesgambiaePEST|AGAP000579	1080	1226	PF00873.23	ACR_tran	AcrB/AcrD/AcrF family	334	484	0.0027	3.7	OG6101370
AnophelesalbimanusSTECLA|AALB006751	1240	1269	PF00428.23	Ribosomal_60s	60s Acidic ribosomal protein	48	79	6.9e-06	15.4	OG6101370
AnophelesgambiaePEST|AGAP000531	67	171	PF03099.23	BPL_LplA_LipB	Biotin/lipoate A/B protein ligase family	16	133	2.4e-07	17.0	OG6101396
AnophelesalbimanusSTECLA|AALB006485	459	986	PF00328.26	His_Phos_2	Histidine phosphatase superfamily (branch 2)	0	355	2.5999999999999997e-83	267.9	OG6101402
AnophelesfunestusFUMOZ|AFUN020350	395	922	PF00328.26	His_Phos_2	Histidine phosphatase superfamily (branch 2)	0	355	1.7e-85	275.1	OG6101402
AnophelesgambiaePEST|AGAP000926	401	928	PF00328.26	His_Phos_2	Histidine phosphatase superfamily (branch 2)	0	355	5.9e-86	276.6	OG6101402
AnophelesalbimanusSTECLA|AALB006485	124	214	PF18086.5	PPIP5K2_N	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain	0	90	8.2e-43	132.4	OG6101402
AnophelesfunestusFUMOZ|AFUN020350	60	150	PF18086.5	PPIP5K2_N	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain	0	90	3.3e-42	130.4	OG6101402
AnophelesgambiaePEST|AGAP000926	66	156	PF18086.5	PPIP5K2_N	Diphosphoinositol pentakisphosphate kinase 2 N-terminal domain	0	90	5.9e-43	132.8	OG6101402
AnophelesalbimanusSTECLA|AALB006485	363	415	PF08443.15	RimK	RimK-like ATP-grasp domain	123	175	3.1e-05	11.3	OG6101402
AnophelesfunestusFUMOZ|AFUN020350	299	351	PF08443.15	RimK	RimK-like ATP-grasp domain	123	175	1.8e-05	12.1	OG6101402
AnophelesgambiaePEST|AGAP000926	305	357	PF08443.15	RimK	RimK-like ATP-grasp domain	123	175	2.2e-05	11.8	OG6101402
AnophelesalbimanusSTECLA|AALB006315	67	119	PF01084.24	Ribosomal_S18	Ribosomal protein S18	1	52	8e-22	63.5	OG6101408
AnophelesfunestusFUMOZ|AFUN022174	66	118	PF01084.24	Ribosomal_S18	Ribosomal protein S18	1	52	3.5e-19	55.0	OG6101408
AnophelesalbimanusSTECLA|AALB006284	17	240	PF01259.22	SAICAR_synt	SAICAR synthetase	1	221	6.4e-67	212.7	OG6101413
AnophelesatroparvusEBRO|AATE017716	15	241	PF01259.22	SAICAR_synt	SAICAR synthetase	1	224	2.3e-67	214.8	OG6101413
AnophelesfunestusFUMOZ|AFUN002141	15	239	PF01259.22	SAICAR_synt	SAICAR synthetase	1	222	1.4e-66	211.6	OG6101413
AnophelesgambiaePEST|AGAP000180	15	240	PF01259.22	SAICAR_synt	SAICAR synthetase	1	223	7.899999999999999e-68	215.7	OG6101413
AnophelesalbimanusSTECLA|AALB006284	270	409	PF00731.24	AIRC	AIR carboxylase	1	142	1.3e-39	122.2	OG6101413
AnophelesatroparvusEBRO|AATE017716	268	407	PF00731.24	AIRC	AIR carboxylase	1	142	5.6e-40	124.0	OG6101413
AnophelesfunestusFUMOZ|AFUN002141	268	407	PF00731.24	AIRC	AIR carboxylase	1	142	7.5e-40	123.0	OG6101413
AnophelesgambiaePEST|AGAP000180	268	407	PF00731.24	AIRC	AIR carboxylase	1	142	2.7e-40	124.4	OG6101413
AnophelesalbimanusSTECLA|AALB016316	23	276	PF00069.29	Pkinase	Protein kinase domain	0	256	7.5e-59	187.9	OG6101414
AnophelesatroparvusEBRO|AATE000652	13	124	PF00069.29	Pkinase	Protein kinase domain	12	122	3.3e-20	60.2	OG6101414
AnophelesatroparvusEBRO|AATE009073	49	169	PF00069.29	Pkinase	Protein kinase domain	134	259	1.3e-21	64.2	OG6101414
AnophelesfunestusFUMOZ|AFUN020620	23	274	PF00069.29	Pkinase	Protein kinase domain	0	255	7.3e-58	184.6	OG6101414
AnophelesgambiaePEST|AGAP000477	23	274	PF00069.29	Pkinase	Protein kinase domain	0	255	3.5e-58	185.9	OG6101414
AnophelesalbimanusSTECLA|AALB016316	327	375	PF11498.12	Activator_LAG-3	Transcriptional activator LAG-3	328	376	4.1e-05	11.3	OG6101414
AnophelesgambiaePEST|AGAP000477	329	421	PF05693.17	Glycogen_syn	Glycogen synthase	545	635	0.00013	9.4	OG6101414
AnophelesalbimanusSTECLA|AALB006451	62	365	PF00579.29	tRNA-synt_1b	tRNA synthetases class I (W and Y)	6	291	5.300000000000001e-78	248.3	OG6101423
AnophelesatroparvusEBRO|AATE010911	59	362	PF00579.29	tRNA-synt_1b	tRNA synthetases class I (W and Y)	4	291	2.6e-79	254.2	OG6101423
AnophelesfunestusFUMOZ|AFUN000215	59	361	PF00579.29	tRNA-synt_1b	tRNA synthetases class I (W and Y)	5	291	1.1e-80	258.2	OG6101423
AnophelesgambiaePEST|AGAP000012	60	361	PF00579.29	tRNA-synt_1b	tRNA synthetases class I (W and Y)	6	291	3.1e-79	253.3	OG6101423
AnophelesatroparvusEBRO|AATE010911	660	882	PF04831.17	Popeye	Popeye protein conserved region	1	139	8e-44	136.9	OG6101423
AnophelesfunestusFUMOZ|AFUN000215	397	438	PF01479.29	S4	S4 domain	4	45	2.7e-08	20.7	OG6101423
AnophelesgambiaePEST|AGAP000012	396	438	PF01479.29	S4	S4 domain	2	45	3.6e-07	17.2	OG6101423
AnophelesalbimanusSTECLA|AALB006343	15	250	PF00069.29	Pkinase	Protein kinase domain	1	237	1.6e-36	113.1	OG6101431
AnophelesatroparvusEBRO|AATE014446	15	249	PF00069.29	Pkinase	Protein kinase domain	1	236	4e-36	113.1	OG6101431
AnophelesfunestusFUMOZ|AFUN011580	15	249	PF00069.29	Pkinase	Protein kinase domain	1	236	1.9000000000000002e-36	112.8	OG6101431
AnophelesgambiaePEST|AGAP013380	15	249	PF00069.29	Pkinase	Protein kinase domain	1	236	1.9000000000000002e-36	112.9	OG6101431
AnophelesatroparvusEBRO|AATE014446	538	578	PF09716.14	ETRAMP	Malarial early transcribed membrane protein (ETRAMP)	32	72	3.1e-05	12.4	OG6101431
