query_id	query_start	query_end	hit_accession	hit_id	hit_description	hit_start	hit_end	conditional_evalue	bitscore	family
AnophelesfunestusFUMOZ|AFUN006073	212	284	PF00071.26	Ras	Ras family	96	157	0.00042	9.5	OG6102331
AnophelesfunestusFUMOZ|AFUN006073	292	320	PF00350.27	Dynamin_N	Dynamin family	0	28	9.1e-05	12.1	OG6102331
AnophelesfunestusFUMOZ|AFUN006073	181	284	PF10662.13	PduV-EutP	Ethanolamine utilisation - propanediol utilisation	52	142	0.01	5.2	OG6102331
AnophelesfunestusFUMOZ|AFUN006073	221	285	PF16897.9	MMR_HSR1_Xtn	C-terminal region of MMR_HSR1 domain	56	102	0.0011	8.6	OG6102331
AnophelesfunestusFUMOZ|AFUN006073	293	341	PF04548.20	AIG1	AIG1 family	3	55	0.00047	9.0	OG6102331
AnophelesfunestusFUMOZ|AFUN002121	7	83	PF18265.5	Nas2_N	Nas2 N_terminal domain	2	78	1.1e-28	86.8	OG6102356
AnophelesfunestusFUMOZ|AFUN002121	118	174	PF17820.5	PDZ_6	PDZ domain	0	53	1.6e-08	22.1	OG6102356
AnophelesfunestusFUMOZ|AFUN002121	111	173	PF00595.28	PDZ	PDZ domain	22	80	1.9e-08	22.4	OG6102356
AnophelesgambiaePEST|AGAP000201	11	88	PF18265.5	Nas2_N	Nas2 N_terminal domain	2	79	1.5e-32	100.2	OG6102356
AnophelesgambiaePEST|AGAP000201	128	185	PF17820.5	PDZ_6	PDZ domain	0	54	4.1e-15	44.2	OG6102356
AnophelesgambiaePEST|AGAP000201	120	183	PF00595.28	PDZ	PDZ domain	22	80	1.1e-11	33.8	OG6102356
AnophelesgambiaePEST|AGAP000201	127	181	PF13180.10	PDZ_2	PDZ domain	13	65	1.9e-05	13.7	OG6102356
AnophelesgambiaePEST|AGAP000201	138	187	PF06792.15	UPF0261	Uncharacterised protein family (UPF0261)	260	309	0.00064	7.3	OG6102356
AnophelesgambiaePEST|AGAP000201	125	171	PF09298.15	FAA_hydrolase_N	Fumarylacetoacetase N-terminal	3	50	8.8e-06	14.6	OG6102356
AnophelesfunestusFUMOZ|AFUN011923	290	483	PF05028.18	PARG_cat_C	Poly (ADP-ribose) glycohydrolase (PARG), Macro domain fold	11	206	7.1e-75	238.8	OG6102366
AnophelesfunestusFUMOZ|AFUN011923	153	268	PF20811.1	PARG_cat_N	Poly (ADP-ribose) glycohydrolase (PARG), helical domain	1	118	2.4e-43	134.9	OG6102366
AnophelesfunestusFUMOZ|AFUN011923	455	511	PF05716.17	AKAP_110	A-kinase anchor protein 110 kDa (AKAP 110)	611	667	7.8e-08	18.5	OG6102366
AnophelesgambiaePEST|AGAP000589	279	486	PF05028.18	PARG_cat_C	Poly (ADP-ribose) glycohydrolase (PARG), Macro domain fold	1	206	9.5e-76	241.6	OG6102366
AnophelesgambiaePEST|AGAP000589	154	271	PF20811.1	PARG_cat_N	Poly (ADP-ribose) glycohydrolase (PARG), helical domain	1	118	6.2e-42	130.4	OG6102366
AnophelesgambiaePEST|AGAP000589	457	513	PF05716.17	AKAP_110	A-kinase anchor protein 110 kDa (AKAP 110)	610	666	4e-06	12.8	OG6102366
AnophelesalbimanusSTECLA|AALB006529	106	380	PF00069.29	Pkinase	Protein kinase domain	2	258	1.1e-21	67.1	OG6102384
AnophelesalbimanusSTECLA|AALB006529	1133	1174	PF00400.36	WD40	WD domain, G-beta repeat	0	39	1.6e-08	24.8	OG6102384
AnophelesalbimanusSTECLA|AALB006529	521	549	PF02985.26	HEAT	HEAT repeat	0	28	3.1e-06	17.2	OG6102384
AnophelesalbimanusSTECLA|AALB006529	104	330	PF07714.21	PK_Tyr_Ser-Thr	Protein tyrosine and serine/threonine kinase	0	205	4.7e-11	32.2	OG6102384
AnophelesalbimanusSTECLA|AALB006529	525	603	PF13646.10	HEAT_2	HEAT repeats	3	69	0.0012	9.1	OG6102384
AnophelesalbimanusSTECLA|AALB006529	534	583	PF13513.10	HEAT_EZ	HEAT-like repeat	0	45	0.0011	9.6	OG6102384
AnophelesalbimanusSTECLA|AALB006529	845	877	PF14153.10	Spore_coat_CotO	Spore coat protein CotO	69	101	0.0016	8.2	OG6102384
AnophelesalbimanusSTECLA|AALB006529	203	234	PF01636.27	APH	Phosphotransferase enzyme family	148	183	0.0014	8.1	OG6102384
AnophelesalbimanusSTECLA|AALB006529	644	715	PF11833.12	CPP1-like	Protein CHAPERONE-LIKE PROTEIN OF POR1-like	96	168	0.018	4.4	OG6102384
AnophelesalbimanusSTECLA|AALB006529	848	874	PF03153.17	TFIIA	Transcription factor IIA, alpha/beta subunit	193	219	7.9e-06	15.7	OG6102384
AnophelesalbimanusSTECLA|AALB006529	843	884	PF17682.5	Tau95_N	Tau95 Triple barrel domain	73	108	0.00074	9.7	OG6102384
AnophelesalbimanusSTECLA|AALB006529	824	886	PF05843.18	Suf	Suppressor of forked protein (Suf)	208	270	0.0003	10.6	OG6102384
AnophelesalbimanusSTECLA|AALB006529	842	873	PF16118.9	DUF4834	Domain of unknown function (DUF4834)	33	64	0.0025	8.6	OG6102384
AnophelesatroparvusEBRO|AATE012020	30	303	PF00069.29	Pkinase	Protein kinase domain	3	258	3.9e-22	67.9	OG6102384
AnophelesatroparvusEBRO|AATE012020	1023	1062	PF00400.36	WD40	WD domain, G-beta repeat	2	39	1.3e-07	21.2	OG6102384
AnophelesatroparvusEBRO|AATE012020	28	257	PF07714.21	PK_Tyr_Ser-Thr	Protein tyrosine and serine/threonine kinase	1	209	1e-11	33.7	OG6102384
AnophelesatroparvusEBRO|AATE012020	439	467	PF02985.26	HEAT	HEAT repeat	0	28	1.1e-05	14.8	OG6102384
AnophelesatroparvusEBRO|AATE012020	437	463	PF13646.10	HEAT_2	HEAT repeats	29	55	0.011	5.2	OG6102384
AnophelesatroparvusEBRO|AATE012020	581	602	PF18511.5	F-box_5	F-box	2	23	0.00084	8.1	OG6102384
AnophelesatroparvusEBRO|AATE012020	425	471	PF12755.11	Vac14_Fab1_bd	Vacuolar 14 Fab1-binding region	13	59	0.00059	9.7	OG6102384
AnophelesatroparvusEBRO|AATE012020	627	670	PF12717.11	Cnd1	non-SMC mitotic condensation complex subunit 1	23	66	0.034	3.3	OG6102384
AnophelesfunestusFUMOZ|AFUN004702	29	303	PF00069.29	Pkinase	Protein kinase domain	2	258	1.7e-21	65.6	OG6102384
AnophelesfunestusFUMOZ|AFUN004702	1028	1068	PF00400.36	WD40	WD domain, G-beta repeat	1	39	3.8e-08	22.8	OG6102384
AnophelesfunestusFUMOZ|AFUN004702	27	252	PF07714.21	PK_Tyr_Ser-Thr	Protein tyrosine and serine/threonine kinase	0	204	5.7e-12	34.3	OG6102384
AnophelesfunestusFUMOZ|AFUN004702	437	465	PF02985.26	HEAT	HEAT repeat	0	28	4.5e-05	12.8	OG6102384
AnophelesfunestusFUMOZ|AFUN004702	419	463	PF13646.10	HEAT_2	HEAT repeats	18	57	0.017	4.5	OG6102384
AnophelesfunestusFUMOZ|AFUN004702	579	600	PF18511.5	F-box_5	F-box	2	23	0.00033	9.2	OG6102384
AnophelesfunestusFUMOZ|AFUN004702	1027	1084	PF20426.2	NBCH_WD40	Neurobeachin beta propeller domain	113	168	0.00013	9.7	OG6102384
AnophelesgambiaePEST|AGAP000602	29	303	PF00069.29	Pkinase	Protein kinase domain	2	258	8.3e-22	66.2	OG6102384
AnophelesgambiaePEST|AGAP000602	1026	1066	PF00400.36	WD40	WD domain, G-beta repeat	1	39	2.9e-07	19.5	OG6102384
AnophelesgambiaePEST|AGAP000602	27	206	PF07714.21	PK_Tyr_Ser-Thr	Protein tyrosine and serine/threonine kinase	0	180	8.8e-12	33.2	OG6102384
AnophelesgambiaePEST|AGAP000602	419	447	PF02985.26	HEAT	HEAT repeat	0	28	3.2e-05	12.8	OG6102384
AnophelesgambiaePEST|AGAP000602	561	581	PF18511.5	F-box_5	F-box	2	22	0.0011	7.1	OG6102384
AnophelesalbimanusSTECLA|AALB007781	526	559	PF03489.21	SapB_2	Saposin-like type B, region 2	1	34	4.7e-13	38.7	OG6102385
AnophelesalbimanusSTECLA|AALB007781	845	883	PF05184.19	SapB_1	Saposin-like type B, region 1	0	38	3.2e-14	42.3	OG6102385
AnophelesalbimanusSTECLA|AALB007781	138	214	PF20825.1	Saposin	Saposin-like domain	18	95	9e-09	25.0	OG6102385
AnophelesalbimanusSTECLA|AALB007781	76	108	PF02199.19	SapA	Saposin A-type domain	1	33	7.5e-19	57.1	OG6102385
AnophelesalbimanusSTECLA|AALB007781	707	786	PF21522.1	MreB-like_C	Archaeal actin homologue MreB-like, C-terminal	16	98	9.9e-05	12.6	OG6102385
AnophelesalbimanusSTECLA|AALB007781	85	149	PF17347.6	DUF5377	Family of unknown function (DUF5377)	12	73	0.0017	8.4	OG6102385
AnophelesalbimanusSTECLA|AALB007781	159	183	PF13513.10	HEAT_EZ	HEAT-like repeat	14	38	0.046	4.1	OG6102385
AnophelesalbimanusSTECLA|AALB007781	254	287	PF08146.16	BP28CT	BP28CT (NUC211) domain	84	117	0.0084	5.6	OG6102385
AnophelesalbimanusSTECLA|AALB007781	725	786	PF16289.9	PIN_12	PIN domain	39	109	0.00025	11.0	OG6102385
AnophelesalbimanusSTECLA|AALB007781	718	770	PF02840.19	Prp18	Prp18 domain	28	82	0.0066	6.1	OG6102385
AnophelesalbimanusSTECLA|AALB007781	728	789	PF19677.3	DUF6179	Family of unknown function (DUF6179)	201	265	0.00024	9.8	OG6102385
AnophelesatroparvusEBRO|AATE011792	728	765	PF05184.19	SapB_1	Saposin-like type B, region 1	0	37	6.8e-14	40.8	OG6102385
AnophelesatroparvusEBRO|AATE011792	528	561	PF03489.21	SapB_2	Saposin-like type B, region 2	1	34	8.5e-13	37.5	OG6102385
AnophelesatroparvusEBRO|AATE011792	131	201	PF20825.1	Saposin	Saposin-like domain	20	91	6.3e-08	21.9	OG6102385
AnophelesatroparvusEBRO|AATE011792	67	99	PF02199.19	SapA	Saposin A-type domain	1	33	5.1e-20	60.4	OG6102385
AnophelesatroparvusEBRO|AATE011792	727	763	PF02672.19	CP12	CP12 domain	22	58	0.00038	10.4	OG6102385
AnophelesatroparvusEBRO|AATE011792	733	768	PF03477.20	ATP-cone	ATP cone domain	38	73	0.0079	6.0	OG6102385
AnophelesatroparvusEBRO|AATE011792	891	930	PF11938.12	DUF3456	TLR4 regulator and MIR-interacting MSAP	107	145	0.002	7.6	OG6102385
AnophelesatroparvusEBRO|AATE011792	223	238	PF11781.12	zf-RRN7	Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7	17	32	0.00045	9.1	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	814	852	PF05184.19	SapB_1	Saposin-like type B, region 1	0	38	1.9e-14	42.9	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	490	523	PF03489.21	SapB_2	Saposin-like type B, region 2	1	34	1.9e-13	39.9	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	102	170	PF20825.1	Saposin	Saposin-like domain	18	87	1.3e-08	24.4	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	40	72	PF02199.19	SapA	Saposin A-type domain	1	33	1.8e-19	59.0	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	703	935	PF04286.16	DUF445	Protein of unknown function (DUF445)	107	325	9e-06	15.1	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	120	167	PF07911.17	DUF1677	Protein of unknown function (DUF1677)	1	45	3.8e-05	13.6	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	824	862	PF00745.24	GlutR_dimer	Glutamyl-tRNAGlu reductase, dimerisation domain	41	80	0.0091	5.9	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	713	734	PF03477.20	ATP-cone	ATP cone domain	13	33	0.017	5.2	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	700	753	PF11166.12	DUF2951	Protein of unknown function (DUF2951)	22	75	0.0017	8.1	OG6102385
AnophelesfunestusFUMOZ|AFUN010363	823	911	PF09820.13	AAA-ATPase_like	Predicted AAA-ATPase	105	190	0.0015	7.3	OG6102385
AnophelesgambiaePEST|AGAP001082	809	846	PF05184.19	SapB_1	Saposin-like type B, region 1	1	38	5.1e-15	45.1	OG6102385
AnophelesgambiaePEST|AGAP001082	727	760	PF03489.21	SapB_2	Saposin-like type B, region 2	1	34	2e-13	40.1	OG6102385
AnophelesgambiaePEST|AGAP001082	470	525	PF20825.1	Saposin	Saposin-like domain	20	77	2.8e-07	20.5	OG6102385
AnophelesgambiaePEST|AGAP001082	37	69	PF02199.19	SapA	Saposin A-type domain	1	33	1e-18	56.9	OG6102385
AnophelesgambiaePEST|AGAP001082	121	144	PF13513.10	HEAT_EZ	HEAT-like repeat	15	38	0.063	4.0	OG6102385
AnophelesgambiaePEST|AGAP001082	682	720	PF02672.19	CP12	CP12 domain	20	58	0.00025	11.7	OG6102385
AnophelesgambiaePEST|AGAP001082	693	746	PF11166.12	DUF2951	Protein of unknown function (DUF2951)	22	75	0.0011	9.1	OG6102385
AnophelesgambiaePEST|AGAP001082	665	734	PF09989.13	DUF2229	CoA enzyme activase uncharacterised domain (DUF2229)	108	169	0.00019	10.8	OG6102385
AnophelesgambiaePEST|AGAP001082	884	940	PF02840.19	Prp18	Prp18 domain	19	75	0.01	5.7	OG6102385
AnophelesgambiaePEST|AGAP001082	692	724	PF16717.9	RAC_head	Ribosome-associated complex head domain	55	88	0.0027	8.5	OG6102385
AnophelesgambiaePEST|AGAP001082	704	740	PF10819.12	DUF2564	Protein of unknown function (DUF2564)	38	74	0.018	5.3	OG6102385
AnophelesgambiaePEST|AGAP001082	557	597	PF12205.12	GIT1_C	G protein-coupled receptor kinase-interacting protein 1 C term	38	77	0.018	5.2	OG6102385
AnophelesgambiaePEST|AGAP001082	693	741	PF03646.19	FlaG	FlaG protein	16	64	0.001	9.1	OG6102385
AnophelesatroparvusEBRO|AATE019571	26	462	PF00266.23	Aminotran_5	Aminotransferase class-V	1	371	1.4e-21	64.5	OG6102414
AnophelesatroparvusEBRO|AATE019571	495	632	PF03476.20	MOSC_N	MOSC N-terminal beta barrel domain	2	117	3.2e-21	63.2	OG6102414
AnophelesatroparvusEBRO|AATE019571	654	785	PF03473.21	MOSC	MOSC domain	2	115	1.7e-12	35.3	OG6102414
AnophelesfunestusFUMOZ|AFUN003536	488	613	PF03476.20	MOSC_N	MOSC N-terminal beta barrel domain	2	118	4.8e-27	82.0	OG6102414
AnophelesfunestusFUMOZ|AFUN003536	27	451	PF00266.23	Aminotran_5	Aminotransferase class-V	1	371	2.9e-24	73.3	OG6102414
AnophelesfunestusFUMOZ|AFUN003536	634	752	PF03473.21	MOSC	MOSC domain	2	106	6.2e-12	33.5	OG6102414
AnophelesgambiaePEST|AGAP000555	484	609	PF03476.20	MOSC_N	MOSC N-terminal beta barrel domain	2	118	1e-26	80.9	OG6102414
AnophelesgambiaePEST|AGAP000555	26	452	PF00266.23	Aminotran_5	Aminotransferase class-V	1	371	4.8e-26	79.2	OG6102414
AnophelesgambiaePEST|AGAP000555	629	747	PF03473.21	MOSC	MOSC domain	1	103	1.3e-11	32.5	OG6102414
AnophelesalbimanusSTECLA|AALB006299	29	144	PF00179.30	UQ_con	Ubiquitin-conjugating enzyme	25	139	7.4e-43	131.7	OG6102420
AnophelesatroparvusEBRO|AATE009197	29	144	PF00179.30	UQ_con	Ubiquitin-conjugating enzyme	25	139	4.5e-42	129.2	OG6102420
AnophelesfunestusFUMOZ|AFUN010417	29	144	PF00179.30	UQ_con	Ubiquitin-conjugating enzyme	25	139	8.9e-43	131.5	OG6102420
AnophelesgambiaePEST|AGAP001068	29	144	PF00179.30	UQ_con	Ubiquitin-conjugating enzyme	25	139	7.4e-43	131.7	OG6102420
AnophelesatroparvusEBRO|AATE020617	97	258	PF00270.33	DEAD	DEAD/DEAH box helicase	5	166	1e-27	85.0	OG6102422
AnophelesatroparvusEBRO|AATE020617	447	568	PF00271.35	Helicase_C	Helicase conserved C-terminal domain	1	108	1.9e-25	77.5	OG6102422
AnophelesatroparvusEBRO|AATE020617	91	252	PF04851.19	ResIII	Type III restriction enzyme, res subunit	3	163	1.1e-23	72.1	OG6102422
AnophelesatroparvusEBRO|AATE020617	1161	1171	PF08182.15	Pedibin	Pedibin/Hym-346 family	22	32	0.008	4.4	OG6102422
AnophelesfunestusFUMOZ|AFUN002150	92	253	PF00270.33	DEAD	DEAD/DEAH box helicase	5	166	1.6e-27	84.7	OG6102422
AnophelesfunestusFUMOZ|AFUN002150	85	247	PF04851.19	ResIII	Type III restriction enzyme, res subunit	2	163	1e-23	72.5	OG6102422
AnophelesfunestusFUMOZ|AFUN002150	445	562	PF00271.35	Helicase_C	Helicase conserved C-terminal domain	4	108	1.1e-23	72.2	OG6102422
AnophelesfunestusFUMOZ|AFUN002150	186	231	PF13578.10	Methyltransf_24	Methyltransferase domain	50	95	0.0045	6.4	OG6102422
AnophelesfunestusFUMOZ|AFUN002150	168	218	PF00101.24	RuBisCO_small	Ribulose bisphosphate carboxylase, small chain	35	88	3.4e-05	12.4	OG6102422
AnophelesgambiaePEST|AGAP000169	444	564	PF00271.35	Helicase_C	Helicase conserved C-terminal domain	1	108	2.5e-26	79.9	OG6102422
AnophelesgambiaePEST|AGAP000169	71	248	PF00270.33	DEAD	DEAD/DEAH box helicase	2	166	1.4e-24	74.4	OG6102422
AnophelesgambiaePEST|AGAP000169	68	242	PF04851.19	ResIII	Type III restriction enzyme, res subunit	3	163	1.4e-21	64.8	OG6102422
AnophelesalbimanusSTECLA|AALB007749	374	428	PF03693.18	ParD_antitoxin	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH	10	64	0.00017	8.3	OG6102427
AnophelesalbimanusSTECLA|AALB007748	1291	1378	PF00595.28	PDZ	PDZ domain	1	81	1.6e-21	65.5	OG6102427
AnophelesalbimanusSTECLA|AALB007748	791	833	PF17820.5	PDZ_6	PDZ domain	1	41	7.3e-13	37.2	OG6102427
AnophelesalbimanusSTECLA|AALB007748	143	202	PF13855.10	LRR_8	Leucine rich repeat	0	61	2.1e-11	32.5	OG6102427
AnophelesalbimanusSTECLA|AALB007748	143	182	PF12799.11	LRR_4	Leucine Rich repeats (2 copies)	0	39	8.1e-09	24.6	OG6102427
AnophelesalbimanusSTECLA|AALB007748	782	829	PF13180.10	PDZ_2	PDZ domain	6	53	2.8e-09	26.3	OG6102427
AnophelesalbimanusSTECLA|AALB007748	29	51	PF00560.37	LRR_1	Leucine Rich Repeat	0	23	0.00053	9.5	OG6102427
AnophelesalbimanusSTECLA|AALB007748	119	200	PF14580.10	LRR_9	Leucine-rich repeat	40	123	1.3e-05	13.7	OG6102427
AnophelesatroparvusEBRO|AATE000188	693	780	PF00595.28	PDZ	PDZ domain	1	81	2.8e-22	66.8	OG6102427
AnophelesatroparvusEBRO|AATE000188	149	191	PF17820.5	PDZ_6	PDZ domain	1	41	3e-13	37.3	OG6102427
AnophelesatroparvusEBRO|AATE000188	140	185	PF13180.10	PDZ_2	PDZ domain	6	51	1.9e-09	25.6	OG6102427
AnophelesfunestusFUMOZ|AFUN020474	1204	1291	PF00595.28	PDZ	PDZ domain	1	81	2.6e-21	64.6	OG6102427
AnophelesfunestusFUMOZ|AFUN020474	697	742	PF17820.5	PDZ_6	PDZ domain	1	45	5.9e-13	37.3	OG6102427
AnophelesfunestusFUMOZ|AFUN020474	152	210	PF13855.10	LRR_8	Leucine rich repeat	1	61	2.8e-11	31.9	OG6102427
AnophelesfunestusFUMOZ|AFUN020474	60	100	PF12799.11	LRR_4	Leucine Rich repeats (2 copies)	1	40	1.9e-08	23.2	OG6102427
AnophelesfunestusFUMOZ|AFUN020474	688	736	PF13180.10	PDZ_2	PDZ domain	6	54	6.2e-09	24.9	OG6102427
AnophelesfunestusFUMOZ|AFUN020474	83	105	PF00560.37	LRR_1	Leucine Rich Repeat	0	23	0.0008	8.7	OG6102427
AnophelesgambiaePEST|AGAP029508	1131	1218	PF00595.28	PDZ	PDZ domain	1	81	4.2e-21	64.7	OG6102427
AnophelesgambiaePEST|AGAP029508	700	741	PF17820.5	PDZ_6	PDZ domain	1	40	1.6e-12	36.6	OG6102427
AnophelesgambiaePEST|AGAP029508	37	95	PF13855.10	LRR_8	Leucine rich repeat	1	61	6e-11	31.5	OG6102427
AnophelesgambiaePEST|AGAP029508	60	100	PF12799.11	LRR_4	Leucine Rich repeats (2 copies)	1	40	3.2e-08	23.2	OG6102427
AnophelesgambiaePEST|AGAP029508	691	737	PF13180.10	PDZ_2	PDZ domain	6	52	1.3e-08	24.6	OG6102427
AnophelesgambiaePEST|AGAP029508	83	105	PF00560.37	LRR_1	Leucine Rich Repeat	0	23	0.0013	8.8	OG6102427
AnophelesgambiaePEST|AGAP029508	2481	2546	PF07500.18	TFIIS_M	Transcription factor S-II (TFIIS), central domain	44	112	3.3e-05	13.8	OG6102427
AnophelesgambiaePEST|AGAP029508	2714	2755	PF06933.15	SSP160	Special lobe-specific silk protein SSP160	661	702	0.0017	5.9	OG6102427
AnophelesgambiaePEST|AGAP029508	2707	2754	PF10479.13	BLTP1_C	Bridge-like lipid transfer protein family member 1, C-terminal	538	590	0.0034	4.6	OG6102427
AnophelesgambiaePEST|AGAP029508	83	97	PF13516.10	LRR_6	Leucine Rich repeat	3	17	0.0024	7.6	OG6102427
AnophelesfunestusFUMOZ|AFUN006966	35	106	PF00076.26	RRM_1	RNA recognition motif	0	70	2.7e-24	73.7	OG6102431
AnophelesfunestusFUMOZ|AFUN006966	32	93	PF16367.9	RRM_7	RNA recognition motif	0	67	1.7e-09	26.4	OG6102431
AnophelesfunestusFUMOZ|AFUN006966	28	108	PF13893.10	RRM_5	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	21	97	2.5e-07	19.2	OG6102431
AnophelesfunestusFUMOZ|AFUN006966	33	87	PF14605.10	Nup35_RRM_2	Nup53/35/40-type RNA recognition motif	1	48	3.8e-05	12.4	OG6102431
AnophelesfunestusFUMOZ|AFUN006966	30	98	PF05172.17	Nup35_RRM	Nup53/35/40-type RNA recognition motif	4	65	6.8e-05	11.6	OG6102431
AnophelesfunestusFUMOZ|AFUN006966	49	104	PF07013.15	DUF1314	Protein of unknown function (DUF1314)	33	91	7.4e-05	11.4	OG6102431
AnophelesgambiaePEST|AGAP000977	35	106	PF00076.26	RRM_1	RNA recognition motif	0	70	6.5e-25	75.7	OG6102431
AnophelesgambiaePEST|AGAP000977	32	93	PF16367.9	RRM_7	RNA recognition motif	0	67	4.3e-11	31.5	OG6102431
AnophelesgambiaePEST|AGAP000977	28	108	PF13893.10	RRM_5	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	21	97	7.5e-08	20.9	OG6102431
AnophelesgambiaePEST|AGAP000977	33	87	PF14605.10	Nup35_RRM_2	Nup53/35/40-type RNA recognition motif	1	48	5.6e-06	15.0	OG6102431
AnophelesgambiaePEST|AGAP000977	28	93	PF05172.17	Nup35_RRM	Nup53/35/40-type RNA recognition motif	2	61	8.7e-06	14.5	OG6102431
AnophelesgambiaePEST|AGAP000977	51	105	PF07013.15	DUF1314	Protein of unknown function (DUF1314)	35	92	7e-05	11.5	OG6102431
AnophelesatroparvusEBRO|AATE011784	73	107	PF00400.36	WD40	WD domain, G-beta repeat	5	39	8.3e-11	31.5	OG6102432
AnophelesatroparvusEBRO|AATE011784	79	110	PF12894.11	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	38	69	3.2e-05	13.5	OG6102432
AnophelesatroparvusEBRO|AATE011784	81	123	PF20426.2	NBCH_WD40	Neurobeachin beta propeller domain	126	168	0.00031	8.8	OG6102432
AnophelesatroparvusEBRO|AATE011784	9	99	PF08662.15	eIF2A	Eukaryotic translation initiation factor eIF2A	74	163	7.5e-05	11.9	OG6102432
AnophelesatroparvusEBRO|AATE011784	143	196	PF00930.25	DPPIV_N	Dipeptidyl peptidase IV (DPP IV) N-terminal region	22	73	0.00089	7.2	OG6102432
AnophelesatroparvusEBRO|AATE011784	39	190	PF17005.9	WD40_like	WD40-like domain	1	134	9.4e-06	14.4	OG6102432
AnophelesatroparvusEBRO|AATE011784	87	120	PF08801.15	Nucleoporin_N	Nup133 N terminal like	210	244	0.0016	6.4	OG6102432
AnophelesatroparvusEBRO|AATE011784	103	154	PF20641.1	TAF1C_beta-prop	TAF1C, beta-propeller	9	62	9.6e-05	11.6	OG6102432
AnophelesatroparvusEBRO|AATE011784	58	111	PF02239.20	Cytochrom_D1	Cytochrome D1 heme domain	14	67	0.00025	8.8	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	70	107	PF00400.36	WD40	WD domain, G-beta repeat	2	39	1.4e-10	31.0	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	77	110	PF12894.11	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	36	69	4.5e-05	13.2	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	263	296	PF16529.9	Ge1_WD40	WD40 region of Ge1, enhancer of mRNA-decapping protein	189	222	0.0022	6.4	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	7	41	PF20426.2	NBCH_WD40	Neurobeachin beta propeller domain	135	170	0.00061	8.0	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	10	100	PF08662.15	eIF2A	Eukaryotic translation initiation factor eIF2A	75	164	0.0001	11.6	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	270	294	PF11715.12	Nup160	Nucleoporin Nup120/160	234	258	0.00098	7.3	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	30	185	PF04053.18	Coatomer_WDAD	Coatomer WD associated region	23	164	2.2e-05	12.9	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	268	300	PF14783.10	BBS2_Mid	Ciliary BBSome complex subunit 2, middle region	6	39	0.014	5.0	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	103	154	PF20641.1	TAF1C_beta-prop	TAF1C, beta-propeller	9	62	0.00018	10.9	OG6102432
AnophelesfunestusFUMOZ|AFUN008059	199	234	PF15780.9	ASH	Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin	46	81	0.00018	11.2	OG6102432
AnophelesgambiaePEST|AGAP001036	74	107	PF00400.36	WD40	WD domain, G-beta repeat	6	39	2.6e-11	32.9	OG6102432
AnophelesgambiaePEST|AGAP001036	77	111	PF12894.11	ANAPC4_WD40	Anaphase-promoting complex subunit 4 WD40 domain	36	70	9.5e-06	15.0	OG6102432
AnophelesgambiaePEST|AGAP001036	8	59	PF20426.2	NBCH_WD40	Neurobeachin beta propeller domain	136	189	4.8e-05	11.3	OG6102432
AnophelesgambiaePEST|AGAP001036	9	100	PF08662.15	eIF2A	Eukaryotic translation initiation factor eIF2A	74	164	5.9e-05	12.1	OG6102432
AnophelesgambiaePEST|AGAP001036	9	103	PF14783.10	BBS2_Mid	Ciliary BBSome complex subunit 2, middle region	13	105	0.0015	7.9	OG6102432
AnophelesgambiaePEST|AGAP001036	30	185	PF04053.18	Coatomer_WDAD	Coatomer WD associated region	23	164	3.4e-05	12.0	OG6102432
AnophelesgambiaePEST|AGAP001036	55	110	PF02239.20	Cytochrom_D1	Cytochrome D1 heme domain	11	66	0.00056	7.5	OG6102432
AnophelesgambiaePEST|AGAP001036	194	232	PF15780.9	ASH	Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin	41	79	0.00013	11.4	OG6102432
AnophelesalbimanusSTECLA|AALB006319	334	371	PF01839.27	FG-GAP	FG-GAP repeat	0	37	1.2e-13	38.5	OG6102503
AnophelesalbimanusSTECLA|AALB006319	342	413	PF13517.10	FG-GAP_3	FG-GAP-like repeat	0	60	1e-10	29.9	OG6102503
