# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesatroparvusEBRO.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa
4	4	0.332	AnophelesalbimanusSTECLA|AALB006480	AnophelesatroparvusEBRO|AATE021082	AnophelesfunestusFUMOZ|AFUN005701	AnophelesgambiaePEST|AGAP001043
4	4	0.332	AnophelesalbimanusSTECLA|AALB006482	AnophelesatroparvusEBRO|AATE008311	AnophelesfunestusFUMOZ|AFUN005735	AnophelesgambiaePEST|AGAP000387
4	4	0.332	AnophelesalbimanusSTECLA|AALB006483	AnophelesatroparvusEBRO|AATE011486	AnophelesfunestusFUMOZ|AFUN006687	AnophelesgambiaePEST|AGAP000924
4	4	0.332	AnophelesalbimanusSTECLA|AALB006487	AnophelesatroparvusEBRO|AATE015944	AnophelesfunestusFUMOZ|AFUN003911	AnophelesgambiaePEST|AGAP000218
4	4	0.332	AnophelesalbimanusSTECLA|AALB006488	AnophelesatroparvusEBRO|AATE014257	AnophelesfunestusFUMOZ|AFUN003910	AnophelesgambiaePEST|AGAP000219
4	4	0.332	AnophelesalbimanusSTECLA|AALB006489	AnophelesatroparvusEBRO|AATE011614	AnophelesfunestusFUMOZ|AFUN003909	AnophelesgambiaePEST|AGAP000220
4	4	0.332	AnophelesalbimanusSTECLA|AALB006490	AnophelesatroparvusEBRO|AATE003983	AnophelesfunestusFUMOZ|AFUN021578	AnophelesgambiaePEST|AGAP000757
4	4	0.332	AnophelesalbimanusSTECLA|AALB006493	AnophelesatroparvusEBRO|AATE001608	AnophelesfunestusFUMOZ|AFUN003540	AnophelesgambiaePEST|AGAP000551
4	4	0.332	AnophelesalbimanusSTECLA|AALB006494	AnophelesatroparvusEBRO|AATE017423	AnophelesfunestusFUMOZ|AFUN003541	AnophelesgambiaePEST|AGAP000550
4	4	0.332	AnophelesalbimanusSTECLA|AALB006495	AnophelesatroparvusEBRO|AATE010496	AnophelesfunestusFUMOZ|AFUN005750	AnophelesgambiaePEST|AGAP000377
4	4	0.332	AnophelesalbimanusSTECLA|AALB006496	AnophelesatroparvusEBRO|AATE003136	AnophelesfunestusFUMOZ|AFUN000206	AnophelesgambiaePEST|AGAP000019
4	4	0.332	AnophelesalbimanusSTECLA|AALB006497	AnophelesatroparvusEBRO|AATE019374	AnophelesfunestusFUMOZ|AFUN006823	AnophelesgambiaePEST|AGAP000648
4	4	0.332	AnophelesalbimanusSTECLA|AALB006498	AnophelesatroparvusEBRO|AATE006791	AnophelesfunestusFUMOZ|AFUN006822	AnophelesgambiaePEST|AGAP000649
4	4	0.332	AnophelesalbimanusSTECLA|AALB006499	AnophelesatroparvusEBRO|AATE001911	AnophelesfunestusFUMOZ|AFUN003906	AnophelesgambiaePEST|AGAP000223
4	4	0.332	AnophelesalbimanusSTECLA|AALB006502	AnophelesatroparvusEBRO|AATE013887	AnophelesfunestusFUMOZ|AFUN019885	AnophelesgambiaePEST|AGAP000225
4	4	0.332	AnophelesalbimanusSTECLA|AALB006505	AnophelesatroparvusEBRO|AATE010147	AnophelesfunestusFUMOZ|AFUN015727	AnophelesgambiaePEST|AGAP000228
4	4	0.332	AnophelesalbimanusSTECLA|AALB006506	AnophelesatroparvusEBRO|AATE016954	AnophelesfunestusFUMOZ|AFUN003900	AnophelesgambiaePEST|AGAP000230
4	4	0.332	AnophelesalbimanusSTECLA|AALB006507	AnophelesatroparvusEBRO|AATE014541	AnophelesfunestusFUMOZ|AFUN003899	AnophelesgambiaePEST|AGAP012975
4	4	0.332	AnophelesalbimanusSTECLA|AALB006508	AnophelesatroparvusEBRO|AATE016007	AnophelesfunestusFUMOZ|AFUN020855	AnophelesgambiaePEST|AGAP000232
4	4	0.332	AnophelesalbimanusSTECLA|AALB006510	AnophelesatroparvusEBRO|AATE021012	AnophelesfunestusFUMOZ|AFUN003895	AnophelesgambiaePEST|AGAP000233
4	4	0.332	AnophelesalbimanusSTECLA|AALB006513	AnophelesatroparvusEBRO|AATE010406	AnophelesfunestusFUMOZ|AFUN003892	AnophelesgambiaePEST|AGAP000234
4	4	0.332	AnophelesalbimanusSTECLA|AALB006514	AnophelesatroparvusEBRO|AATE008674	AnophelesfunestusFUMOZ|AFUN020548	AnophelesgambiaePEST|AGAP000235
4	4	0.332	AnophelesalbimanusSTECLA|AALB006516	AnophelesatroparvusEBRO|AATE001768	AnophelesfunestusFUMOZ|AFUN008406	AnophelesgambiaePEST|AGAP000237
4	4	0.332	AnophelesalbimanusSTECLA|AALB006517	AnophelesatroparvusEBRO|AATE013154	AnophelesfunestusFUMOZ|AFUN008407	AnophelesgambiaePEST|AGAP000238
4	4	0.332	AnophelesalbimanusSTECLA|AALB006519	AnophelesatroparvusEBRO|AATE003063	AnophelesfunestusFUMOZ|AFUN005725	AnophelesgambiaePEST|AGAP000396
4	4	0.332	AnophelesalbimanusSTECLA|AALB006520	AnophelesatroparvusEBRO|AATE017541	AnophelesfunestusFUMOZ|AFUN020378	AnophelesgambiaePEST|AGAP013158
4	4	0.332	AnophelesalbimanusSTECLA|AALB006522	AnophelesatroparvusEBRO|AATE003330	AnophelesfunestusFUMOZ|AFUN003549	AnophelesgambiaePEST|AGAP000543
4	4	0.332	AnophelesalbimanusSTECLA|AALB006523	AnophelesatroparvusEBRO|AATE018803	AnophelesfunestusFUMOZ|AFUN003548	AnophelesgambiaePEST|AGAP000544
4	4	0.332	AnophelesalbimanusSTECLA|AALB006524	AnophelesatroparvusEBRO|AATE000299	AnophelesfunestusFUMOZ|AFUN003547	AnophelesgambiaePEST|AGAP000545
4	4	0.332	AnophelesalbimanusSTECLA|AALB006525	AnophelesatroparvusEBRO|AATE000878	AnophelesfunestusFUMOZ|AFUN020875	AnophelesgambiaePEST|AGAP000240
4	4	0.332	AnophelesalbimanusSTECLA|AALB006526	AnophelesatroparvusEBRO|AATE014253	AnophelesfunestusFUMOZ|AFUN008411	AnophelesgambiaePEST|AGAP000241
4	4	0.332	AnophelesalbimanusSTECLA|AALB006527	AnophelesatroparvusEBRO|AATE006100	AnophelesfunestusFUMOZ|AFUN008412	AnophelesgambiaePEST|AGAP000242
4	4	0.332	AnophelesalbimanusSTECLA|AALB006528	AnophelesatroparvusEBRO|AATE016009	AnophelesfunestusFUMOZ|AFUN004701	AnophelesgambiaePEST|AGAP013348
4	4	0.332	AnophelesalbimanusSTECLA|AALB006529	AnophelesatroparvusEBRO|AATE012020	AnophelesfunestusFUMOZ|AFUN004702	AnophelesgambiaePEST|AGAP000602
4	4	0.332	AnophelesalbimanusSTECLA|AALB006530	AnophelesatroparvusEBRO|AATE011508	AnophelesfunestusFUMOZ|AFUN004703	AnophelesgambiaePEST|AGAP000603
4	4	0.332	AnophelesalbimanusSTECLA|AALB006531	AnophelesatroparvusEBRO|AATE014810	AnophelesfunestusFUMOZ|AFUN004704	AnophelesgambiaePEST|AGAP000604
4	4	0.332	AnophelesalbimanusSTECLA|AALB006532	AnophelesatroparvusEBRO|AATE018249	AnophelesfunestusFUMOZ|AFUN004706	AnophelesgambiaePEST|AGAP000605
4	4	0.332	AnophelesalbimanusSTECLA|AALB006538	AnophelesatroparvusEBRO|AATE010589	AnophelesfunestusFUMOZ|AFUN006688	AnophelesgambiaePEST|AGAP000923
4	4	0.332	AnophelesalbimanusSTECLA|AALB006542	AnophelesatroparvusEBRO|AATE011884	AnophelesfunestusFUMOZ|AFUN007556	AnophelesgambiaePEST|AGAP000824
4	4	0.332	AnophelesalbimanusSTECLA|AALB006549	AnophelesatroparvusEBRO|AATE012728	AnophelesfunestusFUMOZ|AFUN000200	AnophelesgambiaePEST|AGAP000028
4	4	0.332	AnophelesalbimanusSTECLA|AALB006551	AnophelesatroparvusEBRO|AATE013372	AnophelesfunestusFUMOZ|AFUN007328	AnophelesgambiaePEST|AGAP000313
4	4	0.332	AnophelesalbimanusSTECLA|AALB006554	AnophelesatroparvusEBRO|AATE009094	AnophelesfunestusFUMOZ|AFUN007326	AnophelesgambiaePEST|AGAP000316
4	4	0.332	AnophelesalbimanusSTECLA|AALB006555	AnophelesatroparvusEBRO|AATE017564	AnophelesfunestusFUMOZ|AFUN020503	AnophelesgambiaePEST|AGAP000317
4	4	0.332	AnophelesalbimanusSTECLA|AALB006556	AnophelesatroparvusEBRO|AATE002162	AnophelesfunestusFUMOZ|AFUN007323	AnophelesgambiaePEST|AGAP000319
4	4	0.332	AnophelesalbimanusSTECLA|AALB006562	AnophelesatroparvusEBRO|AATE014786	AnophelesfunestusFUMOZ|AFUN006815	AnophelesgambiaePEST|AGAP000654
4	4	0.332	AnophelesalbimanusSTECLA|AALB006563	AnophelesatroparvusEBRO|AATE016830	AnophelesfunestusFUMOZ|AFUN006816	AnophelesgambiaePEST|AGAP000655
4	4	0.332	AnophelesalbimanusSTECLA|AALB006564	AnophelesatroparvusEBRO|AATE001099	AnophelesfunestusFUMOZ|AFUN003887	AnophelesgambiaePEST|AGAP000154
4	4	0.332	AnophelesalbimanusSTECLA|AALB006566	AnophelesatroparvusEBRO|AATE010654	AnophelesfunestusFUMOZ|AFUN021598	AnophelesgambiaePEST|AGAP000398
4	4	0.332	AnophelesalbimanusSTECLA|AALB006567	AnophelesatroparvusEBRO|AATE006286	AnophelesfunestusFUMOZ|AFUN007335	AnophelesgambiaePEST|AGAP000309
4	4	0.332	AnophelesalbimanusSTECLA|AALB006569	AnophelesatroparvusEBRO|AATE018660	AnophelesfunestusFUMOZ|AFUN008068	AnophelesgambiaePEST|AGAP001032
4	4	0.332	AnophelesalbimanusSTECLA|AALB006570	AnophelesatroparvusEBRO|AATE004104	AnophelesfunestusFUMOZ|AFUN006839	AnophelesgambiaePEST|AGAP000422
4	4	0.332	AnophelesalbimanusSTECLA|AALB006572	AnophelesatroparvusEBRO|AATE015902	AnophelesfunestusFUMOZ|AFUN007594	AnophelesgambiaePEST|AGAP000445
4	4	0.332	AnophelesalbimanusSTECLA|AALB006576	AnophelesatroparvusEBRO|AATE001429	AnophelesfunestusFUMOZ|AFUN007600	AnophelesgambiaePEST|AGAP000452
4	4	0.332	AnophelesalbimanusSTECLA|AALB006578	AnophelesatroparvusEBRO|AATE011836	AnophelesfunestusFUMOZ|AFUN007597	AnophelesgambiaePEST|AGAP000448
4	4	0.332	AnophelesalbimanusSTECLA|AALB006579	AnophelesatroparvusEBRO|AATE002978	AnophelesfunestusFUMOZ|AFUN002130	AnophelesgambiaePEST|AGAP000191
4	4	0.332	AnophelesalbimanusSTECLA|AALB006581	AnophelesatroparvusEBRO|AATE007220	AnophelesfunestusFUMOZ|AFUN020612	AnophelesgambiaePEST|AGAP000255
4	4	0.332	AnophelesalbimanusSTECLA|AALB006586	AnophelesatroparvusEBRO|AATE015344	AnophelesfunestusFUMOZ|AFUN007541	AnophelesgambiaePEST|AGAP000214
4	4	0.332	AnophelesalbimanusSTECLA|AALB006589	AnophelesatroparvusEBRO|AATE008704	AnophelesfunestusFUMOZ|AFUN007544	AnophelesgambiaePEST|AGAP000209
4	4	0.332	AnophelesalbimanusSTECLA|AALB006591	AnophelesatroparvusEBRO|AATE004555	AnophelesfunestusFUMOZ|AFUN008145	AnophelesgambiaePEST|AGAP000620
4	4	0.332	AnophelesalbimanusSTECLA|AALB006594	AnophelesatroparvusEBRO|AATE019899	AnophelesfunestusFUMOZ|AFUN006695	AnophelesgambiaePEST|AGAP000911
4	4	0.332	AnophelesalbimanusSTECLA|AALB006595	AnophelesatroparvusEBRO|AATE014147	AnophelesfunestusFUMOZ|AFUN016312	AnophelesgambiaePEST|AGAP000912
4	4	0.332	AnophelesalbimanusSTECLA|AALB006596	AnophelesatroparvusEBRO|AATE005927	AnophelesfunestusFUMOZ|AFUN007585	AnophelesgambiaePEST|AGAP000436
4	4	0.332	AnophelesalbimanusSTECLA|AALB006600	AnophelesatroparvusEBRO|AATE006938	AnophelesfunestusFUMOZ|AFUN007588	AnophelesgambiaePEST|AGAP000438
4	4	0.332	AnophelesalbimanusSTECLA|AALB006602	AnophelesatroparvusEBRO|AATE006728	AnophelesfunestusFUMOZ|AFUN005698	AnophelesgambiaePEST|AGAP000470
4	4	0.332	AnophelesalbimanusSTECLA|AALB006607	AnophelesatroparvusEBRO|AATE016682	AnophelesfunestusFUMOZ|AFUN007583	AnophelesgambiaePEST|AGAP000433
4	4	0.332	AnophelesalbimanusSTECLA|AALB006608	AnophelesatroparvusEBRO|AATE011983	AnophelesfunestusFUMOZ|AFUN004688	AnophelesgambiaePEST|AGAP000046
4	4	0.332	AnophelesalbimanusSTECLA|AALB006614	AnophelesatroparvusEBRO|AATE013103	AnophelesfunestusFUMOZ|AFUN021095	AnophelesgambiaePEST|AGAP000095
4	4	0.332	AnophelesalbimanusSTECLA|AALB006617	AnophelesatroparvusEBRO|AATE014011	AnophelesfunestusFUMOZ|AFUN001742	AnophelesgambiaePEST|AGAP000091
4	4	0.332	AnophelesalbimanusSTECLA|AALB006618	AnophelesatroparvusEBRO|AATE019112	AnophelesfunestusFUMOZ|AFUN001743	AnophelesgambiaePEST|AGAP000090
4	4	0.332	AnophelesalbimanusSTECLA|AALB006623	AnophelesatroparvusEBRO|AATE011791	AnophelesfunestusFUMOZ|AFUN001751	AnophelesgambiaePEST|AGAP000081
4	4	0.332	AnophelesalbimanusSTECLA|AALB006624	AnophelesatroparvusEBRO|AATE000851	AnophelesfunestusFUMOZ|AFUN005713	AnophelesgambiaePEST|AGAP000286
4	4	0.332	AnophelesalbimanusSTECLA|AALB006625	AnophelesatroparvusEBRO|AATE005789	AnophelesfunestusFUMOZ|AFUN000262	AnophelesgambiaePEST|AGAP000249
4	4	0.332	AnophelesalbimanusSTECLA|AALB006626	AnophelesatroparvusEBRO|AATE020883	AnophelesfunestusFUMOZ|AFUN000263	AnophelesgambiaePEST|AGAP000247
4	4	0.332	AnophelesalbimanusSTECLA|AALB006628	AnophelesatroparvusEBRO|AATE011338	AnophelesfunestusFUMOZ|AFUN015771	AnophelesgambiaePEST|AGAP000246
4	4	0.332	AnophelesalbimanusSTECLA|AALB006629	AnophelesatroparvusEBRO|AATE014495	AnophelesfunestusFUMOZ|AFUN011558	AnophelesgambiaePEST|AGAP000078
4	4	0.332	AnophelesalbimanusSTECLA|AALB006631	AnophelesatroparvusEBRO|AATE001073	AnophelesfunestusFUMOZ|AFUN011560	AnophelesgambiaePEST|AGAP000076
4	4	0.332	AnophelesalbimanusSTECLA|AALB006633	AnophelesatroparvusEBRO|AATE019647	AnophelesfunestusFUMOZ|AFUN022305	AnophelesgambiaePEST|AGAP000075
4	4	0.332	AnophelesalbimanusSTECLA|AALB006634	AnophelesatroparvusEBRO|AATE007386	AnophelesfunestusFUMOZ|AFUN022304	AnophelesgambiaePEST|AGAP013356
4	4	0.332	AnophelesalbimanusSTECLA|AALB006635	AnophelesatroparvusEBRO|AATE016997	AnophelesfunestusFUMOZ|AFUN011563	AnophelesgambiaePEST|AGAP000074
4	4	0.332	AnophelesalbimanusSTECLA|AALB006636	AnophelesatroparvusEBRO|AATE013063	AnophelesfunestusFUMOZ|AFUN011564	AnophelesgambiaePEST|AGAP013127
4	4	0.332	AnophelesalbimanusSTECLA|AALB006637	AnophelesatroparvusEBRO|AATE008442	AnophelesfunestusFUMOZ|AFUN011565	AnophelesgambiaePEST|AGAP000073
4	4	0.332	AnophelesalbimanusSTECLA|AALB006638	AnophelesatroparvusEBRO|AATE009980	AnophelesfunestusFUMOZ|AFUN011566	AnophelesgambiaePEST|AGAP000070
4	4	0.332	AnophelesalbimanusSTECLA|AALB006639	AnophelesatroparvusEBRO|AATE008268	AnophelesfunestusFUMOZ|AFUN011567	AnophelesgambiaePEST|AGAP007278
4	4	0.332	AnophelesalbimanusSTECLA|AALB006641	AnophelesatroparvusEBRO|AATE021170	AnophelesfunestusFUMOZ|AFUN020250	AnophelesgambiaePEST|AGAP029985
4	4	0.332	AnophelesalbimanusSTECLA|AALB006643	AnophelesatroparvusEBRO|AATE014626	AnophelesfunestusFUMOZ|AFUN011570	AnophelesgambiaePEST|AGAP000067
4	4	0.332	AnophelesalbimanusSTECLA|AALB006656	AnophelesatroparvusEBRO|AATE007156	AnophelesfunestusFUMOZ|AFUN007559	AnophelesgambiaePEST|AGAP000830
4	4	0.332	AnophelesalbimanusSTECLA|AALB006657	AnophelesatroparvusEBRO|AATE016467	AnophelesfunestusFUMOZ|AFUN021785	AnophelesgambiaePEST|AGAP000829
4	4	0.332	AnophelesalbimanusSTECLA|AALB006658	AnophelesatroparvusEBRO|AATE011801	AnophelesfunestusFUMOZ|AFUN007557	AnophelesgambiaePEST|AGAP000825
4	4	0.332	AnophelesalbimanusSTECLA|AALB006659	AnophelesatroparvusEBRO|AATE011780	AnophelesfunestusFUMOZ|AFUN005695	AnophelesgambiaePEST|AGAP000467
4	4	0.332	AnophelesalbimanusSTECLA|AALB006662	AnophelesatroparvusEBRO|AATE007017	AnophelesfunestusFUMOZ|AFUN005748	AnophelesgambiaePEST|AGAP000380
4	4	0.332	AnophelesalbimanusSTECLA|AALB006668	AnophelesatroparvusEBRO|AATE019760	AnophelesfunestusFUMOZ|AFUN020051	AnophelesgambiaePEST|AGAP013021
4	4	0.332	AnophelesalbimanusSTECLA|AALB006670	AnophelesatroparvusEBRO|AATE018068	AnophelesfunestusFUMOZ|AFUN011468	AnophelesgambiaePEST|AGAP013084
4	4	0.332	AnophelesalbimanusSTECLA|AALB006672	AnophelesatroparvusEBRO|AATE009941	AnophelesfunestusFUMOZ|AFUN011471	AnophelesgambiaePEST|AGAP013464
4	4	0.332	AnophelesalbimanusSTECLA|AALB006673	AnophelesatroparvusEBRO|AATE006348	AnophelesfunestusFUMOZ|AFUN011472	AnophelesgambiaePEST|AGAP000697
4	4	0.332	AnophelesalbimanusSTECLA|AALB006674	AnophelesatroparvusEBRO|AATE020065	AnophelesfunestusFUMOZ|AFUN011473	AnophelesgambiaePEST|AGAP000698
4	4	0.332	AnophelesalbimanusSTECLA|AALB006675	AnophelesatroparvusEBRO|AATE012954	AnophelesfunestusFUMOZ|AFUN011474	AnophelesgambiaePEST|AGAP000699
4	4	0.332	AnophelesalbimanusSTECLA|AALB006677	AnophelesatroparvusEBRO|AATE009010	AnophelesfunestusFUMOZ|AFUN010419	AnophelesgambiaePEST|AGAP001070
4	4	0.332	AnophelesalbimanusSTECLA|AALB006678	AnophelesatroparvusEBRO|AATE005905	AnophelesfunestusFUMOZ|AFUN000228	AnophelesgambiaePEST|AGAP000850
4	4	0.332	AnophelesalbimanusSTECLA|AALB006679	AnophelesatroparvusEBRO|AATE005125	AnophelesfunestusFUMOZ|AFUN000231	AnophelesgambiaePEST|AGAP000853
4	4	0.332	AnophelesalbimanusSTECLA|AALB006680	AnophelesatroparvusEBRO|AATE017443	AnophelesfunestusFUMOZ|AFUN000232	AnophelesgambiaePEST|AGAP000854
4	4	0.332	AnophelesalbimanusSTECLA|AALB006682	AnophelesatroparvusEBRO|AATE008218	AnophelesfunestusFUMOZ|AFUN020006	AnophelesgambiaePEST|AGAP000461
4	4	0.332	AnophelesalbimanusSTECLA|AALB006685	AnophelesatroparvusEBRO|AATE010226	AnophelesfunestusFUMOZ|AFUN011456	AnophelesgambiaePEST|AGAP000685
4	4	0.332	AnophelesalbimanusSTECLA|AALB006686	AnophelesatroparvusEBRO|AATE004124	AnophelesfunestusFUMOZ|AFUN021863	AnophelesgambiaePEST|AGAP013251
4	4	0.332	AnophelesalbimanusSTECLA|AALB006690	AnophelesatroparvusEBRO|AATE004201	AnophelesfunestusFUMOZ|AFUN020026	AnophelesgambiaePEST|AGAP000998
4	4	0.332	AnophelesalbimanusSTECLA|AALB006692	AnophelesatroparvusEBRO|AATE019956	AnophelesfunestusFUMOZ|AFUN006253	AnophelesgambiaePEST|AGAP000951
4	4	0.332	AnophelesalbimanusSTECLA|AALB006693	AnophelesatroparvusEBRO|AATE011758	AnophelesfunestusFUMOZ|AFUN000220	AnophelesgambiaePEST|AGAP000844
4	4	0.332	AnophelesalbimanusSTECLA|AALB006694	AnophelesatroparvusEBRO|AATE015443	AnophelesfunestusFUMOZ|AFUN000219	AnophelesgambiaePEST|AGAP000843
4	4	0.332	AnophelesalbimanusSTECLA|AALB006695	AnophelesatroparvusEBRO|AATE001024	AnophelesfunestusFUMOZ|AFUN020936	AnophelesgambiaePEST|AGAP000842
4	4	0.332	AnophelesalbimanusSTECLA|AALB006696	AnophelesatroparvusEBRO|AATE017983	AnophelesfunestusFUMOZ|AFUN005729	AnophelesgambiaePEST|AGAP000393
4	4	0.332	AnophelesalbimanusSTECLA|AALB006697	AnophelesatroparvusEBRO|AATE017697	AnophelesfunestusFUMOZ|AFUN005730	AnophelesgambiaePEST|AGAP000392
4	4	0.332	AnophelesalbimanusSTECLA|AALB006698	AnophelesatroparvusEBRO|AATE016572	AnophelesfunestusFUMOZ|AFUN005728	AnophelesgambiaePEST|AGAP000394
4	4	0.332	AnophelesalbimanusSTECLA|AALB006702	AnophelesatroparvusEBRO|AATE007139	AnophelesfunestusFUMOZ|AFUN008158	AnophelesgambiaePEST|AGAP000491
4	4	0.332	AnophelesalbimanusSTECLA|AALB006706	AnophelesatroparvusEBRO|AATE017200	AnophelesfunestusFUMOZ|AFUN010392	AnophelesgambiaePEST|AGAP000112
4	4	0.332	AnophelesalbimanusSTECLA|AALB006708	AnophelesatroparvusEBRO|AATE017124	AnophelesfunestusFUMOZ|AFUN010388	AnophelesgambiaePEST|AGAP000109
4	4	0.332	AnophelesalbimanusSTECLA|AALB006709	AnophelesatroparvusEBRO|AATE006554	AnophelesfunestusFUMOZ|AFUN020172	AnophelesgambiaePEST|AGAP000106
4	4	0.332	AnophelesalbimanusSTECLA|AALB006718	AnophelesatroparvusEBRO|AATE020982	AnophelesfunestusFUMOZ|AFUN002257	AnophelesgambiaePEST|AGAP000897
4	4	0.332	AnophelesalbimanusSTECLA|AALB006720	AnophelesatroparvusEBRO|AATE010080	AnophelesfunestusFUMOZ|AFUN003864	AnophelesgambiaePEST|AGAP000341
4	4	0.332	AnophelesalbimanusSTECLA|AALB006724	AnophelesatroparvusEBRO|AATE012835	AnophelesfunestusFUMOZ|AFUN020492	AnophelesgambiaePEST|AGAP000870
4	4	0.332	AnophelesalbimanusSTECLA|AALB006726	AnophelesatroparvusEBRO|AATE015114	AnophelesfunestusFUMOZ|AFUN006990	AnophelesgambiaePEST|AGAP000739
4	4	0.332	AnophelesalbimanusSTECLA|AALB006728	AnophelesatroparvusEBRO|AATE013806	AnophelesfunestusFUMOZ|AFUN010430	AnophelesgambiaePEST|AGAP001091
4	4	0.332	AnophelesalbimanusSTECLA|AALB006729	AnophelesatroparvusEBRO|AATE017375	AnophelesfunestusFUMOZ|AFUN010431	AnophelesgambiaePEST|AGAP001093
4	4	0.332	AnophelesalbimanusSTECLA|AALB006730	AnophelesatroparvusEBRO|AATE009785	AnophelesfunestusFUMOZ|AFUN002837	AnophelesgambiaePEST|AGAP000509
4	4	0.332	AnophelesalbimanusSTECLA|AALB006731	AnophelesatroparvusEBRO|AATE015072	AnophelesfunestusFUMOZ|AFUN002838	AnophelesgambiaePEST|AGAP000512
4	4	0.332	AnophelesalbimanusSTECLA|AALB006737	AnophelesatroparvusEBRO|AATE019498	AnophelesfunestusFUMOZ|AFUN008147	AnophelesgambiaePEST|AGAP000754
4	4	0.332	AnophelesalbimanusSTECLA|AALB006741	AnophelesatroparvusEBRO|AATE008645	AnophelesfunestusFUMOZ|AFUN006697	AnophelesgambiaePEST|AGAP000907
4	4	0.332	AnophelesalbimanusSTECLA|AALB006742	AnophelesatroparvusEBRO|AATE019925	AnophelesfunestusFUMOZ|AFUN005587	AnophelesgambiaePEST|AGAP000758
4	4	0.332	AnophelesalbimanusSTECLA|AALB006744	AnophelesatroparvusEBRO|AATE008154	AnophelesfunestusFUMOZ|AFUN011959	AnophelesgambiaePEST|AGAP000587
4	4	0.332	AnophelesalbimanusSTECLA|AALB006750	AnophelesatroparvusEBRO|AATE016721	AnophelesfunestusFUMOZ|AFUN010163	AnophelesgambiaePEST|AGAP029439
4	4	0.332	AnophelesalbimanusSTECLA|AALB006751	AnophelesatroparvusEBRO|AATE017566	AnophelesfunestusFUMOZ|AFUN010162	AnophelesgambiaePEST|AGAP000579
4	4	0.332	AnophelesalbimanusSTECLA|AALB006752	AnophelesatroparvusEBRO|AATE014235	AnophelesfunestusFUMOZ|AFUN005609	AnophelesgambiaePEST|AGAP000594
4	4	0.332	AnophelesalbimanusSTECLA|AALB006753	AnophelesatroparvusEBRO|AATE014520	AnophelesfunestusFUMOZ|AFUN005610	AnophelesgambiaePEST|AGAP000538
4	4	0.332	AnophelesalbimanusSTECLA|AALB006754	AnophelesatroparvusEBRO|AATE006774	AnophelesfunestusFUMOZ|AFUN005611	AnophelesgambiaePEST|AGAP000537
4	4	0.332	AnophelesalbimanusSTECLA|AALB006755	AnophelesatroparvusEBRO|AATE019391	AnophelesfunestusFUMOZ|AFUN002863	AnophelesgambiaePEST|AGAP000536
4	4	0.332	AnophelesalbimanusSTECLA|AALB006757	AnophelesatroparvusEBRO|AATE016804	AnophelesfunestusFUMOZ|AFUN007590	AnophelesgambiaePEST|AGAP000440
4	4	0.332	AnophelesalbimanusSTECLA|AALB006758	AnophelesatroparvusEBRO|AATE002874	AnophelesfunestusFUMOZ|AFUN006903	AnophelesgambiaePEST|AGAP000414
4	4	0.332	AnophelesalbimanusSTECLA|AALB006765	AnophelesatroparvusEBRO|AATE005308	AnophelesfunestusFUMOZ|AFUN021876	AnophelesgambiaePEST|AGAP000481
4	4	0.332	AnophelesalbimanusSTECLA|AALB006769	AnophelesatroparvusEBRO|AATE008115	AnophelesfunestusFUMOZ|AFUN010420	AnophelesgambiaePEST|AGAP001069
4	4	0.332	AnophelesalbimanusSTECLA|AALB006773	AnophelesatroparvusEBRO|AATE015347	AnophelesfunestusFUMOZ|AFUN006965	AnophelesgambiaePEST|AGAP000975
4	4	0.332	AnophelesalbimanusSTECLA|AALB006777	AnophelesatroparvusEBRO|AATE012345	AnophelesfunestusFUMOZ|AFUN003878	AnophelesgambiaePEST|AGAP000145
4	4	0.332	AnophelesalbimanusSTECLA|AALB006778	AnophelesatroparvusEBRO|AATE000946	AnophelesfunestusFUMOZ|AFUN003877	AnophelesgambiaePEST|AGAP000144
4	4	0.332	AnophelesalbimanusSTECLA|AALB006779	AnophelesatroparvusEBRO|AATE018719	AnophelesfunestusFUMOZ|AFUN003876	AnophelesgambiaePEST|AGAP000143
4	4	0.332	AnophelesalbimanusSTECLA|AALB006780	AnophelesatroparvusEBRO|AATE010644	AnophelesfunestusFUMOZ|AFUN003875	AnophelesgambiaePEST|AGAP000142
4	4	0.332	AnophelesalbimanusSTECLA|AALB006782	AnophelesatroparvusEBRO|AATE001605	AnophelesfunestusFUMOZ|AFUN021377	AnophelesgambiaePEST|AGAP000139
4	4	0.332	AnophelesalbimanusSTECLA|AALB006786	AnophelesatroparvusEBRO|AATE012819	AnophelesfunestusFUMOZ|AFUN022175	AnophelesgambiaePEST|AGAP001084
4	4	0.332	AnophelesalbimanusSTECLA|AALB006787	AnophelesatroparvusEBRO|AATE010270	AnophelesfunestusFUMOZ|AFUN010142	AnophelesgambiaePEST|AGAP000560
4	4	0.332	AnophelesalbimanusSTECLA|AALB006790	AnophelesatroparvusEBRO|AATE004509	AnophelesfunestusFUMOZ|AFUN005766	AnophelesgambiaePEST|AGAP000269
4	4	0.332	AnophelesalbimanusSTECLA|AALB006794	AnophelesatroparvusEBRO|AATE007781	AnophelesfunestusFUMOZ|AFUN007584	AnophelesgambiaePEST|AGAP000434
