# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesaquasalisidAnoAquaMGQ19.faa	AnophelesatroparvusEBRO.faa	AnophelescruziiidAnoCruzASRS3206.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa	AnophelesmouchetiidAnoMoucSNF2007.faa
7	7	0.444	AnophelesalbimanusSTECLA|AALB000716	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007072	AnophelesatroparvusEBRO|AATE003651	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003154	AnophelesfunestusFUMOZ|AFUN020465	AnophelesgambiaePEST|AGAP008509	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006221
7	7	0.444	AnophelesalbimanusSTECLA|AALB000720	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012359	AnophelesatroparvusEBRO|AATE016977	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004212	AnophelesfunestusFUMOZ|AFUN016155	AnophelesgambiaePEST|AGAP008501	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010036
7	7	0.444	AnophelesalbimanusSTECLA|AALB000722	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007301	AnophelesatroparvusEBRO|AATE005081	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002414	AnophelesfunestusFUMOZ|AFUN003837	AnophelesgambiaePEST|AGAP008499	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003190
7	7	0.444	AnophelesalbimanusSTECLA|AALB000723	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002211	AnophelesatroparvusEBRO|AATE011533	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008693	AnophelesfunestusFUMOZ|AFUN003838	AnophelesgambiaePEST|AGAP009608	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012985
7	7	0.444	AnophelesalbimanusSTECLA|AALB000724	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005008	AnophelesatroparvusEBRO|AATE010982	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009844	AnophelesfunestusFUMOZ|AFUN003839	AnophelesgambiaePEST|AGAP009609	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010239
7	7	0.444	AnophelesalbimanusSTECLA|AALB000725	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009429	AnophelesatroparvusEBRO|AATE006007	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011586	AnophelesfunestusFUMOZ|AFUN021371	AnophelesgambiaePEST|AGAP009612	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002989
7	7	0.444	AnophelesalbimanusSTECLA|AALB000727	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001509	AnophelesatroparvusEBRO|AATE014143	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009534	AnophelesfunestusFUMOZ|AFUN021372	AnophelesgambiaePEST|AGAP009613	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002441
7	7	0.444	AnophelesalbimanusSTECLA|AALB000731	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011772	AnophelesatroparvusEBRO|AATE012522	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002031	AnophelesfunestusFUMOZ|AFUN003845	AnophelesgambiaePEST|AGAP009618	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005506
7	7	0.444	AnophelesalbimanusSTECLA|AALB000732	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004177	AnophelesatroparvusEBRO|AATE016342	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010129	AnophelesfunestusFUMOZ|AFUN003846	AnophelesgambiaePEST|AGAP009619	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009082
7	7	0.444	AnophelesalbimanusSTECLA|AALB000733	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002885	AnophelesatroparvusEBRO|AATE004620	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002619	AnophelesfunestusFUMOZ|AFUN003847	AnophelesgambiaePEST|AGAP009620	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002894
7	7	0.444	AnophelesalbimanusSTECLA|AALB000736	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001502	AnophelesatroparvusEBRO|AATE013042	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009238	AnophelesfunestusFUMOZ|AFUN003850	AnophelesgambiaePEST|AGAP009623	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013964
7	7	0.444	AnophelesalbimanusSTECLA|AALB000737	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003535	AnophelesatroparvusEBRO|AATE008051	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002026	AnophelesfunestusFUMOZ|AFUN003852	AnophelesgambiaePEST|AGAP009624	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004607
7	7	0.444	AnophelesalbimanusSTECLA|AALB000738	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004458	AnophelesatroparvusEBRO|AATE019806	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000963	AnophelesfunestusFUMOZ|AFUN003853	AnophelesgambiaePEST|AGAP009625	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010772
7	7	0.444	AnophelesalbimanusSTECLA|AALB000744	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001463	AnophelesatroparvusEBRO|AATE009649	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006921	AnophelesfunestusFUMOZ|AFUN006338	AnophelesgambiaePEST|AGAP007731	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005578
7	7	0.444	AnophelesalbimanusSTECLA|AALB000745	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011488	AnophelesatroparvusEBRO|AATE009989	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009411	AnophelesfunestusFUMOZ|AFUN021649	AnophelesgambiaePEST|AGAP007732	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011073
7	7	0.444	AnophelesalbimanusSTECLA|AALB000746	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008437	AnophelesatroparvusEBRO|AATE016326	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009917	AnophelesfunestusFUMOZ|AFUN006340	AnophelesgambiaePEST|AGAP007734	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008300
7	7	0.444	AnophelesalbimanusSTECLA|AALB000747	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009165	AnophelesatroparvusEBRO|AATE014429	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011527	AnophelesfunestusFUMOZ|AFUN006341	AnophelesgambiaePEST|AGAP007736	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006632
7	7	0.444	AnophelesalbimanusSTECLA|AALB000748	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000842	AnophelesatroparvusEBRO|AATE010155	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001963	AnophelesfunestusFUMOZ|AFUN006342	AnophelesgambiaePEST|AGAP007737	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009045
7	7	0.444	AnophelesalbimanusSTECLA|AALB000749	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012671	AnophelesatroparvusEBRO|AATE009111	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001551	AnophelesfunestusFUMOZ|AFUN006343	AnophelesgambiaePEST|AGAP007738	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004269
7	7	0.444	AnophelesalbimanusSTECLA|AALB000751	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008203	AnophelesatroparvusEBRO|AATE014130	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012180	AnophelesfunestusFUMOZ|AFUN010382	AnophelesgambiaePEST|AGAP028124	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005850
7	7	0.444	AnophelesalbimanusSTECLA|AALB000752	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001595	AnophelesatroparvusEBRO|AATE013908	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006745	AnophelesfunestusFUMOZ|AFUN010383	AnophelesgambiaePEST|AGAP008763	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003991
7	7	0.444	AnophelesalbimanusSTECLA|AALB000753	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009294	AnophelesatroparvusEBRO|AATE015091	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006051	AnophelesfunestusFUMOZ|AFUN020464	AnophelesgambiaePEST|AGAP008764	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008022
7	7	0.444	AnophelesalbimanusSTECLA|AALB000761	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004271	AnophelesatroparvusEBRO|AATE012641	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003380	AnophelesfunestusFUMOZ|AFUN019295	AnophelesgambiaePEST|AGAP008768	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007067
7	7	0.444	AnophelesalbimanusSTECLA|AALB000771	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010653	AnophelesatroparvusEBRO|AATE010603	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001260	AnophelesfunestusFUMOZ|AFUN000380	AnophelesgambiaePEST|AGAP008802	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000791
7	7	0.444	AnophelesalbimanusSTECLA|AALB000774	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003646	AnophelesatroparvusEBRO|AATE001344	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009028	AnophelesfunestusFUMOZ|AFUN000383	AnophelesgambiaePEST|AGAP008804	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004853
7	7	0.444	AnophelesalbimanusSTECLA|AALB000781	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007055	AnophelesatroparvusEBRO|AATE017925	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011617	AnophelesfunestusFUMOZ|AFUN010737	AnophelesgambiaePEST|AGAP009970	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003417
7	7	0.444	AnophelesalbimanusSTECLA|AALB000794	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007591	AnophelesatroparvusEBRO|AATE011677	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010659	AnophelesfunestusFUMOZ|AFUN001426	AnophelesgambiaePEST|AGAP009768	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007889
7	7	0.444	AnophelesalbimanusSTECLA|AALB000795	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000315	AnophelesatroparvusEBRO|AATE017330	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010653	AnophelesfunestusFUMOZ|AFUN001167	AnophelesgambiaePEST|AGAP009769	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002028
7	7	0.444	AnophelesalbimanusSTECLA|AALB000796	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009563	AnophelesatroparvusEBRO|AATE010203	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005909	AnophelesfunestusFUMOZ|AFUN020628	AnophelesgambiaePEST|AGAP009770	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006298
7	7	0.444	AnophelesalbimanusSTECLA|AALB000797	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004170	AnophelesatroparvusEBRO|AATE005580	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002322	AnophelesfunestusFUMOZ|AFUN004742	AnophelesgambiaePEST|AGAP009771	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005740
7	7	0.444	AnophelesalbimanusSTECLA|AALB000798	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010027	AnophelesatroparvusEBRO|AATE012425	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011278	AnophelesfunestusFUMOZ|AFUN004743	AnophelesgambiaePEST|AGAP009772	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012298
7	7	0.444	AnophelesalbimanusSTECLA|AALB000801	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007496	AnophelesatroparvusEBRO|AATE017593	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012199	AnophelesfunestusFUMOZ|AFUN004746	AnophelesgambiaePEST|AGAP009775	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1014140
7	7	0.444	AnophelesalbimanusSTECLA|AALB000802	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010754	AnophelesatroparvusEBRO|AATE011280	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010923	AnophelesfunestusFUMOZ|AFUN004747	AnophelesgambiaePEST|AGAP009776	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012386
7	7	0.444	AnophelesalbimanusSTECLA|AALB000807	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008934	AnophelesatroparvusEBRO|AATE003700	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004657	AnophelesfunestusFUMOZ|AFUN004753	AnophelesgambiaePEST|AGAP009783	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001378
7	7	0.444	AnophelesalbimanusSTECLA|AALB000808	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006106	AnophelesatroparvusEBRO|AATE003487	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005289	AnophelesfunestusFUMOZ|AFUN004754	AnophelesgambiaePEST|AGAP009784	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012252
7	7	0.444	AnophelesalbimanusSTECLA|AALB000810	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005464	AnophelesatroparvusEBRO|AATE003630	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000664	AnophelesfunestusFUMOZ|AFUN004756	AnophelesgambiaePEST|AGAP009787	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009037
7	7	0.444	AnophelesalbimanusSTECLA|AALB000811	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005959	AnophelesatroparvusEBRO|AATE004953	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002101	AnophelesfunestusFUMOZ|AFUN004757	AnophelesgambiaePEST|AGAP009788	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002151
7	7	0.444	AnophelesalbimanusSTECLA|AALB000812	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007184	AnophelesatroparvusEBRO|AATE001587	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011316	AnophelesfunestusFUMOZ|AFUN004758	AnophelesgambiaePEST|AGAP009789	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004903
7	7	0.444	AnophelesalbimanusSTECLA|AALB000813	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001789	AnophelesatroparvusEBRO|AATE009027	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000485	AnophelesfunestusFUMOZ|AFUN004759	AnophelesgambiaePEST|AGAP009790	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013526
7	7	0.444	AnophelesalbimanusSTECLA|AALB000815	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009279	AnophelesatroparvusEBRO|AATE012199	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003668	AnophelesfunestusFUMOZ|AFUN004761	AnophelesgambiaePEST|AGAP009792	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000055
7	7	0.444	AnophelesalbimanusSTECLA|AALB000822	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008492	AnophelesatroparvusEBRO|AATE009536	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010927	AnophelesfunestusFUMOZ|AFUN020541	AnophelesgambiaePEST|AGAP009798	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007391
7	7	0.444	AnophelesalbimanusSTECLA|AALB000825	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000153	AnophelesatroparvusEBRO|AATE004281	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008937	AnophelesfunestusFUMOZ|AFUN008386	AnophelesgambiaePEST|AGAP009800	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001695
7	7	0.444	AnophelesalbimanusSTECLA|AALB000829	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010293	AnophelesatroparvusEBRO|AATE008510	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006356	AnophelesfunestusFUMOZ|AFUN010320	AnophelesgambiaePEST|AGAP007827	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009348
7	7	0.444	AnophelesalbimanusSTECLA|AALB000830	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009702	AnophelesatroparvusEBRO|AATE018413	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005217	AnophelesfunestusFUMOZ|AFUN010319	AnophelesgambiaePEST|AGAP007828	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002784
7	7	0.444	AnophelesalbimanusSTECLA|AALB000833	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002248	AnophelesatroparvusEBRO|AATE018876	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011494	AnophelesfunestusFUMOZ|AFUN000662	AnophelesgambiaePEST|AGAP007831	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008334
7	7	0.444	AnophelesalbimanusSTECLA|AALB000834	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003204	AnophelesatroparvusEBRO|AATE015938	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011169	AnophelesfunestusFUMOZ|AFUN000661	AnophelesgambiaePEST|AGAP007832	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000039
7	7	0.444	AnophelesalbimanusSTECLA|AALB000836	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000939	AnophelesatroparvusEBRO|AATE007328	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000519	AnophelesfunestusFUMOZ|AFUN006326	AnophelesgambiaePEST|AGAP007967	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013948
7	7	0.444	AnophelesalbimanusSTECLA|AALB000837	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004699	AnophelesatroparvusEBRO|AATE012884	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007111	AnophelesfunestusFUMOZ|AFUN006327	AnophelesgambiaePEST|AGAP007966	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000856
7	7	0.444	AnophelesalbimanusSTECLA|AALB000839	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005327	AnophelesatroparvusEBRO|AATE003361	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001924	AnophelesfunestusFUMOZ|AFUN006330	AnophelesgambiaePEST|AGAP007963	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000248
7	7	0.444	AnophelesalbimanusSTECLA|AALB000840	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006178	AnophelesatroparvusEBRO|AATE002897	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010279	AnophelesfunestusFUMOZ|AFUN014661	AnophelesgambiaePEST|AGAP007962	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004965
7	7	0.444	AnophelesalbimanusSTECLA|AALB000841	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007836	AnophelesatroparvusEBRO|AATE001076	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010223	AnophelesfunestusFUMOZ|AFUN006331	AnophelesgambiaePEST|AGAP029237	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000205
7	7	0.444	AnophelesalbimanusSTECLA|AALB000848	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005203	AnophelesatroparvusEBRO|AATE012189	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000581	AnophelesfunestusFUMOZ|AFUN006336	AnophelesgambiaePEST|AGAP007954	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012474
7	7	0.444	AnophelesalbimanusSTECLA|AALB000849	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010918	AnophelesatroparvusEBRO|AATE011901	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011643	AnophelesfunestusFUMOZ|AFUN011642	AnophelesgambiaePEST|AGAP008969	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013756
7	7	0.444	AnophelesalbimanusSTECLA|AALB000853	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009802	AnophelesatroparvusEBRO|AATE004561	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011048	AnophelesfunestusFUMOZ|AFUN011646	AnophelesgambiaePEST|AGAP008975	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007730
7	7	0.444	AnophelesalbimanusSTECLA|AALB000855	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012263	AnophelesatroparvusEBRO|AATE014809	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009818	AnophelesfunestusFUMOZ|AFUN010630	AnophelesgambiaePEST|AGAP009060	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007957
7	7	0.444	AnophelesalbimanusSTECLA|AALB000856	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010872	AnophelesatroparvusEBRO|AATE020472	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005344	AnophelesfunestusFUMOZ|AFUN010629	AnophelesgambiaePEST|AGAP009059	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009608
7	7	0.444	AnophelesalbimanusSTECLA|AALB000857	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000682	AnophelesatroparvusEBRO|AATE016361	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010198	AnophelesfunestusFUMOZ|AFUN016247	AnophelesgambiaePEST|AGAP009058	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002058
7	7	0.444	AnophelesalbimanusSTECLA|AALB000861	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003268	AnophelesatroparvusEBRO|AATE017229	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002562	AnophelesfunestusFUMOZ|AFUN000118	AnophelesgambiaePEST|AGAP010043	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000097
7	7	0.444	AnophelesalbimanusSTECLA|AALB000862	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001051	AnophelesatroparvusEBRO|AATE011453	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003702	AnophelesfunestusFUMOZ|AFUN000119	AnophelesgambiaePEST|AGAP010042	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003683
7	7	0.444	AnophelesalbimanusSTECLA|AALB000865	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004296	AnophelesatroparvusEBRO|AATE010088	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005347	AnophelesfunestusFUMOZ|AFUN022350	AnophelesgambiaePEST|AGAP008113	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010395
7	7	0.444	AnophelesalbimanusSTECLA|AALB000879	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011589	AnophelesatroparvusEBRO|AATE012427	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008295	AnophelesfunestusFUMOZ|AFUN000136	AnophelesgambiaePEST|AGAP010025	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010650
7	7	0.444	AnophelesalbimanusSTECLA|AALB000880	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011201	AnophelesatroparvusEBRO|AATE020895	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006162	AnophelesfunestusFUMOZ|AFUN000092	AnophelesgambiaePEST|AGAP010071	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011481
7	7	0.444	AnophelesalbimanusSTECLA|AALB000884	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007420	AnophelesatroparvusEBRO|AATE007649	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004372	AnophelesfunestusFUMOZ|AFUN010693	AnophelesgambiaePEST|AGAP010019	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008479
7	7	0.444	AnophelesalbimanusSTECLA|AALB000885	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011117	AnophelesatroparvusEBRO|AATE019697	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000176	AnophelesfunestusFUMOZ|AFUN010694	AnophelesgambiaePEST|AGAP010018	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010295
7	7	0.444	AnophelesalbimanusSTECLA|AALB000886	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001427	AnophelesatroparvusEBRO|AATE017966	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009545	AnophelesfunestusFUMOZ|AFUN010695	AnophelesgambiaePEST|AGAP010017	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000960
7	7	0.444	AnophelesalbimanusSTECLA|AALB000887	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004341	AnophelesatroparvusEBRO|AATE005525	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001816	AnophelesfunestusFUMOZ|AFUN010696	AnophelesgambiaePEST|AGAP010016	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012323
7	7	0.444	AnophelesalbimanusSTECLA|AALB000888	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007089	AnophelesatroparvusEBRO|AATE018655	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008901	AnophelesfunestusFUMOZ|AFUN010697	AnophelesgambiaePEST|AGAP010014	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012376
7	7	0.444	AnophelesalbimanusSTECLA|AALB000905	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012118	AnophelesatroparvusEBRO|AATE013617	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004955	AnophelesfunestusFUMOZ|AFUN006601	AnophelesgambiaePEST|AGAP008651	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008545
7	7	0.444	AnophelesalbimanusSTECLA|AALB000910	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005410	AnophelesatroparvusEBRO|AATE005150	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011549	AnophelesfunestusFUMOZ|AFUN006596	AnophelesgambiaePEST|AGAP008656	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011933
7	7	0.444	AnophelesalbimanusSTECLA|AALB000913	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011068	AnophelesatroparvusEBRO|AATE010918	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003249	AnophelesfunestusFUMOZ|AFUN020489	AnophelesgambiaePEST|AGAP008658	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002837
7	7	0.444	AnophelesalbimanusSTECLA|AALB000915	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009383	AnophelesatroparvusEBRO|AATE003882	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007582	AnophelesfunestusFUMOZ|AFUN019675	AnophelesgambiaePEST|AGAP008659	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001517
7	7	0.444	AnophelesalbimanusSTECLA|AALB000916	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006050	AnophelesatroparvusEBRO|AATE003260	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000348	AnophelesfunestusFUMOZ|AFUN006592	AnophelesgambiaePEST|AGAP008660	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002593
7	7	0.444	AnophelesalbimanusSTECLA|AALB000917	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011448	AnophelesatroparvusEBRO|AATE004570	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005031	AnophelesfunestusFUMOZ|AFUN006591	AnophelesgambiaePEST|AGAP008661	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008537
